코드,자격증명
2091600,생태보건기사
2091700,옥외광고기능사
2091800,위험물취급산업기사
2091900,인터넷기능사
2092000,교통계획기사
2092100,공기조화기사
2092200,건축기술사업자
2092300,그래픽스운영기사
2092400,건설기계조종면허
2092500,게임그래픽전문가기사
2092600,기계설계기능사
2092700,건설공사기사
2092800,건축제도기사
2092900,도자기공예
2093000,방송통신
2093100,복어조리산업기사
2093200,보선기사
2093300,범용선반기능사보
2093400,농림토양평기관리기사
2093500,농기계수리기능사
2093600,농산식품기능사
2093700,해양기상청기사
2093800,환경보건기사
2093900,화학기능사
2094000,환경위생기사
2094100,TIQ정보기사
2094200,토목측량기능사
2094300,토목기사고급
2094400,TIQ인터넷정보기사
2094500,타워운전기능사
2094600,건축안전기사
2094700,건축철근기능사
2094800,건축토목기사
2094900,건축특급기술사
2095000,건설산업기사
2095100,건축산업안전기사
2095200,건축설비기능사
2095300,수치제어기능사
2095400,실내디자인기사
2095500,선반밀링
2095600,소방안전전기기사
2095700,산업공학기사
2095800,음향엔지니어기사
2095900,용접기사보
2096000,일반기사
2096100,유통기능사
2096200,양식기능장
2096300,이동통신산업기사
2096400,웹디자인사
2096500,전기마크용접기능사
2096600,중장비기능사
2096700,중장비정비기사
2096800,전자공학기사
2096900,전산응용산업기사
2097000,조주사
2097100,자동차정비검사기능사
2097200,전자계산기응용기사
2097300,문화재보호기술사
2097400,무선설비기술사
2097500,산업응용기사
2097600,식물치료기사
2097700,시각디자인
2097800,인터넷실무기능사
2097900,유기농업기사
2098000,영상기기기능사
2098100,운영정보기능사
2098200,원동기시공기능사
2098300,코크제로기능사
2098400,컴퓨터응용가공산업
2098500,컴퓨터기사
2098600,컴퓨터A/S기사
2098700,기계기능사
2098800,기계설비산업기사
2098900,기계산업기사
2099000,건축제도설계기능
2099100,공인세무사
2099200,철도산업기사
2099300,천정크레인기사
2099400,촬영기사
2099500,전산운영기계제도기능사
2099600,정비도금기능사
2099700,전기전자기능사
2099800,전자회로설계산업기사
2099900,전산운용기능사
2100000,재료산업기사
2100100,전자제어기능사
2100200,자동차판금기능사
2100300,전기전자기기
2100400,전산운용기계설계산업기사
2100500,전산응용건축설계기능사
2100600,전자기계운영기능사
2100700,전기공사기기기사
2100800,검사산업기사
2100900,특수무선기사
2101000,토양오염기사
2101100,무선아마추어통신사
2101200,무선산업기사
2101300,무선통신설비기사
2101400,목공기능사
2101500,발전배송기술사
2101600,비파괴기능사
2101700,발송변전기술사
2101800,비파괴(MT기능사)
2101900,산업기술사
2102000,설비보전산업기사
2102100,산업정밀기사
2102200,시공기술사
2102300,산업처리기사
2102400,생태복원기사
2102500,수질환경기술사
2102600,생산제도산업기사
2102700,승강기보조기능사
2102800,실내의장기능사
2102900,산업관리기능사
2103000,식품가공기사
2103100,건설관리기술사
2103200,구조기술사
2103300,공간및지형측량기사
2103400,공기조화냉동
2103500,공기공조기사
2103600,건축제도산업기사
2103700,가전A/S기사
2103800,경기기능기기사
2103900,건축구조기사
2104000,검색기능사
2104100,국가장수기능사
2104200,궤도장비정비기능사
2104300,공조냉동기능사
2104400,금형설계기사
2104500,유분석분석기사
2104600,위험물취급기사
2104700,음향영상기기기능사
2104800,유통
2104900,일반조립기능사
2105000,IT정보산업기사
2105100,프레스금형기사
2105200,도화산업기사
2105300,도장광고기능사
2105400,어선해기사
2105500,품질경영관리기사
2105600,품질기사
2105700,품질산업기사
2105800,인터넷상거래
2105900,인터넷검검색산업기사
2106000,유통관리기능사
2106100,자동차기관기능사
2106200,정보처리산업기능사
2106300,정밀기계기능사
2106400,전공기술사
2106500,정신보건전문간호사
2106600,제조업기능사
2106700,전산응용설계산업기사
2106800,조선설비기능사
2106900,정보처리기기기능사
2107000,전자기기운영기술사
2107100,항공정비산업기사
2107200,항공기술기능사
2107300,항공기기능사
2107400,환공정비기능사
2107500,해양산업기사
2107600,네트워크설비기사
2107700,냉동산업기사
2107800,농기계산업기사
2107900,고압가스
2108000,공사기사
2108100,건축배관기술사
2108200,기계설비기사
2108300,건축설계기술사
2108400,가스화학기능사
2108500,가스기계기능사
2108600,전자전기기능사
2108700,제품기사
2108800,정보통신설비기능사
2108900,컴퓨터응용가공산업기사
2109000,코스관리기능사
2109100,카일렉트로닉스산업기사
2109200,설비산업기사
2109300,수질관리기사
2109400,설비보전기사
2109500,산업기계전산운용제도기능사
2109600,산업기능사
2109700,선박설계기능사
2109800,선박조립기능사
2109900,소방기계설비기사
2110000,소방전기산업기사
2110100,금속구조물창호기능사
2110200,가스배관기능사
2110300,금속열처리기능사
2110400,구조기능사
2110500,금형설계기능사
2110600,전기안전산업기사
2110700,전산처리기사
2110800,자동차도장기능사
2110900,잠수산업기능사
2111000,NC선반기능사
2111100,유무선기사
2111200,인테리어기사
2111300,인쇄기능사
2111400,웹기능사
2111500,정비산업기사
2111600,출판디자인기능사
2111700,차체수리기능사
2111800,콘크리트재료기사
2112000,통신설비산업기사
2112200,기계밀링기능사
2112300,기계소방기사
2112400,가스보일러기사
2112500,식품기능사
2112600,신호전기기사
2112700,시설설비기능사
2112800,유기농산업기사
2112900,신재생에너지발전설비기능사(태양광)
2113000,전자부품장착산업기사
2113100,전기건축기술사
2113200,지반및지질기술사
2113300,컴퓨터그래픽스운용기사
2113400,통신산업기사
2113500,화학가스기사
2113600,해양기사
2113700,교통사고처리기술사
2113800,사고처리기능사
2113900,인간관리기사
2114000,위험물처리기능사
2114100,LT기사
2114200,TEM기사
2114300,실내건축설계기능사
2114400,전산응용토목제도기사
2114500,전산회계기능사
2114600,수치제어밀링기사
2114700,전기기술기능사
2114800,기계산업설계기사
2115000,직업상담사
2115100,텔레마케팅관리사
2115200,의료전자기능사
2115300,동력기계정비기능사
2115400,섬유기사
2115500,철도차량정비기능사
2115600,전자상거래관리사
2115700,전자상거래운용사
2115800,게임프로그래밍전문가
2115900,게임기획전문가
2116000,정보보안기사
2116100,정보보안산업기사
2116200,스포츠경영관리사
2116300,온실가스관리산업기사
2116400,한글속기
2116500,컴퓨터활용능력
2116600,워드프로세서
2116700,화재대응능력
2116800,국제의료관광코디네이터
2116900,전자캐드기능사
2117000,압연기능사
2117100,컴퓨터응용선반기능사
2117200,어업생산관리기사
2117300,임베디드기사
2117400,정신건강사회복지사(구:정신보건사회복지사)
2117500,화재감식평가기사
2117600,신재생에너지발전설비기사
2117700,기상감정기사
2117800,멀티미디어콘텐츠제작전문가
2117900,자동차보수도장기능사
2118000,에너지관리기능사
2118100,미용사(네일)
2118200,철도토목기사
3000100,가구설계제도사
3000200,경제이해력검증시험TESAT
3000300,공무원정보이용능력
3000400,국어능력인증시헙
3000401,KBS한국어능력시험
3000500,국제금융역(CIFS)
3000600,기계설계제도사
3000700,네트워크관리사
3000800,데이터아키텍처
3000900,도로교통사고감정사
3001000,디지털정보활용능력(DIAT)
3001100,리눅스마스터(REDHATLINUX)
3001200,매경TEST
3001300,무역영어
3001400,문서실무사
3001500,병원행정사
3001600,분재관리사
3001700,브레인트레이너
3001800,빌딩경영관리사
3001801,빌딩경영사
3001802,빌딩관리사
3002000,샵마스터
3002100,수목보호기술자격
3002200,수화통역사
3002300,신용관리사
3002400,신용분석사
3002500,실용영어
3002700,실천예절지도사
3002800,여신심사역
3002900,열쇠관리사
3003000,영어회화평가시험ESPTGeneral/Junior
3003100,옥외광고사
3003200,"외환전문역I,II종(CFESI,II)"
3003300,인터넷정보관리사
3003400,자동차진단평가사자격증
3003500,금융자산관리사
3003501,은행자산관리사
3003502,종합자산관리사(IFP)
3003503,자산관리사(건물관리)
3003600,재경관리사
3003700,전산세무회계
3003800,점역교정사자격증
3003900,정보기술자격(ITQ)
3004000,정보기술프로젝트관리(IT-PMP)
3004100,정보보호전문가자격증
3004200,정보시스템감리사
3004300,조경수조성관리사
3004400,종이접기
3004500,지역난방설비관리사
3004600,컴퓨터운용사
3004700,패션스타일리스트
3004800,한국실용글쓰기검정
3004900,한국영어검정
3005100,한자.한문전문지도사
3005200,한자·한문지도사
3005500,한자능력급수자격증
3005501,상공회의소한자
3005502,실용한자
3005503,한국한자검정
3005504,한자급수인증시험
3005505,한자급수자격검정
3005506,한자능력자격
3005507,한자실력급수
3005508,한자어능력
3005900,한자한문학습지도사
3006000,행정관리사
3006100,회계관리
3006200,CRA(신용위험분석사)
3006300,CSLeaders(관리사)/CS리더스(관리사)
3006400,"ERP,EDI정보관리사"
3006401,ERP물류정보관리사
3006402,ERP생산정보관리사
3006403,ERP인사정보관리사
3006404,ERP회계정보관리사
3006800,e-TestProfessional
3006801,전산E테스트
3006900,FLEX독일어(듣기/읽기)
3007000,FLEX러시아(듣기/읽기)
3007100,FLEX스페인어(듣기/읽기)
3007200,FLEX영어(듣기/읽기)
3007300,FLEX일본어
3007400,FLEX중국어
3007500,FLEX프랑스어(듣기/읽기)
3007600,GTQ(그래픽기술자격)
3007800,MATESpeaking
3007900,MATEWriting
3008100,PC활용능력평가시험(PCT)
3008200,PCMater
3008201,pc정비사
3008202,PCMaster(정비사)
3008400,YBM商務漢檢
3008500,TOPCIT
3008600,공정데이터분석사
3008700,방과후아동지도사
3008800,SMAT(서비스경영자격)
3008900,IPAT(지식재산능력시험)
3009000,IT Plus(IT+)
3009100,반려견스타일리스트
3009200,"AT(Accounting Technician, FAT, TAT)  "
3009300,인지활동지도사
4000100,영어회화자격증
4000101,(영문)CELP:JC-TOEP/(국문)실용영어회화자격증
4000102,(영문)CELP:YC-TOEP/(국문)초등영어회화자격증
4000200,기계식주차장검사원
4000300,영어논술자격증
4000301,(영문)J-TOED/(국문)쥬니어영어논술자격증
4000302,(영문)PC-TOED/(국문)초등영어논술자격증
4000303,(영문)S-TOED/(국문)시니어영어논술자격증
4000304,(영문)TOED/(국문)영어논술자격증
4000305,(영문)Y-TOED/(국문)중등영어논술자격증
4000400,항공경비요원
4000500,salesforce
4000600,산학협력단코디네이터
4000700,특허정보검색사
4000800,6시그마
4000801,6시그마전문가BB(Black-Belt)
4000802,6시그마컨설턴트(MasterBlack-Belt)
4000803,6시그마프로젝트자격인증
4000804,6시그마전문가
4000805,6시그마BlackBelt
4000806,6시그마GreenBelt
4000807,6시그마WhiteBelt
4000900,보험대리점
4001000,유해화학물질관리자
4001100,장비수리자격
4001200,무정전자격증
4001300,officeautomation
4001400,수출상담회특화통역자격증
4001500,카티아메카니컬디자인스케셜리스트
4001600,가구페인팅아티스트
4001700,아동요리지도사
4001701,바이블아동요리지도자
4001702,아동요리교육지도사
4001703,아동요리지도자
4001704,아동요리지도자강사
4001705,한국아동요리지도자격증
4001706,어린이요리교육지도사
4001800,가베 교육지도사
4001801,가베요리지도자
4001802,가베지도사
4001803,가베지도사자격증
4001804,가베지도자
4001805,수학가베지도사
4001806,어린이가베지도사
4001807,프뢰벨가베교육사
4001900,군화학장비조작
4002000,청력정도관리
4002100,노래지도사
4002101,가요전문지도사
4002102,노래교실지도사
4002200,예절교육지도사
4002201,가정의례지도사
4002202,예절교육지도자
4002203,예절자격증
4002204,예절지도사
4002205,예절지도사자격증
4002206,전통예절지도사
4002207,청소년예절지도사
4002300,가족상담사
4002301,가정행복설계사
4002302,가족복지상담사
4002303,가족상담지도사
4002304,가족코칭지도사
4002305,패밀리카운셀러
4002306,가족폭력상담사
4002400,PA지도사
4002500,써티(Certification)
4002600,폐활량정도관리
4002700,칼텐본
4002800,Adobepremierecs5
4002900,가치관리(VE)자격증
4002901,VE(가치관리)전문가자격증
4003000,장례지도관리사
4003001,가톨릭상장례지도사
4003002,상장례전문지도사
4003003,장례관리사
4003004,장례전문지도사
4003005,장례지도사
4003006,장례지도사자격증
4003007,장의지도사
4003100,간병사
4003200,감성커뮤니케이션스킬
4003300,개인정보관리사(CPPG)
4003301,개인정보취급사(CPPF)
4003400,걷기지도사
4003401,건강걷기지도자자격증
4003402,보행지도사
4003500,건강보험사무관리사
4003600,건강보험청구사
4003601,건강보험청구심사자격증
4003602,치과건강보험청구사
4003700,운동지도사
4003701,건강운동지도사
4003702,스포츠트레이너
4003703,아동청소년건강체육지도사
4003704,운동관리전문지도사
4003705,일반운동지도사
4003800,웃음지도사
4003801,건강웃음지도사
4003802,국제웃음지도자
4003803,글로벌웃음지도사
4003804,레크웃음양육사
4003805,사회복지웃음지도사
4003806,실버건강웃음지도사
4003807,웃음실버체육지도사
4003808,웃음운동지도자
4003809,웃음지도자
4003810,웃음코디네이터
4003811,웃음코칭지도사
4003812,웃음코칭지도자
4003813,웃음행복지도자
4003814,웃음행복코치자격증
4003815,웰빙웃음지도사
4003816,행복웃음코디네이터
4003817,웃음체력관리지도사
4003900,체조지도사
4003901,건강체조지도사
4003902,덩더꿍체조지도자
4003903,신바람건강체조지도자
4003904,실버기체조지도자
4003905,실버웃음체조지도자
4003906,유아국악지도사
4003907,웃음체조지도자
4004000,건물종합관리사
4004100,건설VE전문가자격증
4004200,건설사업관리전문가
4004201,건설사업관리사
4004202,건설사업관리전문가(CMP)
4004203,건설사업관리전문가(PCM)
4004500,검도지도사
4004501,전통검도지도사
4004502,해동검도지도사
4004503,휘초타지도사
4004504,휘초타검도지도사
4004600,결혼상담관리사
4004601,결혼관리사
4004602,결혼상담관리사자격증
4004603,결혼정보관리사
4004604,국제결혼설계사
4004605,웨딩플래너
4004900,결혼이민자통번역능력인증
4004901,결혼이민자통번역능력인증(몽골어)
4004902,결혼이민자통번역능력인증(베트남어)
4004903,결혼이민자통번역능력인증(중국어)
4005300,경봉술자격증
4005400,경영진단사
4005500,경호
4005501,경호(보안)실무사
4005502,경호관리사
4005503,경호무술
4005504,경호사자격증
4005505,경호요원
4005506,경호요원지도사
4005507,경호원자격증
4005508,경호지도사
4005509,특수경호사
4005510,특수경호실무사
4006500,골프지도
4006501,골프경기지도사
4006502,골프매니저
4006503,골프지도사
4006600,골프그린키퍼
4007100,골프캐디
4007200,골프피팅사
4007300,인테리어
4007301,공간인테리어디자이너
4007302,인테리어코디네이트
4007303,인테리어공사
4007304,인테리어필름래핑사자격증
4007305,조명인테리어디자이너
4007306,실내디자이너
4007400,공예및아트
4007401,공예아트전문가
4007402,가죽공예아티스트
4007403,규방공예지도자
4007404,수공예예술양초공예사
4007405,알공예자격증
4007406,인형공예자격증
4007407,조각천침선공예사
4007408,칠보공예아티스트
4007409,초콜릿공예자격증
4007410,CA공예자격증
4007500,한자.한문능력인증
4007501,공용한자
4007502,국제한자급수
4007503,실용한자장려
4007504,인문사회한자
4007505,지식기반한자자격검정
4007506,한국한자어능력인증시험
4007507,한문능력
4007508,한자·한문활용능력급수시험
4007509,한자읽기능력급수시험
4007510,한중상용한자능력검정
4007600,공익시설경비사
4007700,공작기계절삭가공사
4007800,과학요리지도자
4007900,관리회계컨설턴트
4008000,광통신
4008001,광통신사
4008002,광통신설비관리사
4008200,교류분석상담(지도)사
4008201,교류분석상담사
4008202,교류분석임상지도사
4008203,T.A교류분석상담지도사
4008400,교육기능성보드게임지도자
4008500,북아트 교육 및 지도
4008501,교육북아트지도사
4008502,북아트
4008503,북아트지도사
4008504,북아트교육지도사
4008505,북아트자격증
4008506,북아트지도사
4008507,북아트지도사자격증
4008508,북아트지도자자격증
4008509,북아트활용
4008510,북아트활용지도사
4008511,어린이북아트
4008512,어린이북아트지도사
4008513,어린이북아트지도사자격증
4008514,역사논술팝업북아트지도자
4008515,역사북아트지도사
4008700,교육연극지도사
4008900,교통사고분석사
4009000,구매관리사
4009100,구매자재관리사
4009200,궁도지도
4009201,국궁지도사자격
4009202,궁도지도사
4009300,국악교육및실기지도
4009301,국악교육사(무용)
4009302,국악교육사(민요)
4009303,국악교육사(사물)
4009304,국악교육사(정가)
4009305,국악교육사(판소리)
4009306,국악교육지도자격
4009307,국악사
4009308,국악실기지도사
4009309,국악실기지도사(가야금병창)
4009310,국악실기지도사(경기민요)
4009311,"국악실기지도사(단소,대금)"
4009312,국악실기지도사(사물놀이)
4009313,국악실기지도사(풍물)
4009314,국악실기지도사(해금)
4009315,국악지도사
4009316,민속국악교육지도사
4009317,실버국악실기지도사
4009318,아동국악실기지도사
4009319,유아국악지도사
4009320,한국음악지도사(아동국악)
4010800,국어능력인증
4010801,국어문장사
4010802,국어어휘능력
4010803,기초국어능력인증시험
4010804,한국어어휘활용능력급수인증자격
4010805,한자혼용국어실력
4010806,KLT한국어레벨테스트
4010807,KLPT한국어능력시험
4010808,KLPY
4011100,국제무역
4011101,국제농식품무역사
4011102,국제무역사
4011300,수학교육및지도
4011301,국제수학지도사
4011302,놀이수학지도사
4011303,사고력활동수학지도사
4011304,수학지도사
4011305,창의수학지도사
4011306,초등수학지도사
4011400,수학능력인증
4011401,국제실용수학
4011402,실용수학자격
4011403,아이비테스트수리능력자격검정
4011500,영어능력인증
4011501,국제영어능력자격증(CELP)
4011502,실무영어검정
4011503,IBE-TEST국제상용영어자격검정
4011504,어린이영어회화능력검정
4011505,i-TEPS통합형영어능력검정
4011506,JET초등영어시험
4011507,SNULT영어
4011508,TEFOW영어자격
4011509,TOP말하기능력평가
4011510,요리영어(FoodEnglish)
4011511,Jr.Speaking
4011512,PELTJr.
4011513,PELTKids
4011514,PELTStandard
4011700,작명상담(지도)사
4011701,작명상담지도사
4011702,국제작명학이름상담사
4011703,성명학지도사
4011900,한자.한문지도
4011901,국제한자지도사
4011902,한문지도사
4011903,한국한자속독강사자격증
4011904,한자교육지도사
4011905,한자지도사
4011906,한자한문교육지도사
4011907,한자한문지도사
4011908,어린이한자교육지도사
4011909,한중상용한자지도사
4012200,그린홈관리사
4012300,그림책교육지도사
4012400,근로행복설계사
4012600,글로벌물류SCM컨설턴트
4012800,글쓰기지도
4012801,글쓰기독서교육지도자
4012802,글쓰기지도사
4012803,글짓기지도사
4013100,기계.시스템.전자제어
4013101,기계및시스템제어사
4013102,기계전자제어사
4013300,인명구조원
4013301,기본인명구조원
4013302,수상인명구조
4013303,수상인명구조원
4013304,인명구조요원
4013400,기술경영사
4013500,기술신용평가사
4013600,기업및기술가치평가
4013601,기업·기술가치평가사
4013602,기업가치평가사
4013603,기업가치평가사(BV)
4013604,기업가치평가사(EVE)
4014000,기업자금관리사
4014001,기업회계
4014002,기업회계능력
4014300,기질도형심리상담사
4014301,도형상담사
4014500,기획능력검정
4014600,김치지도사
4014601,김치교육지도사
4014602,김치지도강사
4014700,김치제조사
4014900,댄스(스포츠)지도사
4014901,나이트댄스지도자
4014902,댄스스포츠지도사
4014903,댄스스포츠지도사(라틴)
4014904,댄스스포츠지도사(LatinAmericanDancing)
4014905,댄스스포츠지도사(StandardDancing)
4014906,라틴댄스스포츠지도자
4014907,라틴댄스지도자
4014908,모던댄스스포츠지도자
4014909,모던댄스지도자
4014910,라인댄스지도사
4014911,라인댄스지도자
4014912,레크댄스지도사
4014913,볼룸댄스지도사
4014914,사교댄스지도자
4014915,생활댄스지도자
4014916,스윙댄스지도자자격증
4014917,실버댄스지도사
4014918,실버댄스지도자
4014919,실용무용훌라댄스지도자
4014920,훌라댄스지도자
4014921,웰빙댄스지도사(Well-beingDance)
4014922,웰빙댄스지도자
4014923,탭댄스지도자자격증
4014924,재즈댄스지도사
4014925,재즈댄스지도자
4014926,재즈댄스지도자자격증
4014927,째즈댄스지도사(JazzDance)
4014928,차밍댄스지도자자격증
4014929,창작댄스지도자자격증
4014930,파티댄스지도사(PartyDance)
4014931,힙합댄스지도자
4014932,살사댄스지도자자격증
4014933,살사지도사(Salsa)
4014934,방송댄스지도자
4015000,타악(퍼포먼스)지도사
4015001,난타특수교육사
4015002,유아난타지도사
4015003,실버타악퍼포먼스지도사
4015004,유아타악퍼포먼스지도사
4015005,타악과모듬북지도사
4015006,타악퍼포먼스지도사
4015007,타악퍼포먼스최고전문가
4015100,냅킨아트지도사
4015101,넵킨아트
4015200,울펠트공예자격증
4015201,네츄럴펠트자격증
4015202,펠트공예
4015203,펠트공예자격증
4015204,펠트자격증
4015600,노인건강(활동)지도사
4015601,노인건강운동사
4015602,노인건강운동전문지도사
4015603,노인건강체육지도자
4015604,노인복지체육
4015605,노인운동전문지도사
4015606,노인운동지도사
4015607,노인체육전문지도사
4015608,노인체육지도사
4015609,노인체육지도자
4015610,노인활동지도사
4015611,실버여가체육지도사
4015612,펀실버운동지도자
4015613,노인여가건강관리사
4016700,녹색제품관리사
4016800,녹색환경지도및관리
4016801,녹색환경지도사
4016802,녹색환경관리사
4016803,녹색환경교육지도사
4017100,논술지도사
4017101,논리논술지도사
4017102,논술토론지도사
4017103,독서논술전문지도사
4017104,독서논술지도사
4017105,독서논술코칭지도사
4017106,몬테쏘리독서논술지도사
4017107,역사논술지도사
4017108,중등논술지도사
4017109,중등통합논술지도사
4017110,NIE통합논술지도사
4017111,하브루타독서논술지도사
4017112,하브루타지도사
4017400,놀이상담(교육)사
4017401,놀이상담사
4017402,놀이상담전문가
4017403,놀이심리사
4017404,놀이심리상담사
4017405,특수놀이심리사
4017406,발달놀이교육사
4017407,특수발달놀이교육사
4017900,농어촌개발컨설턴트
4018000,체험학습지도사
4018001,농촌체험학습지도사
4018002,문화유산체험학습지도사자격증
4018003,체험학습강사(역사문화)
4018004,체험학습명품지도사
4018100,두뇌교육및계발
4018101,뇌교육사
4018102,뇌상담사
4018103,두뇌계발학습지도사
4018104,두뇌운동전문지도자
4018300,뉴디터자격증
4018400,다도교육및지도사
4018401,다도교육지도사
4018402,다도교육지도자
4018403,다도사범자격증
4018404,다도지도사
4018405,다예사자격증
4018800,다문화가정복지상담사
4019100,다우징수맥탐사
4019200,다이어트댄스지도
4019201,다이어트댄스지도사(DietDance)
4019202,다이어트댄스지도자
4019400,다중지능평가사
4019500,닥종이공예
4019501,닥종이아티스트
4019502,닥종이인형지도사
4019800,대출중개상담사
4019900,안전교육및지도
4019901,대한민국안전명강사자격증
4019902,사회복지안전강사
4019903,아동안전관리지도사
4019904,안전강사자격증
4019905,안전교육지도사
4019906,안전지도자
4019907,펀.웃음안전강사
4019908,어린이안전지도관리사
4020000,댄스스포츠
4020001,댄스스포츠라틴(LATIN)
4020002,댄스스포츠모던(MODERN)
4020003,라틴댄스자격증
4020004,모던댄스자격증
4020005,소셜댄스자격증
4020006,실버건강댄스자격증
4020007,청소년댄스자격증
4020008,살사댄스자격증
4020009,JAZZ댄스
4020700,데쿠파주
4020701,데쿠파주지도사
4020900,도청
4020901,도감청탐색사(WIS)
4020902,도청검색사
4021000,도시정비사
4021100,도자기핸드페인팅
4021400,독서지도사
4021401,독서교육지도사
4021402,성품독서지도사
4021403,아동독서지도사
4021404,어린이독서지도사
4021405,북라이크독서지도사
4021406,유아독서지도사
4021500,독서능력검정
4021501,독서논술능력급수증
4021502,독서능력검정급수
4022000,독서상담
4022001,독서상담사
4022002,독서심리상담사
4022003,독서심리지도사
4022004,독서코칭지도사
4022005,독서치료사
4022400,동양철학
4022401,동양오술사
4022402,"동양운명철학사(명리학,성명학,관상학,풍수지리학,마"
4022403,동양철학상담지도사
4022700,동화구연
4022701,동화구연지도자자격증
4022702,동화구연사자격증
4022703,동화구연실기지도사
4022704,동화구연자격증
4022705,동화구연지도사
4022706,동화구연지도사자격증
4022707,동화구연지도자
4022708,영어동화구연지도사
4022709,한울동화구연지도사
4023600,드레스인형자격증
4023800,디자인코디네이터
4023900,디지털영상편집
4024000,디지털포렌식전문가
4024100,라이프코치
4024101,라이프코칭지도사
4024102,생활경제라이프코치
4024103,실버라이프코치
4024104,아동청소년라이프코치
4024105,주니어라이프코치
4024106,한국라이프코치자격증
4024107,SW라이프코치
4024700,러닝지도자
4024800,레몬트리디자인폼패브릭강사
4024900,레크리에이션
4024901,레크&이벤트MC
4024902,레크레이션지도사
4024903,레크리에이션지도자자격증
4024904,레크리에이션지도사
4024905,레크리에이션지도자
4024906,레크리에이션지도자자격증
4024907,복지레크리에이션지도사
4024908,사회복지레크레이션
4024909,신바람레크레이션지도자
4024910,노인복지레크리에이션
4024911,실버레크리에이션지도자
4024912,실버웃음레크레이션지도자
4024913,웃음레크레이션지도자
4024914,웃음레크레이션지도사
4024915,웃음레크전문강사
4024916,유아레크레이션
4024917,유아레크리에이션지도사
4024918,유아레크리에이션지도자
4024919,유아아동레크리에이션
4024920,펀레크리에이션지도자
4024921,치료레크리에이션
4024922,유아레크리에이션
4024923,실버레크리에이션자격증
4025800,레포츠지도자
4025900,로봇자격증
4025901,로봇기술자격증
4025902,로봇마스터자격증
4025903,지능형로봇
4026100,리더십지도사
4026101,리더스피치지도사자격증
4026102,리더십스피치지도사
4026103,리더십안전강사
4026104,리더십지도사자격증
4026105,리더십지도자
4026106,어린이리더십강사
4026107,이순신리더십강사자격증
4026108,정주영리더십강사자격증
4026109,청소년리더십
4026110,펀리더쉽지도자
4026111,펀리더십지도사
4026112,펀리더십지도자
4026113,VIP리더십지도사
4026114,글로벌리더쉽능력자격증(GLTE)
4026115,서희협상리더쉽강사
4026700,리딩아트
4026701,리딩아트지도사
4026702,리딩아트카운슬러
4026900,리모델링사업관리사(RMP)
4027000,리본공예
4027001,리본공예 자격증
4027002,리본공예아티스트
4027003,리본공예지도사
4027004,리본아트
4027005,리본아트지도사
4027500,마술교육지도사
4027501,영어마술지도자
4027600,마인드월드교육지도사
4027700,마인드프로세서
4027800,마케팅조사분석사
4027900,마케팅관리사
4028000,마케팅기획전문가
4028100,마케팅지도사(MC)
4028200,마필관리지도자자격증
4028300,막걸리소믈리에
4028400,부모교육지도사
4028401,맘코치자격증
4028402,부모교육지도자
4028403,부모코치
4028404,아버지학교지도사
4028405,부모력성장지원가
4028406,부모상담지도사
4028407,어머니학교지도사
4028500,매너코칭지도자
4028700,멀티미디어
4028800,메이킹북교육지도자
4028900,멘토링지도사
4029000,명강사자격증
4029100,명리학교육강사
4029200,명화요리지도자
4029600,모래놀이상담
4029601,모래놀이상담사
4029602,모래놀이상담전문가
4029603,모래놀이심리상담사
4029900,모바일로보틱스
4030000,목공지도사
4030100,목욕관리사
4030200,목조건축기술자격증
4030300,목조주택검사원
4030400,몬테소리 교육(지도)사
4030401,몬테소리교육지도사
4030402,몬테소리지도사
4030403,몬테쏘리교육사
4030404,영아몬테소리교육사
4030405,유아몬테소리교육사
4030406,한국몬테소리교육사
4030800,무기술지도자
4030900,무대분장사
4031000,무선인터넷관리사
4031100,문예교육지도사
4031200,문인화지도사
4031300,문제행동상담지도사
4031400,문학적프로젝트지도사
4031500,문해교육사자격증
4031600,문화복지사
4031601,문화복지사자격증
4031800,문화선교사자격증
4032000,물류지도사자격증
4032100,미니탭활용능력
4032200,미술심리상담
4032201,미술심리
4032202,미술심리상담사
4032203,미술심리지도사
4032204,미술정서인지상담사
4032205,아동미술심리상담사
4032206,아동미술심리상담사
4032207,아동미술심리지도사
4032208,임상미술심리사
4032209,임상미술심리상담사
4032210,향기나무북아트심리지도사
4032211,종이미술심리지도사
4032700,민간자격관리사
4032800,민간자격환경평가사
4032900,민간조사사(PIA)
4033100,민화지도사
4033200,바둑능력인증
4033201,바둑급증
4033202,바둑단증
4033400,바둑지도
4033401,바둑지도자
4033700,발달상담사
4033701,발달심리자격증
4033702,아동발달상담사
4033703,아동발달전문가
4033800,발달운동지도사
4033900,발달장애상담(교육)사
4033901,발달장애상담사
4033902,발달장애예방교육강사
4033903,발달장애지도사
4033904,장애영유아보육교사
4034200,발달진단평가사
4034300,발레벨리댄스지도자
4034301,밸리댄스지도자
4034302,벨리댄스지도자
4034303,벨리댄스청소년
4034304,벨리댄스청소년지도사
4034305,벨리댄스자격증
4034306,벨리댄스지도사
4034307,벨리댄스지도사(BellyDance)
4034308,벨리댄스지도자
4034309,벨리댄스지도자자격증
4034310,벨리댄스특수체육지도자
4034311,실버벨리댄스지도자
4034312,실용무용벨리댄스지도사
4034313,실용무용벨리댄스지도사
4034314,실용무용트라이벌벨리댄스지도사
4034315,실용무용벨리댄스지도자
