전공,졸업당시나이,알바 여부,월 소득,직장_만족도,직장_전공일치정도,직장_요구자격증여부,합격경험,복수전공여부,복수전공명,부전공여부,부전공명,군복무경험,휴학학기수,졸업유예경험,대학원경험,재학중재직경험,어학연수경험,토익점수,취업목표유무,자격증여부,자격증_1,자격증_2,자격증_3,구직활동경험,공모전수상,대외활동,면접훈련,중요도_근로소득,중요도_흥미,중요도_전공관련성,중요도_개인발전가능성,중요도_직업자체전망,중요도_직장안정성,중요도_근무환경,중요도_복리후생,중요도_회사규모,중요도_출퇴근거리,중요도_사회적평판,하루평균수면시간,흡연여부,음주선호도,삶의 만족도,부모님자산규모,월평균생활비,학교소재,졸업 평점 유형,졸업 평점,현재 건강상태
C010101,26,2,250,4,1,2,,2,,2,,2,8,2,2,1,2,,2,2,,,,2,2,2,1,5,4,2,5,5,4,5,5,3,3,2,8,1,5,4,1,0,4,3,4,4
C010101,24,1,140,4,1,2,,2,,2,,6,4,2,2,1,2,,2,2,,,,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,2,3,4,1,0,4,3,2.8,2
C010101,21,,,,,,,2,,2,,3,,2,2,1,2,,2,2,,,,1,2,2,2,5,3,3,5,4,5,5,3,1,5,1,5,1,4,7,5,0,1,3,4.1,5
C010101,22,,,,,,0,2,,2,,1,,2,2,1,2,,2,1,5008600,,,2,2,2,2,4,4,3,3,3,4,5,3,3,5,3,8,2,1,4,1,0,1,3,4,3
C010101,25,2,170,5,1,1,,2,,2,,2,8,1,1,2,2,,1,1,2049500,,,1,2,2,1,5,5,1,5,5,5,5,5,1,4,1,6,2,1,7,1,0,1,3,3.8,5
C010101,22,1,132,3,3,2,,2,,2,,1,,2,2,1,2,,1,2,,,,1,2,2,2,4,4,3,3,4,4,4,5,3,5,3,7,2,1,4,1,0,1,3,3.5,3
C010101,24,2,160,2,4,1,,2,,2,,1,4,2,2,1,1,,2,1,1014300,4137203,5008600,2,2,2,2,4,4,4,3,3,4,3,3,3,4,3,6,2,4,3,3,0,1,3,3.8,3
C010101,26,2,330,5,3,2,,2,,2,,2,6,2,1,1,2,,1,2,,,,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,1,2,7,1,0,3,3,3.2,3
C010101,25,,,,,,,2,,2,,2,4,2,1,1,2,,1,2,,,,2,2,2,1,5,4,4,4,4,5,3,4,2,4,2,7,2,5,5,5,0,3,3,3.6,5
C010101,25,2,180,4,2,2,,2,,2,,1,,2,2,1,2,,1,1,5008600,,,1,2,2,2,5,4,3,4,5,4,4,4,4,5,4,8,2,1,4,3,0,1,3,4,4
C010101,23,,,,,,,2,,2,,1,,2,2,1,2,700,1,2,,,,2,2,2,1,4,4,2,2,1,4,4,4,2,5,3,8,2,1,5,4,0,1,1,3.5,3
C010101,23,,,,,,,2,,2,,1,,2,2,1,2,,2,1,5008600,,,2,2,2,2,4,4,3,4,5,5,5,5,3,5,3,6,2,3,5,2,0,1,3,4.1,3
C010101,23,2,140,4,1,2,,2,,2,,1,,2,2,2,1,,1,2,,,,1,2,2,1,4,5,3,4,4,4,4,4,2,4,4,6,2,1,4,2,0,3,1,4,3
C010101,25,2,180,3,1,2,,2,,2,,2,6,2,2,2,2,,2,2,,,,1,2,2,2,5,4,4,4,5,5,4,4,3,3,3,7,2,4,6,4,0,3,3,3.4,3
C010101,25,,,,,,,2,,2,,2,4,2,2,2,2,,2,1,2075400,,,2,2,2,2,4,4,2,5,5,5,4,4,3,4,4,8,2,1,3,4,0,2,3,3.1,5
C010101,23,,,,,,,2,,2,,1,2,2,2,2,2,,2,2,,,,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,2,3,4,2,0,2,3,3.5,4
C010101,22,2,180,4,5,1,,2,,2,,1,,2,1,2,2,,2,1,5008600,,,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,7,2,2,6,2,0,2,3,3.5,5
C010101,22,,,,,,0,2,,2,,1,,2,2,2,2,,2,2,,,,2,2,2,2,5,5,4,5,5,4,4,4,4,4,4,7,2,1,5,3,0,1,1,3.8,5
C010101,23,,,,,,0,2,,2,,1,4,2,2,2,2,,2,1,5006100,4090002,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,2,1,5,3,0,1,3,3.5,4
C010101,23,,,,,,,2,,2,,1,,2,2,1,1,,1,1,4111804,,,1,2,2,1,5,5,5,5,5,5,5,5,5,5,3,7,2,1,5,3,0,1,3,4.1,2
C010101,22,1,40,4,1,2,,2,,2,,1,,2,2,2,2,,2,1,5008600,,,2,2,1,2,4,5,3,4,4,4,4,4,3,4,3,6,2,3,5,1,0,4,3,4.4,4
C010101,22,1,60,4,3,2,,2,,2,,1,,2,2,2,1,,1,2,,,,2,2,2,2,4,5,3,5,5,5,4,4,4,2,2,6,2,3,5,3,0,4,3,4,5
C010101,21,2,140,3,4,2,,2,,2,,1,,2,1,1,1,,2,1,4079900,,,2,2,2,1,4,4,4,5,4,5,4,4,3,3,3,7,2,3,6,3,0,4,3,4.5,5
C010102,23,1,70,3,1,2,,2,,2,,1,2,2,2,1,2,,1,1,5007800,,,2,2,2,2,4,5,5,5,5,5,4,4,4,3,3,5,2,2,4,2,0,2,3,3,3
C010102,25,2,153,2,5,1,,2,,2,,1,1,2,2,2,1,,2,1,5007800,,,2,2,2,2,4,4,4,4,5,5,4,4,3,4,3,5,1,6,4,1,0,2,3,3.2,1
C010102,22,2,160,3,3,2,,2,,2,,1,,2,2,1,2,,2,2,,,,2,2,2,2,5,5,5,4,5,5,5,4,4,4,4,8,2,3,5,3,0,2,2,3.5,4
C010102,22,,,,,,1,2,,2,,1,,2,2,1,2,,1,1,5007800,,,1,2,2,2,4,4,3,4,4,4,4,4,4,5,4,7,2,1,5,4,0,2,3,3.8,4
C010102,21,2,170,4,4,1,,2,,2,,1,,2,2,1,2,550,1,1,5007800,,,2,2,2,1,4,4,4,5,5,5,5,5,4,5,5,6,2,4,6,3,0,2,3,3.8,5
C010102,30,,,,,,,2,,2,,1,6,2,2,2,2,,2,1,3005500,4137400,,1,2,2,2,4,5,5,4,5,5,4,4,4,3,4,7,2,1,5,5,0,2,1,3.7,5
C010102,25,2,170,4,1,2,,2,,2,,6,4,1,2,2,1,,2,2,,,,2,2,2,2,5,4,3,4,4,5,4,5,1,5,2,4,1,2,6,2,0,2,1,3.3,4
C010102,22,,,,,,,2,,2,,1,,2,2,1,2,,1,2,,,,2,2,1,2,5,4,2,4,4,5,5,5,5,5,3,6,2,3,3,1,0,3,2,4,4
C010102,21,2,210,3,2,1,,2,,2,,1,,2,1,1,2,,1,1,5010502,5007800,,1,2,2,1,4,4,4,3,4,3,4,4,3,4,3,6,1,5,5,5,0,2,3,3.8,4
C010102,24,1,216,2,4,2,,2,,2,,2,4,2,2,1,1,,1,2,,,,1,2,2,2,5,4,4,5,5,5,5,5,5,5,5,8,1,4,6,6,0,2,2,2.7,4
C010102,25,,,,,,3,2,,2,,2,6,2,2,1,1,,2,2,,,,2,2,2,2,5,5,3,5,5,5,5,5,5,5,5,6,1,3,7,5,0,3,1,2.5,3
C010102,22,1,125,3,3,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,2,2,1,4,4,4,4,4,4,4,4,3,4,2,5,2,4,4,1,0,2,1,4,2
C010102,22,,,,,,,2,,2,,1,2,2,2,1,1,,1,2,,,,2,2,2,1,5,5,3,4,4,4,4,4,3,4,3,7,2,3,4,3,0,2,3,3.8,2
C010102,21,2,165,3,2,2,,2,,2,,1,,2,1,1,1,,2,2,,,,2,2,2,2,5,5,5,5,3,4,4,4,4,5,5,7,2,3,6,3,0,2,3,4.3,4
C010102,23,2,210,3,3,2,,2,,2,,6,,2,2,1,2,,2,2,,,,1,2,2,2,5,4,4,4,5,4,3,4,4,3,4,7,1,4,6,2,0,2,3,3.8,3
C010102,23,2,195,4,4,1,,2,,2,,1,,2,2,2,2,,2,1,5007800,,,2,2,2,2,5,4,5,4,4,4,4,4,4,4,4,6,2,4,5,1,0,2,3,4,5
C010102,24,2,250,4,1,2,,2,,2,,1,,2,2,2,2,,1,2,,,,1,2,2,2,5,5,3,4,4,5,5,5,2,3,3,4,2,3,4,1,0,2,3,4,3
C010102,27,2,233,3,3,1,,2,,2,,9,,2,2,1,2,,2,1,1014300,4111804,,1,2,2,1,5,4,4,4,4,4,4,4,4,3,4,7,2,3,4,4,0,5,3,2.8,4
C010102,29,2,207,3,3,2,,2,,2,,2,,2,2,2,2,,2,2,,,,2,2,2,2,5,5,4,4,5,5,5,5,3,4,5,7,2,1,2,1,0,5,3,4.2,3
C010102,22,2,150,4,2,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,2,2,2,4,5,4,4,4,4,4,4,4,4,4,7,2,3,4,2,0,2,3,3.3,4
C010102,22,,,,,,,2,,2,,1,,2,2,2,2,,2,1,5007800,3007600,,2,2,2,2,5,3,3,3,4,4,4,3,3,3,3,7,2,1,4,3,0,2,2,3.3,4
C010102,24,,,,,,,2,,2,,2,4,2,1,2,1,,2,2,,,,2,2,2,2,5,4,4,4,4,4,4,5,4,4,4,7,1,4,5,3,0,4,3,4,4
C010102,22,2,160,2,2,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,2,2,2,4,4,4,5,5,5,5,5,5,4,4,8,2,3,5,2,0,1,3,3.5,4
C010102,23,1,40,4,2,2,,2,,2,,1,2,2,2,1,2,505,2,2,,,,1,2,2,1,5,5,4,5,5,5,4,4,3,4,4,6,2,3,5,1,0,1,3,3.6,3
C010102,26,2,300,4,1,2,,2,,2,,2,6,2,2,2,2,,2,1,3002000,,,1,2,2,2,5,4,1,5,5,3,4,4,2,3,4,6,2,3,3,5,0,1,3,3,4
C010102,23,,,,,,,2,,2,,1,,2,1,2,1,,2,2,,,,2,2,1,1,5,5,1,4,4,4,5,5,3,5,4,6,2,4,6,1,0,1,3,3.7,4
C010102,24,,,,,,,2,,2,,1,4,2,2,1,2,,2,2,,,,2,2,2,2,5,2,1,5,5,5,5,5,5,5,5,5,2,2,3,5,0,1,3,3.9,5
C010102,27,1,37,3,1,2,,2,,2,,2,,2,2,1,2,,2,1,5007800,,,2,2,1,2,4,4,2,4,5,5,5,5,3,3,3,7,1,4,5,3,0,1,3,3.9,4
C010102,22,2,200,5,2,2,,2,,2,,1,,2,2,1,2,,2,1,3002000,,,1,2,2,2,4,4,2,4,4,4,4,4,4,4,4,6,2,4,5,3,0,3,3,3.7,4
C010102,23,,,,,,,2,,2,,1,,2,2,1,2,,2,2,,,,1,2,2,2,4,3,2,3,4,4,4,4,2,4,3,7,2,3,3,2,0,1,3,3.2,2
C010102,21,,,,,,,2,,2,,7,,2,1,2,2,,1,1,2012500,,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,3,5,2,3,3,1,0,4,3,3.8,3
C010102,22,2,150,2,1,2,,2,,2,,1,,2,2,1,1,,1,2,,,,1,2,2,1,4,4,2,4,4,3,3,3,3,4,3,8,1,4,5,1,0,1,3,2.5,4
C010102,22,1,65,3,3,2,,2,,2,,1,,2,2,1,2,560,1,2,,,,2,2,2,1,4,4,4,4,4,4,4,4,4,4,3,6,2,1,5,2,0,1,3,4,2
C010102,26,2,156,2,1,2,,2,,2,,1,,2,2,1,1,580,2,2,,,,1,2,2,1,5,5,4,5,5,5,5,5,4,5,5,8,2,4,5,6,0,1,3,4.2,5
C010102,22,1,170,3,4,1,,2,,2,,1,,2,2,2,1,,2,1,5007800,,,2,2,2,2,4,4,4,5,5,5,5,5,5,4,3,8,2,3,5,1,0,5,3,3.8,4
C010102,23,1,60,3,2,2,,2,,2,,1,2,2,2,1,2,625,2,2,,,,2,2,2,2,5,5,5,5,5,5,5,5,3,5,3,6,2,3,4,2,0,5,3,3.8,3
C010102,22,2,1000,2,1,2,,2,,2,,1,,2,2,1,2,,2,2,,,,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,7,2,3,3,6,0,5,2,4,4
C010102,22,2,150,3,4,1,,2,,2,,1,,2,2,1,1,,1,1,5007800,,,2,2,2,2,3,3,3,3,4,4,4,4,3,4,4,7,2,3,4,3,0,4,3,2.7,3
C010102,18,,,,,,,2,,2,,7,,2,2,2,1,,2,2,,,,1,2,2,2,4,4,3,4,4,3,5,3,3,4,3,9,2,1,3,3,0,4,3,3.5,3
C010102,22,2,160,3,1,1,,2,,2,,1,,2,2,1,1,,2,1,2085600,4111804,5007800,2,2,2,1,4,5,4,5,5,5,5,5,5,5,5,6,2,2,4,4,0,1,1,3.4,5
C010102,22,,,,,,,2,,2,,1,,2,2,2,2,,1,2,,,,2,2,2,1,4,4,4,4,4,4,4,4,3,4,4,7,2,2,4,4,0,1,1,3,3
C010102,24,1,70,3,2,2,,2,,2,,1,2,2,2,1,1,,2,2,,,,2,2,2,1,4,4,2,4,4,5,5,5,3,3,5,5,2,3,6,1,0,1,1,3,3
C010103,25,,,,,,,2,,2,,2,4,2,2,2,2,,2,2,,,,1,2,2,2,5,5,4,5,5,4,4,4,4,3,4,7,1,3,5,3,0,2,1,3.6,5
C010103,24,2,200,4,4,2,,2,,2,,2,4,2,1,2,2,,1,1,4145300,,,1,1,1,1,4,4,2,5,4,4,4,4,4,4,4,7,2,3,5,4,0,2,3,4.2,4
C010103,27,2,150,2,2,2,,2,,2,,2,10,2,2,2,2,,2,2,,,,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,7,1,4,3,2,0,2,1,4,4
C010103,22,,,,,,,2,,2,,1,,2,2,2,1,,2,2,,,,2,2,2,1,5,5,4,5,5,5,4,3,3,5,2,9,2,5,7,3,0,2,3,4,4
C010103,22,,,,,,,2,,2,,1,,2,2,2,2,,1,1,4145301,5007800,,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,5,2,1,1,4,0,2,1,3.5,4
C010103,26,1,100,2,3,2,,2,,2,,1,,2,1,2,2,,1,2,,,,1,2,2,1,5,4,3,4,4,5,5,5,3,5,4,6,2,3,4,3,0,2,3,3.8,3
C010103,22,1,34,5,1,2,,2,,2,,1,,2,1,2,2,480,2,2,,,,1,2,2,2,5,3,4,3,5,5,5,5,3,3,3,8,2,5,4,5,0,5,3,3.7,5
C010103,24,2,190,3,1,2,,2,,2,,1,4,2,2,1,1,,1,2,,,,1,2,2,1,5,3,1,3,3,5,5,4,2,3,4,10,2,3,4,3,0,5,1,3.4,4
C010103,22,2,150,3,1,2,,2,,2,,1,,2,2,2,2,,1,1,2082500,,,2,2,2,2,5,3,3,3,4,5,4,4,4,3,4,5,2,4,5,1,0,2,1,3,5
C010103,23,,,,,,,2,,2,,1,2,2,1,1,2,690,2,2,,,,2,2,1,2,4,4,4,4,4,4,4,4,2,4,3,6,2,2,6,2,0,2,3,3.7,4
C010103,24,,,,,,3,2,,2,,2,4,2,1,2,1,910,1,1,4111804,,,2,2,2,2,4,5,4,4,5,5,4,4,3,3,4,6,1,3,7,5,0,1,3,4.3,5
C010103,28,2,180,3,3,2,,2,,1,C4749,2,,2,2,2,2,,2,1,1014300,2053800,2053800,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,6,2,3,4,1,0,2,1,3.8,3
C010103,22,1,135,3,1,2,,2,,2,,1,,2,1,1,2,855,2,2,,,,2,2,2,2,5,5,5,4,4,4,3,5,2,3,3,7,2,3,4,4,0,1,3,3.9,4
C010103,23,,,,,,,2,,2,,1,2,1,1,1,2,,1,1,1000400,1010300,,1,2,2,1,4,3,3,4,5,5,3,3,4,2,4,7,1,3,4,3,0,1,3,2,3
C010103,24,,,,,,,2,,2,,2,4,2,1,1,2,,2,2,,,,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,7,1,4,7,2,0,2,1,3.6,4
C010103,27,1,50,2,1,2,,2,,2,,2,,2,2,1,2,705,1,2,,,,2,2,2,2,5,5,2,5,5,5,5,5,3,3,3,7,2,4,3,2,0,1,3,3.9,2
C010103,27,2,230,3,3,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,2,2,2,5,4,4,3,4,4,4,4,4,5,4,7,2,1,5,4,0,1,3,3.3,3
C010103,24,2,400,5,1,2,,2,,2,,6,4,2,2,2,2,,2,2,,,,1,2,2,2,5,4,1,4,5,5,5,4,4,4,1,7,1,4,6,5,0,2,3,3.5,1
C010103,22,,,,,,,2,,2,,1,,2,1,1,2,840,1,1,3007600,2049500,4079900,1,2,2,1,4,4,3,4,5,5,4,4,4,3,3,6,2,1,5,4,0,1,3,4.4,5
C010103,22,,,,,,,2,,2,,1,,2,2,1,2,,2,2,,,,1,2,2,2,4,4,4,4,4,4,4,4,2,5,3,6,2,5,7,3,0,1,1,3,4
C010103,23,,,,,,,2,,2,,1,,2,1,2,2,,2,2,,,,1,2,2,2,4,4,4,4,4,4,4,4,4,5,4,7,2,3,7,4,0,1,3,3.5,3
C010103,23,2,160,3,4,2,,2,,2,,1,2,2,2,2,2,,2,2,,,,1,2,2,1,4,5,4,5,5,4,4,4,4,4,5,7,2,1,1,4,0,1,1,3.6,5
C010103,21,1,50,4,2,2,,2,,2,,1,,2,2,1,2,685,1,2,,,,2,2,2,1,4,4,3,4,4,4,4,4,4,4,4,7,2,3,6,4,0,1,3,2.8,4
C010103,30,2,180,3,1,2,,2,,2,,1,4,1,2,2,2,,2,2,,,,2,2,2,2,4,4,4,4,5,4,5,4,4,5,4,6,2,3,6,3,0,3,3,3.5,5
C010103,70,,,,,,,2,,2,,1,,2,1,2,2,,2,2,,,,2,2,2,2,4,5,5,4,5,4,4,4,5,4,4,7,2,1,6,7,0,4,3,2.5,3
C010103,25,,,,,,0,2,,2,,1,2,2,2,2,2,,2,2,,,,2,2,2,1,5,5,4,5,5,4,4,4,4,3,4,7,2,1,4,4,0,2,1,3.5,5
C010103,25,,,,,,,2,,2,,2,6,2,1,2,2,630,2,2,,,,1,2,2,2,5,5,4,4,4,4,4,4,2,3,2,8,2,4,5,2,0,3,3,3.5,5
C010103,30,2,140,2,4,2,,2,,2,,1,,2,2,2,2,755,1,2,,,,2,2,2,2,4,5,5,4,5,5,5,5,5,4,4,6,2,2,6,2,0,2,3,4,4
C010103,23,2,200,4,3,1,,2,,2,,1,,2,2,1,1,,1,1,3003900,5010500,3002300,2,2,2,1,3,4,3,4,4,4,4,4,5,4,4,6,2,3,5,5,0,2,3,3.8,3
C010103,25,2,220,3,3,2,,2,,2,,1,2,2,2,1,1,,2,2,,,,2,2,2,1,5,3,2,3,3,5,3,5,5,5,5,5,2,4,4,1,0,2,3,3.8,3
C010103,22,2,100,1,1,2,,2,,2,,1,,2,2,1,1,,2,1,4013302,,,2,2,1,1,5,5,1,3,3,5,5,5,1,5,3,6,2,2,7,2,0,2,3,3.9,4
C010103,23,,,,,,,2,,2,,1,,2,1,1,1,855,2,1,5006102,4050400,,2,2,2,2,5,5,3,4,5,5,5,5,3,5,4,6,2,3,5,1,0,2,3,4.2,3
C010103,22,2,123,1,5,1,,2,,2,,1,,2,2,1,2,,2,1,4099402,1010300,4063502,2,1,2,1,5,4,3,5,5,5,5,5,4,5,3,7,2,3,3,5,0,2,3,4.3,3
C010103,22,2,150,2,5,1,,2,,2,,1,,2,2,1,2,,1,1,4065103,,,1,1,2,2,5,5,5,5,5,5,5,5,5,5,3,6,2,4,5,4,0,2,3,3.8,5
C010104,23,2,180,1,4,1,,2,,2,,1,,2,2,1,2,,2,1,3002200,,,2,2,2,2,5,4,4,4,4,4,5,5,3,4,4,6,2,4,4,1,0,2,3,4,2
C010104,24,,,,,,,2,,2,,6,,2,2,2,2,,2,1,3003900,,,1,2,2,2,4,5,2,4,2,5,5,5,2,4,1,6,1,3,4,2,0,2,3,3.8,3
C010104,46,,,,,,,2,,2,,2,,2,1,1,1,,2,2,,,,2,1,2,1,5,5,5,4,4,5,4,4,2,3,4,5,1,3,7,7,0,4,3,4.3,5
C010104,22,,,,,,,2,,2,,1,1,2,2,1,1,,2,1,2039900,,,1,2,2,2,4,4,3,5,5,4,4,4,4,4,3,6,2,3,6,3,0,4,3,3.9,3
C010104,22,2,161,3,3,2,,2,,2,,1,,2,2,1,2,,2,1,5008600,4180500,2085600,2,2,2,2,4,4,4,4,4,5,4,5,2,4,4,5,2,3,5,1,0,4,3,4,3
C010104,22,2,165,3,4,2,,2,,2,,1,,2,2,1,1,,1,2,,,,2,2,1,2,4,4,4,4,4,5,5,4,3,3,3,7,2,4,7,5,0,4,3,4,5
C010105,25,1,48,5,3,2,,2,,2,,1,2,2,2,1,2,790,2,2,,,,2,2,2,1,4,5,3,5,5,5,4,4,5,3,3,7,2,4,5,1,0,2,1,2.9,4
C010105,27,1,150,5,5,2,,2,,2,,2,4,2,2,1,2,,1,2,,,,2,2,2,2,5,5,5,5,5,1,1,1,1,1,5,10,2,2,7,2,0,2,3,3.9,2
C010105,22,2,140,4,2,1,,2,,2,,1,,2,2,2,2,,2,1,5010502,,,2,2,2,2,5,5,3,4,4,4,5,5,3,5,5,5,2,3,7,2,0,1,1,3.5,5
C010105,25,2,185,2,1,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,2,2,2,5,3,2,4,4,4,4,5,2,5,3,6,2,3,4,1,0,1,3,4.2,3
C010105,22,1,110,3,4,2,,2,,2,,1,,2,1,2,2,,1,1,4031100,4017104,,2,2,2,2,5,5,4,4,3,4,4,4,3,4,3,4,2,3,5,2,0,1,3,3.8,4
C010105,21,2,135,1,2,2,,2,,2,,1,,2,2,2,2,,2,1,4017100,,,2,2,1,2,5,5,2,4,5,5,5,5,2,5,3,6,2,3,5,3,0,1,3,3.3,1
C010105,24,,,,,,,2,,2,,1,2,2,2,1,2,,2,2,,,,1,2,2,2,5,3,3,4,4,4,4,4,3,4,3,8,2,1,3,2,0,2,3,3.9,3
C010105,26,2,100,3,3,2,,2,,2,,6,3,2,2,2,2,,2,2,,,,1,1,2,2,2,3,3,4,3,3,3,3,3,3,2,6,2,1,4,2,0,1,3,3,2
C010105,22,2,150,4,1,2,,2,,2,,1,,2,2,1,2,,2,2,,,,1,2,2,2,4,4,4,4,5,5,5,5,5,5,5,8,2,1,7,2,0,1,3,3.2,5
C010105,22,1,50,3,1,2,,2,,2,,1,,1,2,1,2,,1,2,,,,1,2,2,2,5,4,4,5,3,4,3,5,2,3,2,6,1,3,2,2,0,1,3,3.3,3
C010105,23,1,160,2,1,2,,2,,2,,1,2,2,1,1,2,,2,1,4017104,,,2,2,2,2,5,5,3,4,4,4,4,4,2,3,4,8,2,4,2,5,0,1,3,3.8,3
C010105,24,1,70,3,2,2,,2,,2,,1,,2,2,1,2,,2,2,,,,1,2,2,1,4,4,4,4,3,4,4,4,3,3,4,5,2,3,4,3,0,1,3,3.2,3
C010105,24,2,110,2,1,2,,2,,2,,1,,2,2,1,2,,2,2,,,,2,2,2,2,5,3,4,3,4,5,3,4,2,3,1,6,2,3,2,1,0,5,3,3,2
C010105,24,2,270,4,1,1,,2,,2,,2,4,2,2,2,2,,2,1,1014300,,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,2,4,6,3,0,5,3,3.7,4
C010105,24,1,20,5,1,2,,2,,2,,1,,2,2,1,2,,2,2,,,,2,2,2,2,5,5,4,4,3,5,4,5,3,4,3,5,2,3,5,1,0,2,3,4,3
C010105,22,1,130,3,1,2,,2,,2,,1,,2,1,1,2,,2,2,,,,2,2,2,1,5,5,4,5,4,3,4,3,3,4,4,6,2,3,4,3,0,2,3,3.6,4
C010105,24,2,100,3,5,2,,2,,2,,1,4,2,2,1,2,,1,2,,,,2,2,2,2,4,5,4,4,4,4,4,4,4,5,4,7,2,2,6,5,0,2,3,4.2,3
C010106,25,2,180,4,1,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,2,2,2,4,5,3,4,4,5,4,4,3,3,3,5,2,3,6,1,0,4,3,4.4,3
C010106,28,2,420,4,4,2,,2,,2,,2,,2,2,2,2,,2,1,2037200,,,1,2,2,2,5,5,4,4,4,5,5,5,4,4,4,8,2,4,6,5,0,4,3,3.8,5
C010106,59,2,100,3,4,1,,2,,2,,1,,2,2,2,2,,2,1,4033401,,,2,2,2,2,4,5,4,4,3,3,3,3,4,4,4,6,1,1,6,3,0,4,1,3,3
C010106,23,2,180,4,3,2,,2,,2,,1,,2,2,2,2,820,2,2,,,,2,2,2,1,4,4,3,4,4,4,4,3,3,3,4,7,2,3,5,4,0,4,3,3.7,3
C010106,26,,,,,,,2,,2,,2,,2,2,2,2,,2,1,2010100,4149200,,2,2,2,2,3,3,1,3,3,5,5,5,3,3,3,5,2,3,4,5,0,4,3,3.4,5
