전공,졸업당시나이,알바 여부,월 소득,직장_만족도,직장_전공일치정도,직장_요구자격증여부,합격경험,복수전공여부,복수전공명,부전공여부,부전공명,군복무경험,휴학학기수,졸업유예경험,대학원경험,재학중재직경험,어학연수경험,토익점수,취업목표유무,자격증여부,자격증_1,자격증_2,자격증_3,구직활동경험,공모전수상,대외활동,면접훈련,중요도_근로소득,중요도_흥미,중요도_전공관련성,중요도_개인발전가능성,중요도_직업자체전망,중요도_직장안정성,중요도_근무환경,중요도_복리후생,중요도_회사규모,중요도_출퇴근거리,중요도_사회적평판,하루평균수면시간,흡연여부,음주선호도,삶의 만족도,부모님자산규모,학교소재,졸업 평점 유형,졸업 평점,현재 건강상태
사회교육,25,2,260,3,5,1,,1,경제학과,2,,1,,1,2,1,2,,2,1,1014800,,,2,,,,4,4,4,4,4,4,4,4,4,5,4,7,2,3,6,1,1,3,3.6,4
사회교육,25,2,200,3,5,2,,2,,2,,2,4,2,2,1,2,,2,1,4079900,,,1,2,2,2,5,5,3,5,3,3,5,5,2,4,2,8,1,3,6,3,2,3,3.8,5
사회교육,26,2,32,4,5,1,,2,,2,,2,,2,2,1,2,750,2,1,1014800,,,1,2,2,1,4,5,5,5,5,3,4,4,4,4,1,7,2,3,7,1,2,3,3.8,5
사회교육,31,,,,,,3,2,,1,경제학과,2,12,1,2,1,2,665,1,1,1014800,,,2,,,,3,5,4,5,3,5,3,3,2,5,5,7,2,3,7,1,2,3,3.4,4
사회교육,24,2,200,2,4,2,,1,국어교육과,2,,1,,2,2,2,2,,2,2,,,,2,,,,5,3,3,3,3,4,5,5,3,3,3,8,2,3,6,1,3,3,3.8,3
사회교육,24,,,,,,0,1,일반사회교육과,2,,1,,2,2,1,2,,1,1,2085100,,,1,2,2,1,4,3,3,3,4,4,3,3,3,3,3,5,2,3,3,1,3,3,3.5,3
사회교육,24,,,,,,,2,,2,,1,1,2,2,1,2,,2,2,,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,6,2,1,7,3,3,3,3.5,3
사회교육,24,,,,,,,2,,2,,1,,2,2,2,2,,2,1,4149200,,,2,,,,4,5,5,3,4,5,5,5,4,3,2,8,2,3,7,3,3,3,3.5,2
사회교육,26,,,,,,1,2,,2,,2,4,2,2,2,2,,1,1,1014800,,,2,,,,3,4,4,3,4,4,4,4,4,4,4,7,2,4,5,1,3,3,3.6,4
사회교육,27,2,240,5,5,1,,2,,2,,1,3,2,2,1,2,,1,1,1014800,,,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,8,2,3,5,3,3,3,3.5,2
사회교육,25,,,,,,,2,,2,,1,,2,2,1,2,,1,1,1014800,4149200,,2,,,,4,4,4,5,4,5,4,4,2,4,4,7,1,3,4,1,3,3,3.8,2
사회교육,24,1,90,4,5,1,,1,심리학과,2,,1,,1,2,1,2,,1,1,1014800,,,1,2,1,2,5,5,2,3,4,4,4,4,2,5,2,8,2,1,5,1,4,3,3.8,2
사회교육,24,2,200,5,5,1,,2,,2,,1,,2,2,1,2,,2,1,1014800,,,2,,,,4,4,4,4,4,4,5,5,5,5,5,7,2,4,7,4,4,3,4,3
사회교육,24,2,216,2,1,2,,1,경제학과,2,,5,1,2,2,1,2,,1,1,4145101,4145105,1014800,1,1,1,2,5,4,1,4,3,4,4,4,4,5,5,7,2,3,3,4,4,3,3.5,5
사회교육,24,,,,,,,2,,2,,1,,2,2,1,2,,1,1,1014800,,,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,5,2,3,2,1,4,2,3.1,1
사회교육,23,,,,,,,2,,2,,1,,2,2,1,2,,1,1,1014800,4149200,4111804,2,,,,5,4,3,4,4,5,5,4,2,4,2,6,2,2,6,1,4,3,4,2
사회교육,26,2,340,3,5,1,,1,공통사회교육전공,2,,2,4,2,2,2,2,,1,1,1014800,,,2,,,,5,5,5,4,4,5,4,4,3,2,3,5,2,2,4,1,4,3,3.9,4
사회교육,25,,,,,,,2,,2,,1,2,2,2,1,2,,1,1,1014800,4149200,,1,2,2,1,4,5,5,3,4,5,4,3,1,4,4,7,2,3,4,1,4,3,3,3
사회교육,26,,,,,,,1,국어교육과,2,,2,4,1,2,1,2,,1,1,1014800,,,2,,,,3,4,3,4,3,3,3,3,4,3,3,7,2,2,4,4,5,3,4.2,3
공학교육,26,,,,,,,2,,2,,2,4,2,2,1,2,,1,2,,,,1,2,2,2,4,5,4,5,4,4,4,4,1,4,3,6,1,3,6,1,3,3,2.9,4
공학교육,28,2,230,2,5,2,,2,,2,,2,4,2,2,2,2,,1,1,1014800,,,2,,,,5,4,2,4,5,5,5,5,3,4,3,7,2,4,5,3,3,3,3.9,4
공학교육,23,2,270,4,4,1,,2,,2,,1,1,2,2,2,1,,1,1,1014800,,,2,,,,4,5,4,5,5,5,5,5,3,4,3,6,2,4,6,1,3,3,3.6,4
공학교육,27,2,250,5,4,1,,2,,2,,4,6,2,2,1,2,,1,1,1014800,,,1,2,2,2,5,5,5,5,5,5,5,5,4,4,5,6,2,1,7,3,4,3,3.8,4
공학교육,26,,,,,,3,2,,2,,3,4,2,2,1,2,,1,2,,,,1,1,2,1,5,2,2,5,3,5,5,5,3,5,1,6,2,3,3,5,4,3,3.8,4
자연계교육,26,2,368,4,5,1,,2,,2,,2,4,2,2,2,2,,1,1,1014800,,,1,2,2,1,5,5,5,5,5,5,5,5,4,4,4,6,2,5,6,3,1,2,3.8,4
자연계교육,31,,,,,,,2,,2,,2,8,1,2,1,2,800,1,1,2023900,,,2,,,,3,5,5,5,5,5,5,4,3,2,5,7,2,3,7,1,1,2,3.5,4
자연계교육,26,2,200,4,3,2,,2,,2,,2,4,2,2,1,2,,1,2,,,,2,,,,4,4,4,2,4,5,4,4,4,3,3,8,2,3,6,3,1,3,3.6,4
자연계교육,24,,,,,,,2,,2,,1,,2,2,1,2,,1,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,2,7,1,1,3,3,2
자연계교육,25,,,,,,,2,,2,,1,,2,2,1,2,,1,1,1014800,,,1,2,2,2,4,5,5,5,5,5,5,5,5,5,5,7,2,1,1,1,1,3,3.4,1
자연계교육,26,,,,,,15,2,,2,,1,2,2,2,1,1,800,1,2,,,,1,2,2,2,5,5,4,5,5,4,3,3,3,3,3,7,2,1,5,3,1,3,3.2,5
자연계교육,28,,,,,,2,2,,2,,2,4,2,2,1,2,745,2,2,,,,2,,,,4,5,3,4,5,5,3,4,2,3,3,7,2,3,3,1,1,3,3,5
자연계교육,27,1,30,2,4,2,,1,생물교육과,2,,2,5,2,2,2,2,,1,1,2054300,,,2,,,,4,5,4,5,5,5,4,5,4,4,4,7,2,3,4,1,2,3,4.1,4
자연계교육,23,,,,,,,2,,2,,1,,2,2,1,2,725,1,1,4079900,4111804,2010400,2,,,,5,4,3,4,5,5,4,4,3,4,4,8,2,1,6,4,2,3,4,4
자연계교육,26,2,280,4,5,1,,2,,2,,2,4,2,2,1,2,,1,1,1014800,4149200,,2,,,,4,5,5,4,4,5,4,4,3,2,4,7,2,4,6,3,3,3,3.5,3
자연계교육,26,1,80,4,5,2,,2,,2,,2,4,2,2,1,2,,1,1,1014800,,,2,,,,5,5,5,5,5,5,5,5,5,3,5,8,2,3,2,1,3,3,2.5,4
자연계교육,24,,,,,,,1,공통과학교육전공,2,,1,,2,1,1,2,,1,1,4149200,,,2,,,,5,5,3,5,5,5,5,5,4,3,5,6,2,1,5,1,3,3,3.5,3
자연계교육,24,2,180,3,5,1,,2,,2,,1,,2,1,2,2,,2,1,1014800,,,2,,,,4,5,5,4,4,4,4,4,4,4,4,6,2,3,6,1,3,3,3.9,4
자연계교육,27,2,233,3,4,1,,2,,2,,2,4,2,2,1,2,,1,1,1014800,2039800,4079900,2,,,,4,5,5,4,5,5,4,4,3,3,4,7,2,3,6,1,3,3,4.3,4
자연계교육,24,2,258,4,5,1,,2,,2,,1,,2,2,1,2,,1,1,1014800,,,1,2,2,2,4,4,5,5,4,5,5,4,3,4,4,7,2,3,7,4,3,3,3.8,4
자연계교육,27,2,270,4,4,1,,2,,2,,2,4,2,2,1,2,,2,1,1014800,,,1,2,2,1,4,5,5,4,4,4,4,4,4,4,4,5,2,3,5,3,3,3,3.5,4
자연계교육,24,1,60,5,4,2,,2,,2,,1,,1,2,1,2,,2,1,2088400,,,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,6,2,3,6,2,3,3,2.8,3
자연계교육,27,2,230,4,5,1,,2,,2,,1,,2,2,1,2,,1,1,1015800,,,2,,,,4,4,4,5,4,5,4,4,4,5,3,8,2,1,5,1,3,3,3,3
자연계교육,27,1,80,2,3,1,,2,,2,,2,6,1,2,2,2,,1,1,4149200,,,2,,,,5,3,3,4,5,5,4,4,4,4,3,7,2,3,4,1,3,3,3,4
자연계교육,23,2,260,4,4,1,,2,,2,,1,,2,2,1,1,,1,1,1014800,,,2,,,,3,4,4,3,3,3,3,3,3,3,3,6,2,2,5,4,4,3,4,4
자연계교육,28,2,190,5,5,1,,2,,2,,2,3,1,2,1,2,,1,1,1014800,4079900,5010500,2,,,,5,5,5,5,5,5,5,5,5,5,5,6,2,1,7,1,4,3,4.1,3
자연계교육,27,,,,,,,2,,2,,2,6,2,2,2,2,480,1,1,1014800,4149200,,1,2,2,2,4,4,3,5,4,4,4,3,4,4,4,6,2,1,4,1,4,3,2.9,4
자연계교육,26,2,250,4,4,1,,2,,2,,2,4,2,2,1,2,,1,1,1014800,,,1,2,2,2,4,5,4,4,3,5,3,3,3,4,4,6,2,3,6,1,4,2,3.8,4
자연계교육,26,2,270,3,3,1,,1,공통과학교육전공,2,,2,4,2,2,1,2,,1,1,1014800,4149200,,1,2,2,1,4,4,4,3,5,5,5,5,2,4,3,6,1,3,6,1,4,2,3.8,5
자연계교육,26,2,300,4,5,1,,2,,2,,2,4,2,2,1,2,,1,1,1014800,,,2,,,,4,5,5,4,5,5,4,4,4,2,4,5,2,1,7,1,4,2,3.8,4
자연계교육,26,2,358,5,5,1,,2,,2,,2,4,1,2,1,2,,1,1,1014800,,,2,,,,3,5,5,4,4,4,5,3,4,4,4,7,2,4,6,3,5,3,4,4
자연계교육,26,2,240,4,4,1,,2,,2,,2,4,2,2,1,2,890,2,1,1014800,,,2,,,,5,5,4,5,5,5,5,5,5,4,5,8,2,3,5,1,5,3,4,5
자연계교육,24,,,,,,,2,,2,,1,,2,2,2,2,,1,1,1014800,,,1,2,2,2,4,4,4,3,3,4,4,4,2,4,3,6,2,1,5,1,5,3,3.5,4
자연계교육,23,2,230,4,5,1,,1,과학교육학부 생물교육전공,2,,1,,2,2,1,2,,1,1,1014800,,,2,,,,4,5,5,5,5,5,5,5,3,3,5,6,2,4,7,1,5,2,4,4
예체능교육,26,2,300,3,2,2,,1,농업자원경제학과,2,,1,3,1,2,1,1,,1,2,,,,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,7,2,3,5,1,1,2,3.5,4
예체능교육,29,2,300,4,1,2,,2,,2,,2,4,1,2,2,2,,2,2,,,,2,,,,5,4,3,4,4,4,3,3,3,3,2,8,1,1,6,3,1,3,3.6,4
예체능교육,30,,,,,,,2,,2,,2,8,1,2,2,2,795,1,2,,,,2,,,,5,5,2,4,4,4,4,5,4,4,5,6,2,1,6,1,1,2,3.7,4
예체능교육,25,,,,,,,2,,2,,1,,2,2,2,2,,1,2,,,,1,2,2,2,5,5,4,4,4,4,4,4,4,4,4,7,2,1,4,1,3,1,3.9,4
예체능교육,24,1,30,3,1,1,,2,,2,,1,1,2,2,1,2,,1,1,4111000,4149200,4079900,2,,,,4,4,2,4,4,4,4,4,2,3,3,7,2,4,4,1,3,2,3.7,3
예체능교육,24,,,,,,,2,,2,,1,,2,1,1,2,,1,1,1014800,4149200,4111804,1,2,2,1,5,4,3,3,4,4,4,4,4,4,4,8,2,4,5,3,3,3,3.7,3
예체능교육,26,,,,,,0,2,,2,,2,4,2,2,2,2,,1,1,1014800,,,1,2,2,2,4,5,4,4,4,4,5,4,2,3,4,7,2,4,5,1,4,3,3.5,4
예체능교육,24,2,80,3,5,1,,2,,2,,1,,2,2,1,2,,1,1,5010503,,,2,,,,3,4,4,4,3,4,4,4,3,3,4,6,2,2,7,1,4,3,4,3
예체능교육,27,2,300,1,4,1,,2,,2,,2,4,2,2,1,1,920,1,1,1014800,,,2,,,,4,5,5,4,4,5,5,5,2,2,4,8,1,4,6,1,4,2,3.8,4
건축/설비공학,25,2,170,2,4,1,,2,,2,,1,1,1,2,2,2,,2,1,2002800,,,2,,,,4,4,4,4,4,4,4,4,2,2,4,6,2,5,5,1,1,3,3.5,3
건축/설비공학,30,2,300,3,3,2,,2,,2,,2,5,1,2,1,2,920,1,2,,,,1,2,1,1,5,5,5,4,4,4,4,4,3,2,2,6,1,3,2,3,1,3,3.2,2
건축/설비공학,28,1,220,2,1,2,,1,경제학과(경영대학),2,,1,4,1,2,1,1,890,1,1,2002800,,,1,2,2,2,4,4,4,4,4,3,4,3,3,4,3,8,2,4,4,5,1,3,3.7,4
건축/설비공학,31,2,220,3,3,1,,2,,2,,5,7,1,2,2,2,,1,1,2036900,,,2,,,,4,4,4,5,4,4,4,4,2,4,3,7,2,4,4,1,1,3,3.3,3
건축/설비공학,25,,,,,,,2,,2,,2,4,2,2,1,2,,1,1,2002800,2003300,,2,,,,3,4,4,3,3,4,4,4,3,3,3,7,2,3,6,1,2,3,4.2,4
건축/설비공학,26,,,,,,,2,,2,,2,4,2,1,1,2,580,1,2,,,,2,,,,5,5,1,5,4,5,5,5,2,1,4,5,1,4,1,1,3,3,3.5,5
건축/설비공학,27,2,165,3,4,2,,2,,2,,2,4,1,2,1,2,,2,1,4079900,,,1,2,2,1,4,5,5,4,4,5,4,4,3,4,4,7,2,3,5,1,3,3,1.9,4
건축/설비공학,32,2,350,3,3,1,,2,,2,,2,2,2,2,2,2,,2,1,2024200,,,2,,,,4,3,3,3,4,5,5,5,3,3,3,8,1,4,5,3,3,3,3.8,4
건축/설비공학,26,,,,,,,2,,2,,2,4,2,1,2,2,,1,2,,,,2,,,,3,5,5,5,4,4,4,4,4,3,3,8,1,4,7,1,3,3,3,4
건축/설비공학,26,2,150,1,4,1,,2,,2,,2,4,2,2,2,2,,1,1,2002800,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,1,1,6,1,3,3,2.8,3
건축/설비공학,26,2,200,4,3,1,,2,,2,,2,4,2,2,2,2,,2,1,2002800,,,2,,,,4,4,3,4,4,4,4,4,2,3,3,8,1,4,6,1,3,3,3.8,4
건축/설비공학,25,,,,,,,2,,2,,1,2,2,2,2,2,800,2,1,2002800,,,2,,,,5,4,3,5,4,5,5,5,3,4,2,6,2,2,5,1,4,3,3,4
건축/설비공학,27,,,,,,,2,,2,,2,4,2,1,2,2,,2,2,,,,2,,,,4,4,5,5,4,3,5,5,2,4,4,6,2,4,4,1,4,3,3.9,4
건축/설비공학,26,2,100,4,1,2,,1,사회복지학전공,2,,2,6,2,2,2,2,,2,2,,,,2,,,,3,5,4,4,4,3,3,3,1,2,2,7,2,1,6,3,4,3,3.8,4
건축/설비공학,28,,,,,,0,2,,2,,2,8,2,2,1,2,750,2,1,2023900,,,1,2,2,2,4,5,3,5,5,5,5,5,5,5,4,7,1,2,3,1,4,2,3.3,4
건축/설비공학,25,2,230,4,3,2,,2,,2,,8,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,8,2,4,6,4,4,2,3.5,4
건축/설비공학,28,,,,,,0,2,,2,,2,6,2,2,2,2,830,1,1,2002800,4111804,,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,6,1,4,7,3,4,3,4.2,5
건축/설비공학,27,2,250,3,4,2,,2,,2,,2,6,2,2,1,2,,1,2,,,,2,,,,4,4,3,5,5,5,5,5,2,5,3,7,2,4,3,4,4,3,3.1,3
건축/설비공학,30,2,250,1,4,1,,2,,2,,2,,2,2,1,2,,1,1,2002800,2003400,,2,,,,5,5,4,5,4,4,4,4,5,3,4,8,2,1,6,3,4,3,4.3,4
건축/설비공학,27,2,240,4,5,1,,2,,2,,2,6,2,2,2,1,,1,1,2002800,1000800,,2,,,,4,5,4,5,5,5,4,4,2,3,4,5,2,2,5,1,5,3,3,4
건축학,28,,,,,,,2,,2,,2,4,2,1,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,3,5,3,5,6,2,6,3,3,1,2,3.7,3
건축학,27,2,333,5,4,1,,2,,2,,2,4,1,2,1,2,935,1,1,2050100,2002400,2112900,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,7,2,4,7,4,1,3,3.5,5
건축학,28,2,256,3,4,2,,2,,2,,2,6,2,2,1,2,,1,2,,,,1,1,1,2,5,4,3,5,5,3,4,4,1,4,5,7,1,3,4,1,1,3,4.2,4
건축학,28,,,,,,,2,,2,,2,4,2,2,2,2,870,1,1,2002800,2019400,2036900,2,,,,4,4,4,4,4,4,4,4,3,4,4,6,2,3,3,1,1,3,3.6,2
건축학,26,,,,,,0,2,,2,,1,2,2,2,1,2,810,2,1,2002800,,,1,1,2,2,4,4,4,5,4,3,3,3,3,3,3,6,2,3,4,1,1,3,3.5,4
건축학,29,,,,,,,2,,2,,2,8,2,2,2,2,,2,2,,,,2,,,,5,5,5,5,3,5,5,5,3,5,2,8,2,3,6,3,1,3,3.7,5
건축학,27,2,280,2,5,1,,2,,2,,1,,2,2,2,2,850,2,2,,,,2,,,,4,4,4,4,4,4,4,5,5,4,4,6,2,4,5,3,1,3,3.8,2
건축학,28,2,220,4,4,2,,2,,2,,2,6,2,2,1,2,,1,1,2066100,3008202,,2,,,,5,5,4,4,4,4,4,3,3,3,3,6,2,1,5,4,2,3,3.9,4
건축학,27,2,175,3,5,1,,2,,2,,1,,2,2,1,2,,1,1,2003300,,,2,,,,5,5,5,5,5,5,5,5,1,5,5,8,2,4,4,3,2,3,4.2,2
건축학,27,2,178,2,5,2,,2,,2,,2,4,2,2,1,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,8,1,4,5,3,2,3,3.6,3
건축학,27,2,180,2,5,2,,2,,2,,2,4,2,2,1,2,,1,1,2026400,2036900,,1,1,2,2,5,5,5,5,3,3,4,3,3,3,3,6,2,3,4,3,2,3,3.8,4
건축학,28,2,210,2,4,1,,2,,2,,2,6,2,2,1,2,845,2,1,2002800,,,1,1,2,2,5,4,5,4,4,5,4,4,2,4,4,7,1,3,5,1,3,3,3.9,4
건축학,28,2,140,3,4,2,,2,,2,,2,6,2,2,1,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,5,3,4,4,7,2,3,6,1,3,3,3.3,4
건축학,28,2,233,4,2,1,,2,,2,,2,6,2,2,1,2,,1,1,2036900,2114300,,2,,,,4,4,4,4,5,5,5,5,3,3,2,6,2,3,5,3,3,3,4.3,4
건축학,27,2,250,3,3,2,,2,,2,,2,6,2,2,2,2,,2,1,2037200,2039500,,2,,,,4,5,4,5,5,5,4,4,4,4,4,6,2,3,5,3,3,3,3.6,4
건축학,29,2,180,2,5,2,,2,,2,,2,8,2,2,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,3,5,5,7,2,3,5,1,3,3,3.3,4
건축학,25,2,245,2,4,2,,2,,2,,1,,2,2,1,2,,2,2,,,,1,1,2,2,4,4,4,4,4,4,4,5,5,4,4,6,2,3,5,3,3,3,3.8,4
건축학,24,2,160,3,4,1,,2,,2,,1,2,2,2,1,2,,2,1,1007400,,,2,,,,5,5,5,4,3,3,4,4,3,4,1,8,2,4,6,3,3,3,3.4,4
건축학,25,,,,,,,2,,2,,1,2,2,2,2,2,,1,1,2026400,,,2,,,,4,5,5,5,4,5,5,5,4,5,3,9,2,3,7,1,3,3,3,3
건축학,28,2,266,4,5,2,,2,,2,,2,4,2,2,2,2,,1,1,4149200,,,2,,,,5,5,5,4,4,5,5,5,3,4,4,7,2,1,5,3,4,3,4.2,3
건축학,40,2,335,4,4,2,,2,,2,,4,,2,2,2,2,,2,2,,,,2,,,,4,5,5,5,5,5,5,5,5,3,4,7,2,3,7,3,4,3,4,4
건축학,25,,,,,,,2,,2,,1,,1,2,1,2,500,2,2,,,,1,1,2,2,5,5,2,5,3,5,3,4,2,1,1,10,2,4,7,1,4,3,3.7,3
건축학,26,2,190,1,4,2,,2,,2,,2,4,2,2,1,2,,2,1,1007400,2036900,2026400,2,,,,4,4,4,5,5,4,4,4,4,3,3,5,2,3,4,1,4,3,3.8,2
건축학,29,2,200,5,1,2,,2,,2,,2,,2,2,2,2,,1,2,,,,2,,,,5,3,3,3,5,5,5,5,3,5,1,8,1,3,7,1,4,3,3.7,5
건축학,27,2,316,4,4,2,,2,,2,,2,4,2,2,1,2,,1,1,1014300,,,1,1,2,1,5,4,4,4,4,4,5,4,2,2,2,6,2,4,3,3,4,3,3.6,3
건축학,28,2,300,4,3,2,,2,,2,,2,6,2,2,1,2,,2,2,,,,1,1,2,2,5,5,5,5,5,3,4,4,3,5,4,5,2,4,4,1,4,3,3.5,2
건축학,27,2,220,3,4,2,,2,,2,,2,4,2,2,1,2,810,1,2,,,,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,5,2,4,5,1,4,3,3.5,4
건축학,27,2,200,2,3,2,,2,,2,,2,6,2,2,1,2,,2,2,,,,2,,,,3,3,4,4,3,4,4,4,4,3,4,6,2,4,5,3,4,3,3.5,4
건축학,27,2,325,3,3,1,,2,,2,,2,8,2,2,1,2,,2,1,2002800,,,1,2,2,1,4,5,5,4,4,4,4,5,4,4,4,8,1,3,4,3,5,3,3.8,4
건축학,25,2,200,4,5,2,,2,,2,,1,,2,2,1,2,,2,2,,,,2,,,,5,4,4,4,4,4,4,5,3,3,4,6,2,2,5,1,5,3,3.8,3
건축학,24,2,229,3,5,1,,2,,2,,1,,2,2,1,2,500,1,2,,,,1,1,2,1,5,4,5,4,4,4,4,4,4,4,5,7,2,4,6,3,5,3,3.5,3
건축학,26,2,210,3,4,1,,2,,2,,2,4,2,2,1,2,,1,1,2050100,2088500,,2,,,,3,4,4,4,4,5,5,5,2,4,3,8,2,4,6,3,5,3,3.9,5
건축학,27,2,180,3,4,2,,2,,2,,2,4,2,2,1,2,,2,2,,,,2,,,,4,4,5,3,4,4,5,5,3,3,3,7,1,4,6,1,5,3,3.4,4
건축학,27,1,200,5,5,2,,2,,2,,2,5,2,1,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,3,3,3,7,2,4,7,3,5,3,3.7,3
건축학,51,2,1500,4,5,2,,2,,2,,2,,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,2,3,6,3,5,2,4,3
조경학,26,,,,,,,2,,2,,3,4,2,1,1,2,,2,1,2050100,,,2,,,,3,4,2,4,4,4,4,4,2,4,2,5,2,3,4,3,1,2,3.7,4
조경학,26,2,150,4,3,2,,2,,2,,2,6,2,1,1,1,,1,2,,,,2,,,,4,5,3,4,4,4,3,4,3,3,3,6,2,1,5,3,1,2,3.6,4
조경학,26,,,,,,,2,,2,,2,4,2,1,2,2,,1,1,2012300,,,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,6,2,4,7,1,3,3,3.8,2
조경학,26,2,200,3,4,1,,2,,2,,2,4,2,2,1,2,,2,1,2041800,2041900,,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,7,1,4,5,1,4,3,3.2,5
조경학,25,,,,,,,2,,2,,2,5,2,2,1,2,,1,1,2041900,,,1,2,2,2,4,4,2,4,4,4,4,4,2,3,2,7,2,3,5,1,4,3,3.2,4
조경학,25,2,250,3,3,1,,2,,2,,5,4,2,2,1,2,835,1,1,2041900,,,1,1,2,1,5,4,3,5,4,4,4,4,2,3,3,7,1,4,4,3,4,2,3.3,4
조경학,26,1,120,3,3,1,,2,,2,,2,,1,2,2,2,,1,1,2041900,,,2,,,,3,4,4,3,4,4,3,3,3,3,3,5,1,3,5,3,4,3,3,4
조경학,27,2,250,3,3,2,,2,,2,,2,6,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,8,2,4,4,1,5,1,3,3
조경학,24,,,,,,,2,,2,,1,,2,2,2,2,665,2,1,2041900,2063800,,1,1,2,2,4,5,4,4,4,4,4,4,3,4,3,6,2,4,5,1,5,3,4,4
조경학,27,,,,,,1,2,,2,,2,6,2,2,2,2,800,2,2,,,,2,,,,4,5,3,5,4,5,5,4,3,3,4,8,2,3,5,1,5,3,3.8,5
조경학,29,2,175,3,1,2,,2,,2,,2,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,3,4,4,4,8,2,3,5,1,5,3,3.9,4
조경학,57,,,,,,,2,,2,,1,,2,2,2,2,,1,1,2041900,,,2,,,,4,4,4,4,4,4,4,4,3,4,3,6,2,2,5,1,5,3,4,4
토목공학,28,2,250,2,4,2,,2,,2,,2,4,1,2,2,2,,1,1,2050100,2002400,,1,2,2,1,4,3,4,4,4,4,4,4,4,4,4,7,2,4,6,1,1,3,3.5,4
토목공학,28,2,310,4,3,2,,1,기계공학과,2,,2,5,1,2,2,2,780,1,2,,,,1,1,1,1,5,5,4,5,4,5,4,4,4,5,4,6,2,3,4,3,1,3,3.8,3
토목공학,28,,,,,,,2,,2,,2,,1,1,2,2,860,2,2,,,,2,,,,4,4,4,5,4,4,4,4,4,4,3,6,1,4,6,4,1,2,3.3,4
토목공학,26,2,230,4,3,1,,2,,2,,2,4,1,2,1,2,,2,2,,,,2,,,,5,4,3,4,4,5,5,4,3,4,3,6,1,4,5,1,2,1,3.9,4
토목공학,27,2,220,4,4,2,,2,,2,,2,6,2,2,2,2,,2,2,,,,2,,,,3,5,4,5,5,5,5,4,3,5,2,8,1,1,7,4,2,3,3,5
토목공학,26,2,310,4,4,2,,2,,2,,2,4,1,2,2,2,,2,1,5010500,4149200,,2,,,,4,4,4,4,4,4,4,4,4,3,3,4,1,4,4,1,2,3,3.5,5
토목공학,26,2,225,1,2,1,,2,,2,,2,4,2,2,1,2,,2,1,2050100,,,2,,,,4,4,4,3,4,3,5,5,3,3,1,7,2,4,1,3,2,3,2.9,4
토목공학,27,2,200,3,4,2,,2,,2,,2,6,2,2,2,2,,1,1,2050100,,,2,,,,4,3,3,5,5,4,4,4,4,3,3,7,2,3,5,3,2,3,3.8,4
토목공학,27,2,358,3,5,1,,2,,2,,2,6,2,2,1,2,825,1,1,2050100,2002400,,2,,,,5,4,4,3,3,5,4,4,5,2,4,8,1,4,5,4,2,3,3.7,4
토목공학,27,2,240,1,2,1,,2,,2,,2,6,2,2,1,2,,1,1,1014300,,,1,1,2,2,5,4,4,5,5,2,4,5,5,5,5,7,1,4,5,1,2,3,3.8,4
토목공학,28,2,300,5,5,1,,2,,2,,2,4,1,2,2,2,830,1,1,2050100,2002400,,2,,,,5,5,5,5,5,4,4,5,4,5,4,8,2,3,7,4,3,3,3.5,4
토목공학,26,2,185,2,4,1,,2,,2,,2,,2,2,1,2,,1,1,2048700,,,2,,,,4,4,4,4,2,2,4,4,2,3,2,6,2,3,4,3,3,3,3.5,3
토목공학,24,2,200,3,3,1,,2,,2,,1,,2,2,2,2,,1,1,2023900,,,1,2,2,2,5,3,3,3,3,3,3,3,3,3,3,5,2,4,4,1,3,3,3,3
토목공학,29,,,,,,,2,,2,,2,12,2,2,2,2,,2,1,2050100,4149200,,2,,,,4,5,4,4,4,3,4,5,4,4,4,7,2,2,6,1,3,3,3.2,4
토목공학,27,,,,,,,2,,2,,2,4,2,2,1,2,600,2,1,2094300,,,2,,,,3,3,3,3,3,5,5,5,3,5,4,8,2,2,5,5,3,3,3.5,5
