전공,졸업당시나이,알바 여부,월 소득,직장_만족도,직장_전공일치정도,직장_요구자격증여부,합격경험,복수전공여부,복수전공명,부전공여부,부전공명,군복무경험,휴학학기수,졸업유예경험,대학원경험,재학중재직경험,어학연수경험,토익점수,취업목표유무,자격증여부,자격증_1,자격증_2,자격증_3,구직활동경험,공모전수상,대외활동,면접훈련,중요도_근로소득,중요도_흥미,중요도_전공관련성,중요도_개인발전가능성,중요도_직업자체전망,중요도_직장안정성,중요도_근무환경,중요도_복리후생,중요도_회사규모,중요도_출퇴근거리,중요도_사회적평판,하루평균수면시간,흡연여부,음주선호도,삶의 만족도,부모님자산규모,학교소재,졸업 평점 유형,졸업 평점,현재 건강상태
정보/통신공학,23,2,213,2,4,2,,2,,2,,1,,2,2,1,2,905,1,1,2039800,,,1,1,2,2,5,5,2,5,5,3,4,4,1,4,3,6,2,3,5,3,1,3,4.3,4
정보/통신공학,26,2,180,2,1,1,,2,,2,,1,3,1,2,2,2,,2,1,4152104,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,2,4,3,1,1,3,3,3
정보/통신공학,25,2,500,5,5,1,,2,,1,정보미디어학과,1,1,2,2,1,2,800,2,1,2039800,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,4,2,3,7,1,1,3,3.8,2
정보/통신공학,26,2,260,4,4,2,,2,,2,,3,6,2,2,1,2,140,1,1,2039900,,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,2,3,6,3,1,3,3.1,4
정보/통신공학,28,2,230,2,4,2,,2,,2,,2,4,2,2,1,2,,1,1,2039800,,,1,1,2,2,4,4,4,4,4,4,4,4,4,5,4,7,1,4,7,1,1,3,3.4,5
정보/통신공학,27,2,360,4,5,2,,2,,2,,2,4,2,2,2,2,860,1,1,2039800,,,1,2,1,2,5,5,4,4,4,4,5,4,5,5,5,7,2,3,6,3,1,3,3.8,4
정보/통신공학,27,2,200,3,4,2,,2,,2,,2,7,1,2,2,2,,2,1,2039800,2082800,,2,,,,4,4,3,4,4,5,4,5,3,3,3,8,2,4,5,4,2,3,3.4,4
정보/통신공학,24,,,,,,,2,,2,,1,,2,1,2,1,530,1,2,,,,2,,,,5,5,5,4,4,5,5,5,5,5,5,4,2,3,5,3,2,3,3.5,4
정보/통신공학,28,2,190,3,3,2,,2,,2,,2,9,2,2,1,2,,2,2,,,,2,,,,4,4,3,4,3,3,3,3,3,3,3,7,2,4,4,3,2,3,3.2,4
정보/통신공학,27,2,250,5,5,1,,2,,2,,2,5,1,2,1,2,,1,1,2039800,5010500,,1,2,2,1,5,5,4,5,4,5,4,4,3,3,4,7,1,3,7,1,2,3,3.4,4
정보/통신공학,28,2,200,3,2,2,,2,,2,,2,7,2,2,1,2,,2,2,,,,2,,,,3,4,3,4,3,3,4,3,3,4,3,7,2,4,3,4,2,3,3.7,4
정보/통신공학,27,2,230,3,4,1,,2,,2,,2,6,2,2,1,2,,2,1,2039800,,,1,2,2,2,4,4,4,5,4,4,4,4,3,3,3,7,2,3,5,1,2,3,4.3,4
정보/통신공학,26,2,300,3,4,2,,2,,2,,2,4,2,2,1,2,,1,1,1014300,,,1,2,2,2,5,4,4,5,5,5,5,4,5,5,4,5,1,4,3,1,2,3,3.9,1
정보/통신공학,24,2,250,4,3,2,,2,,2,,1,,2,2,1,2,,1,1,2039800,2060200,,1,2,2,1,4,4,4,4,4,4,4,4,3,4,4,7,2,4,4,3,3,3,4,3
정보/통신공학,26,1,260,4,4,1,,2,,2,,2,4,2,2,1,2,,1,1,2039800,,,2,,,,5,4,4,3,4,2,2,3,3,2,3,6,1,1,4,1,3,3,3.7,3
정보/통신공학,23,1,120,3,1,2,,2,,2,,1,,2,2,1,2,,2,1,2039800,,,1,2,2,2,5,5,5,5,5,5,5,5,5,5,3,8,2,3,4,1,3,3,3.8,5
정보/통신공학,24,2,260,5,3,2,,2,,2,,8,,2,2,1,2,510,2,2,,,,2,,,,5,5,3,3,3,3,5,5,2,4,1,6,2,3,7,4,3,3,3.8,5
정보/통신공학,26,2,260,3,3,1,,2,,2,,2,5,2,2,2,2,,2,1,2040000,,,2,,,,4,3,4,4,4,5,4,4,4,4,4,8,2,4,6,4,3,3,3.8,5
정보/통신공학,27,2,350,3,5,2,,2,,2,,2,6,2,2,2,2,,2,2,,,,2,,,,5,3,3,3,3,5,5,3,3,3,3,5,2,1,4,1,3,3,3.8,5
정보/통신공학,28,,,,,,0,2,,2,,3,8,2,2,1,2,,2,1,2039800,,,2,,,,4,4,5,4,4,5,5,5,3,4,4,6,2,3,6,1,3,3,3.4,4
정보/통신공학,27,2,245,2,4,1,,2,,2,,2,8,2,2,1,2,660,2,2,,,,1,2,2,1,4,5,5,5,5,4,4,5,3,3,3,7,2,3,4,1,3,3,3.1,4
정보/통신공학,24,2,230,5,4,2,,2,,2,,8,,2,2,2,2,750,1,1,2040000,2066100,3003900,2,,,,5,5,5,5,4,5,5,5,3,3,4,10,2,1,7,4,3,3,3.5,4
정보/통신공학,27,2,290,4,2,1,,2,,2,,2,6,2,2,1,1,,1,1,2035900,2035400,2039900,1,2,2,1,4,4,2,4,5,5,5,5,4,4,3,7,1,4,6,4,3,3,3.5,4
정보/통신공학,25,2,280,5,3,2,,2,,2,,2,4,2,2,1,2,,1,1,4050701,,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,7,1,4,4,3,3,3,3.6,2
정보/통신공학,26,2,174,3,4,1,,2,,2,,2,4,2,2,2,1,650,2,1,5014302,2039800,2116100,2,,,,4,4,3,5,3,3,2,3,4,4,3,7,2,1,4,3,4,3,3.9,2
정보/통신공학,24,2,230,3,3,2,,2,,2,,1,,2,2,1,2,675,2,1,4111804,2039800,,1,1,2,1,4,4,3,4,5,5,5,5,4,4,4,8,2,3,5,3,4,3,3.6,5
정보/통신공학,28,,,,,,0,2,,2,,2,6,2,2,1,2,650,2,1,2039900,4182100,4090400,1,1,2,2,4,5,5,5,5,5,4,4,3,2,3,8,2,1,4,1,4,3,4.4,4
정보/통신공학,26,1,150,2,1,2,,2,,2,,2,6,2,2,1,2,300,1,1,1014302,,,1,2,2,1,5,4,4,5,4,5,5,5,5,2,4,7,1,4,4,3,4,3,3,4
정보/통신공학,28,2,210,3,2,2,,2,,2,,1,9,2,2,1,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,4,7,3,4,3,3.2,4
정보/통신공학,27,2,240,3,3,2,,2,,2,,2,6,2,2,2,2,,1,1,2039800,,,1,1,2,2,5,5,5,5,5,5,4,5,2,2,1,7,1,4,6,3,5,3,4.4,4
정보/통신공학,24,,,,,,0,2,,2,,1,,1,2,1,2,,1,1,1014800,,,2,,,,4,4,3,4,3,4,5,4,3,3,3,7,2,3,4,1,5,3,3.9,4
정보/통신공학,26,1,90,3,3,2,,2,,2,,2,4,2,2,1,2,,2,2,,,,2,,,,3,4,4,4,4,4,4,4,4,4,3,8,1,4,5,1,5,3,3.2,3
정보/통신공학,24,2,240,4,3,1,,2,,2,,1,,2,2,1,2,705,1,1,4111804,,,1,2,1,2,5,4,2,3,4,4,5,5,4,3,3,7,2,2,3,1,5,3,3.2,2
정보/통신공학,26,2,225,3,4,2,,2,,2,,2,4,2,2,1,2,,1,2,,,,1,2,2,1,5,5,5,5,5,4,3,3,3,4,3,7,2,3,6,3,5,3,3.7,5
산업공학,27,2,310,4,3,2,,2,,2,,2,6,2,2,1,1,,2,1,2061300,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,4,6,1,1,3,3.3,4
산업공학,26,2,400,5,4,2,,2,,2,,2,4,2,2,2,1,930,1,1,3005505,,,1,1,1,2,5,5,4,5,5,5,5,5,3,5,4,6,2,4,4,3,1,3,4.3,4
산업공학,26,2,260,5,5,2,,2,,2,,2,4,2,2,1,2,,1,2,,,,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,6,2,3,6,3,1,3,3.7,5
산업공학,25,2,260,5,4,2,,2,,2,,1,1,1,2,1,2,,1,1,2039800,,,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,7,2,4,4,3,1,3,3.7,3
산업공학,25,2,300,4,4,1,,2,,2,,6,2,1,2,2,2,725,2,1,1009000,,,2,,,,5,4,4,4,4,4,4,4,4,5,4,6,1,5,6,1,1,3,3.8,4
산업공학,24,2,370,4,3,2,,2,,2,,1,,1,2,1,2,,2,1,3006401,3006402,,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,7,2,1,6,1,1,3,4,5
산업공학,28,,,,,,,2,,1,경영경제학부 국제경영전공,4,8,2,1,2,1,870,1,2,,,,1,1,2,1,5,5,5,5,5,5,5,4,5,2,5,7,1,4,6,1,1,3,3.6,4
산업공학,28,2,280,4,4,1,,1,컴퓨터공학부(컴퓨터공학),2,,2,6,1,2,2,2,,2,1,2039800,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,6,2,3,6,1,1,3,3.6,4
산업공학,27,2,500,3,3,2,,2,,1,컴퓨터공학과,2,5,2,2,1,2,805,2,2,,,,2,,,,2,5,5,2,5,1,3,3,1,3,1,5,2,4,7,3,1,3,3.4,5
산업공학,32,2,400,5,3,2,,2,,2,,2,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,2,4,5,3,1,3,2.8,3
산업공학,29,2,375,4,4,2,,2,,2,,2,1,2,2,2,2,,2,2,,,,2,,,,4,4,4,3,4,4,4,4,4,4,4,7,2,4,5,1,1,3,3.9,4
산업공학,27,2,230,4,3,2,,2,,2,,3,4,2,2,1,2,815,2,2,,,,1,2,2,2,5,5,4,5,5,4,2,4,2,3,3,6,2,4,5,3,1,3,3.8,4
산업공학,28,,,,,,,2,,2,,2,6,2,1,1,2,,1,2,,,,2,,,,4,5,5,5,5,3,3,3,2,2,3,5,2,1,5,3,1,3,3.7,4
산업공학,26,2,207,2,1,2,,2,,2,,2,,2,2,1,2,385,1,1,2061300,2034600,2059200,2,,,,5,5,3,5,5,5,5,5,5,5,3,7,2,4,3,3,2,3,4.1,3
산업공학,25,2,530,4,4,2,,2,,2,,1,2,1,2,1,2,920,1,2,,,,1,1,2,1,4,5,3,5,4,5,5,4,3,4,4,7,2,3,6,1,2,3,3.7,4
산업공학,41,2,542,3,4,2,,2,,2,,3,,2,2,2,2,,2,2,,,,2,,,,4,4,2,5,5,5,2,2,2,3,3,7,1,3,6,3,3,3,4.1,4
산업공학,32,1,136,3,3,2,,2,,2,,2,13,2,2,2,2,,2,2,,,,1,2,2,2,4,2,2,2,3,3,3,3,3,4,3,6,2,3,5,3,3,3,2.7,4
산업공학,24,,,,,,,2,,2,,6,,2,2,1,2,,2,1,4149200,,,1,2,2,2,5,4,2,5,5,5,5,5,5,3,3,6,2,2,4,1,3,3,4,4
산업공학,28,2,248,4,4,1,,2,,2,,2,6,2,2,1,2,,1,1,2039800,5010000,3000700,1,2,1,2,4,4,4,4,4,4,4,3,3,2,3,5,1,4,4,1,4,3,3.1,3
산업공학,27,2,283,4,2,2,,2,,1,공과대학 컴퓨터공학과,2,5,1,2,2,2,865,2,1,2061300,,,1,2,2,1,3,4,3,3,4,4,4,4,3,4,2,7,1,3,5,1,4,3,3.7,4
산업공학,27,2,400,5,5,2,,2,,2,,2,6,2,2,1,1,,2,2,,,,2,,,,4,5,4,4,5,5,5,3,3,4,4,8,2,4,7,3,5,3,4.1,5
화학공학,27,2,400,4,3,2,,2,,2,,2,,2,2,2,2,,2,2,,,,1,2,2,1,4,4,3,5,5,5,4,4,3,4,3,7,1,4,5,3,1,3,3.1,5
화학공학,24,,,,,,,2,,2,,1,,1,2,2,2,710,2,1,2056600,2084200,,2,,,,4,4,4,4,4,4,3,4,3,3,4,6,2,3,5,1,1,3,3.9,3
화학공학,27,2,330,3,3,2,,2,,2,,2,6,1,2,1,2,830,2,2,,,,1,1,1,1,5,4,4,4,5,5,5,5,5,5,5,6,1,5,4,1,1,3,3.3,3
화학공학,27,2,310,2,3,2,,2,,2,,2,4,2,2,1,2,720,1,2,,,,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,6,1,4,3,4,1,2,3.2,5
화학공학,29,,,,,,,2,,2,,4,8,2,2,1,2,875,2,1,2084200,2000500,,1,2,2,2,5,3,3,3,5,5,5,3,3,5,3,7,2,3,4,1,1,3,2.4,3
화학공학,25,,,,,,,2,,2,,1,,2,1,2,2,,2,2,,,,2,,,,5,5,4,4,4,4,4,4,3,4,4,7,2,1,6,3,1,3,3.7,5
화학공학,26,,,,,,,2,,2,,2,4,2,1,1,2,,2,1,2116600,2039700,,2,,,,4,4,4,4,5,5,4,4,3,3,4,7,2,4,6,3,1,3,4.1,3
화학공학,29,2,200,2,4,2,,2,,2,,3,7,1,2,1,2,,2,2,,,,1,1,2,2,4,5,5,3,2,4,5,3,3,3,3,5,1,3,4,1,1,3,3.4,1
화학공학,26,1,250,3,4,2,,2,,2,,2,4,1,2,1,2,,1,1,2056600,2084200,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,2,3,6,1,1,3,3,4
화학공학,26,,,,,,,2,,2,,2,4,2,1,1,2,900,2,2,,,,2,,,,5,4,4,5,5,4,4,4,4,3,4,7,1,4,6,1,1,2,3.2,4
화학공학,30,,,,,,,2,,2,,4,6,1,2,2,1,,1,2,,,,2,,,,4,5,4,3,5,4,4,4,3,5,5,7,2,1,2,1,1,2,3.7,1
화학공학,28,,,,,,1,2,,2,,3,8,2,2,1,1,,1,1,2084200,4111804,,1,2,2,1,4,4,5,4,4,4,4,5,5,4,2,9,1,3,6,3,2,3,3.6,4
화학공학,25,2,283,3,4,2,,2,,2,,1,,1,2,1,2,800,2,1,2056600,2061300,,2,,,,5,4,4,5,4,4,4,4,3,3,4,6,2,3,5,1,2,3,3.7,4
화학공학,26,2,60,5,5,2,,2,,2,,2,4,2,1,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,1,7,3,2,3,3.9,3
화학공학,25,2,200,4,5,1,,2,,2,,1,,2,2,1,2,760,2,1,2077300,2019400,,2,,,,4,5,2,5,5,5,5,5,3,4,5,7,2,3,5,1,2,3,3.8,4
화학공학,25,2,250,2,5,2,,2,,2,,1,2,2,2,1,2,885,1,2,,,,2,,,,5,4,4,4,4,4,4,4,5,5,5,6,2,5,2,4,2,3,3.9,3
화학공학,27,,,,,,,2,,2,,2,6,2,2,1,2,,2,2,,,,1,2,2,2,5,5,5,5,5,3,5,5,5,5,5,6,2,4,5,1,2,3,3.5,4
화학공학,28,,,,,,5,2,,2,,2,6,1,2,2,2,,2,1,2035900,2035400,,1,2,2,2,5,5,4,5,5,5,5,5,5,5,5,7,2,3,7,1,2,3,3.2,4
화학공학,30,2,270,4,1,2,,2,,2,,2,13,2,2,2,2,,2,2,,,,2,,,,4,4,4,3,4,4,3,3,3,3,3,8,1,3,4,1,2,1,2.9,5
화학공학,27,2,450,4,3,2,,2,,2,,2,7,2,2,2,2,,2,2,,,,2,,,,3,4,4,4,5,5,5,5,3,3,4,7,2,3,7,4,2,3,3.2,4
화학공학,29,,,,,,,2,,2,,2,4,1,1,2,2,810,1,2,,,,2,,,,5,5,3,4,4,5,5,4,3,4,3,7,1,3,5,3,2,3,3.1,3
화학공학,25,2,375,5,4,2,,2,,2,,1,,2,1,2,1,,1,2,,,,2,,,,5,4,3,4,5,5,5,4,3,4,4,7,2,3,7,1,2,3,4,5
화학공학,24,2,60,1,5,2,,2,,2,,1,2,2,2,1,2,920,2,2,,,,2,,,,5,5,4,5,5,5,3,4,2,4,4,7,2,3,6,1,3,3,3.6,2
화학공학,26,2,240,3,4,1,,2,,2,,2,4,2,2,1,2,620,2,1,2084200,,,2,,,,5,4,4,2,2,4,5,4,3,4,4,8,2,3,5,1,3,3,3.3,3
화학공학,29,2,274,4,2,2,,2,,2,,2,10,2,2,2,2,790,2,1,2061300,2056600,2084200,1,2,2,2,3,4,4,3,4,4,4,4,2,3,2,6,1,4,4,1,3,3,3.6,4
화학공학,26,,,,,,2,2,,2,,2,4,2,2,1,2,720,1,1,2056600,2084200,,1,2,1,1,3,4,4,4,4,4,4,4,4,3,4,7,2,3,6,1,4,3,3.7,4
화학공학,28,,,,,,0,2,,2,,2,8,2,2,1,1,675,2,1,2084200,4149200,,1,2,1,1,4,4,4,5,5,5,5,4,4,4,3,8,2,3,6,1,4,3,3.8,4
화학공학,23,2,241,4,4,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,5,5,5,5,3,4,3,8,2,3,5,4,4,3,3.8,4
화학공학,25,2,150,2,4,2,,2,,2,,7,1,2,1,2,2,955,2,2,,,,1,2,2,1,5,5,4,4,5,4,4,4,5,3,4,7,2,3,6,4,4,2,3.7,5
화학공학,25,2,180,3,2,1,,2,,2,,1,2,2,2,1,2,820,2,1,2056600,2084200,4111804,1,1,1,1,4,3,3,4,4,4,4,4,4,3,3,7,2,3,6,1,4,3,4.1,3
화학공학,27,,,,,,1,2,,2,,2,6,2,2,1,1,,2,1,4000806,4175500,4192000,1,2,2,1,5,4,4,5,5,5,5,5,2,2,1,5,2,3,7,1,4,3,3.2,3
화학공학,24,2,300,4,1,2,,2,,2,,1,,1,2,1,1,885,1,1,1016900,2084200,4000800,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,7,2,3,5,3,4,3,4.2,3
화학공학,23,1,70,4,1,2,,2,,2,,1,,2,2,2,2,,2,1,2084200,,,1,2,2,1,4,4,5,5,5,5,4,4,5,4,4,8,2,5,6,1,4,3,3.5,4
화학공학,28,2,250,4,4,2,,2,,2,,2,1,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,4,5,1,4,3,3.8,4
화학공학,26,2,283,5,5,2,,2,,2,,2,5,2,2,1,1,650,1,2,,,,1,2,2,2,5,5,5,5,5,5,5,5,4,5,5,7,2,3,7,1,5,3,3.5,5
화학공학,26,2,380,5,2,2,,2,,2,,2,,2,2,2,1,830,2,1,4111804,3006300,4046000,2,,,,5,4,3,4,3,3,2,3,3,4,4,8,2,1,5,1,5,3,3.7,5
화학공학,28,2,392,4,4,1,,2,,2,,2,8,2,2,2,2,,1,1,2000500,2056600,2084200,1,2,2,2,5,5,4,4,4,5,4,4,4,3,4,8,2,3,6,3,5,3,4,4
기전공학,26,2,80,3,4,2,,2,,2,,2,4,2,1,2,2,865,2,1,4111804,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,2,5,3,1,3,3.8,5
기전공학,24,2,60,2,5,2,,2,,1,공학대학 컴퓨터공학과,7,,2,1,1,2,,2,2,,,,2,,,,4,4,4,5,4,2,4,2,2,5,2,7,2,3,4,3,2,3,3.9,3
기전공학,26,2,400,4,3,2,,2,,2,,2,4,2,2,2,2,800,1,2,,,,1,2,2,1,4,4,4,4,4,4,4,4,3,3,3,7,2,4,6,4,2,3,3.9,5
기전공학,26,2,180,4,1,2,,2,,2,,2,4,2,2,2,2,,1,2,,,,2,,,,5,5,3,5,5,3,3,3,3,1,3,8,1,4,6,3,3,3,3.9,4
기전공학,29,,,,,,,2,,1,산업경영학부,2,11,2,2,1,1,780,2,1,2017600,2034600,,2,,,,4,5,4,5,5,3,3,3,3,4,3,8,2,1,7,1,3,3,2.8,5
기전공학,25,2,200,4,4,2,,2,,2,,6,2,2,2,2,2,,1,2,,,,2,,,,4,3,3,5,4,4,3,4,2,3,2,7,2,1,5,1,3,3,2.8,3
기전공학,25,1,30,3,1,2,,2,,2,,1,2,2,2,1,2,,2,1,3007600,,,1,2,2,2,5,5,1,5,5,3,5,4,2,2,2,8,2,5,7,1,3,3,2.7,5
기전공학,28,2,250,3,4,2,,2,,2,,2,4,1,2,1,2,680,1,2,,,,1,2,2,2,4,4,3,5,5,5,5,5,5,3,4,6,2,4,6,1,4,3,3.5,4
기전공학,26,2,330,3,5,1,,2,,2,,2,4,2,2,1,2,795,1,1,2032700,2001300,4111804,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,8,1,4,7,4,4,3,3.7,4
기전공학,27,,,,,,,2,,2,,2,7,2,2,2,2,,1,2,,,,1,2,2,2,5,5,5,4,5,4,4,4,4,4,4,6,2,1,3,1,4,3,2.9,4
기전공학,25,,,,,,,2,,2,,2,4,2,2,1,2,,1,1,4079900,,,1,2,2,2,3,4,4,4,5,3,4,4,5,5,3,8,2,3,4,3,5,3,3.8,5
기전공학,26,2,220,2,2,2,,2,,2,,2,4,2,2,1,2,,1,2,,,,1,2,2,2,5,5,4,3,5,5,5,5,5,3,3,6,1,4,5,4,5,3,3.1,4
기전공학,26,2,180,3,2,2,,2,,2,,3,4,2,2,2,2,,1,2,,,,2,,,,3,4,2,4,4,4,5,5,3,4,3,7,2,3,5,1,5,3,2.9,4
응용공학,23,,,,,,,2,,2,,1,,2,2,1,2,,1,1,5010500,2019400,2084200,2,,,,5,5,4,4,4,4,4,5,3,4,4,7,2,2,5,1,2,3,3.6,4
응용공학,28,2,240,5,5,2,,2,,2,,2,5,2,2,1,2,,1,1,1013400,4052703,4111804,2,,,,5,5,5,5,5,5,5,5,5,5,5,6,1,3,7,1,2,3,4.3,4
응용공학,26,2,268,3,4,1,,2,,2,,2,4,1,2,2,2,,2,1,2019400,,,2,,,,4,4,4,4,5,4,4,4,2,3,4,6,2,4,4,2,2,3,3.3,4
응용공학,27,2,400,4,4,1,,2,,2,,2,7,2,2,1,2,,1,1,2019400,2095000,2019600,1,2,1,1,4,5,5,5,4,4,4,4,4,5,3,4,2,3,7,4,2,3,3.8,5
응용공학,27,2,480,5,5,1,,2,,2,,2,6,1,2,1,1,885,1,1,2002000,,,1,2,1,1,5,5,5,5,5,5,4,4,3,5,4,5,1,5,7,1,2,3,3.9,3
응용공학,27,2,105,3,1,1,,2,,2,,2,6,2,2,1,2,,2,1,2115000,4111804,1014300,2,,,,3,5,2,5,5,5,5,3,4,5,1,6,1,6,5,3,3,3,3,2
응용공학,27,2,160,3,2,2,,2,,2,,2,6,2,2,1,2,,2,1,5010500,,,1,2,2,2,4,3,1,3,4,5,5,4,1,3,2,5,1,4,5,1,3,3,3.8,3
응용공학,28,2,370,4,4,1,,2,,2,,2,8,2,2,1,1,,1,1,2019600,,,2,,,,4,4,5,5,5,5,5,5,4,2,4,6,1,3,3,4,4,3,3.2,4
응용공학,27,2,160,3,1,2,,2,,2,,2,4,1,2,2,2,,1,2,,,,2,,,,4,5,4,4,4,3,4,3,3,3,3,7,2,3,5,1,4,3,3,5
응용공학,25,2,70,2,4,2,,1,화학공학과,2,,1,2,2,1,1,2,890,2,2,,,,1,2,2,2,5,4,3,5,4,5,4,4,4,3,4,6,2,3,4,1,4,3,3,4
응용공학,26,,,,,,0,2,,2,,2,5,2,1,1,2,,1,1,1009000,,,2,,,,4,5,5,4,4,4,5,5,4,3,4,7,2,3,6,1,4,3,3.6,4
응용공학,24,,,,,,0,2,,2,,1,,2,2,1,2,,2,1,2060200,2072300,,1,2,2,1,4,4,3,4,5,5,4,5,2,2,4,8,2,3,4,3,5,3,3.5,4
교양공학,28,2,290,3,5,1,,2,,2,,2,7,2,2,2,2,,1,1,2061100,,,1,2,2,1,5,5,5,4,3,4,4,4,2,4,3,6,1,3,6,1,2,3,3.8,4
교양공학,26,2,160,3,3,2,,2,,2,,2,4,2,2,2,2,,2,2,,,,2,,,,4,5,5,5,4,3,4,5,4,4,4,7,2,4,5,3,3,3,3.7,4
교양공학,25,2,165,2,2,2,,2,,2,,1,3,2,2,1,2,810,1,1,4111804,1013300,,1,2,2,1,5,4,3,4,4,5,5,5,5,5,5,6,2,5,5,3,4,3,3.2,4
교양공학,25,,,,,,,2,,2,,1,3,2,2,1,1,845,1,1,4149200,3000401,,1,1,1,2,5,4,4,4,5,4,4,4,3,3,4,6,2,4,5,1,5,3,3.1,4
교양공학,24,,,,,,,2,,2,,1,2,2,2,1,2,950,2,1,2058700,,,2,,,,4,5,2,5,3,4,4,4,2,3,4,7,2,3,3,1,5,3,3.9,3
농업학,25,2,200,3,1,2,,2,,2,,1,2,1,2,2,2,,2,1,2025900,4111804,2027100,2,,,,4,4,3,5,4,4,4,4,4,4,4,8,2,4,6,3,1,3,2.8,3
농업학,25,2,185,3,3,2,,2,,2,,2,4,2,2,2,2,,2,1,1014300,,,2,,,,4,4,2,3,4,4,4,5,3,4,3,8,2,4,5,3,2,3,3,4
농업학,27,,,,,,,2,,2,,2,4,2,1,2,2,640,1,1,2047900,,,2,,,,5,1,4,3,5,5,5,4,3,3,3,7,2,4,7,3,3,3,3.9,5
농업학,26,2,233,4,1,2,,2,,2,,1,5,2,2,2,1,500,2,2,,,,2,,,,4,3,4,4,3,4,4,4,4,4,4,5,2,4,6,3,3,3,2.8,4
농업학,25,1,150,4,4,2,,2,,2,,6,2,2,1,2,2,,2,2,,,,2,,,,3,2,5,4,3,5,3,5,3,5,1,8,1,3,5,1,4,3,4,4
농업학,26,,,,,,,2,,2,,6,2,2,2,1,2,,2,2,,,,2,,,,5,5,5,4,5,5,5,4,4,3,4,8,1,4,4,1,4,3,3.5,4
농업학,24,,,,,,,2,,2,,1,,2,2,1,2,,2,1,2025600,,,2,,,,5,5,4,5,5,5,5,5,3,4,5,7,2,3,6,1,4,3,3.8,4
농업학,24,2,250,4,4,2,,2,,2,,1,,2,2,2,2,,1,2,,,,2,,,,4,4,3,3,3,3,4,5,4,3,4,7,2,3,7,1,4,3,4.2,5
농업학,35,2,250,3,4,2,,2,,2,,2,,2,2,2,2,,2,2,,,,2,,,,5,5,4,5,5,4,4,4,3,3,4,6,2,4,5,3,5,3,4,4
농업학,49,2,410,4,5,2,,2,,2,,2,,2,2,2,2,,1,1,2059200,,,2,,,,5,5,5,5,5,5,4,4,4,4,4,6,2,3,6,3,5,3,4,4
수산학,27,2,420,4,4,1,,2,,2,,2,,2,2,1,2,840,1,1,1018000,2038500,,1,1,2,2,5,4,4,3,5,5,3,5,3,3,1,7,1,4,6,1,4,3,3.3,5
수산학,24,2,160,2,2,2,,2,,2,,1,1,2,2,2,2,645,2,1,1018000,,,2,,,,4,4,5,4,4,2,2,2,2,2,2,7,2,4,7,4,4,1,3,4
산림/원예학,25,,,,,,,2,,2,,1,2,2,1,1,2,725,2,1,5010500,,,2,,,,5,4,3,4,4,4,5,5,3,4,4,5,2,3,5,4,1,3,3.7,4
산림/원예학,23,2,170,2,5,1,,2,,2,,1,,2,2,2,2,,1,1,2043100,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,4,7,3,2,3,4.1,4
산림/원예학,27,2,255,5,5,1,,2,,2,,2,6,2,2,1,2,,1,1,2041900,2025600,,2,,,,5,3,5,5,5,5,3,3,1,3,1,7,1,4,7,3,3,2,3.2,3
산림/원예학,26,2,200,3,3,2,,2,,2,,2,4,1,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,3,4,3,3,3,3,3
산림/원예학,23,2,150,3,3,2,,2,,2,,1,,2,2,2,2,,2,1,4169902,,,2,,,,4,4,5,5,4,4,4,4,3,5,4,7,2,2,6,3,3,3,3.6,4
산림/원예학,25,2,158,3,1,2,,2,,2,,1,2,2,2,1,2,,1,2,,,,1,2,2,2,3,1,1,3,4,5,5,5,3,5,2,6,2,1,6,1,3,3,3,2
산림/원예학,24,2,180,4,2,2,,2,,2,,1,,2,2,2,2,300,2,2,,,,2,,,,4,2,2,3,4,5,5,5,2,4,3,6,2,3,5,1,4,3,3.3,4
산림/원예학,24,1,140,3,1,2,,2,,2,,1,,2,2,1,2,,2,1,2025600,2043100,,1,2,2,2,4,5,5,4,5,5,5,5,3,4,3,7,2,3,5,1,4,3,4.1,3
