전공,졸업당시나이,알바 여부,월 소득,직장_만족도,직장_전공일치정도,직장_요구자격증여부,합격경험,복수전공여부,복수전공명,부전공여부,부전공명,군복무경험,휴학학기수,졸업유예경험,대학원경험,재학중재직경험,어학연수경험,토익점수,취업목표유무,자격증여부,자격증_1,자격증_2,자격증_3,구직활동경험,공모전수상,대외활동,면접훈련,중요도_근로소득,중요도_흥미,중요도_전공관련성,중요도_개인발전가능성,중요도_직업자체전망,중요도_직장안정성,중요도_근무환경,중요도_복리후생,중요도_회사규모,중요도_출퇴근거리,중요도_사회적평판,하루평균수면시간,흡연여부,음주선호도,삶의 만족도,부모님자산규모,월평균생활비,학교소재,졸업 평점 유형,졸업 평점,현재 건강상태
기전공학,26,2,200,3,4,2,,2,,2,,2,8,2,2,2,1,,2,1,2030000,2047400,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,1,3,6,3,30,4,3,3.9,3
기전공학,25,2,250,3,5,1,,2,,2,,2,6,2,2,1,2,,1,1,2036100,,,1,2,2,1,4,5,3,5,5,4,3,2,2,3,3,6,2,3,4,2,40,4,3,3.9,3
기전공학,25,2,200,3,3,2,,2,,2,,2,7,2,2,1,2,,2,1,2063700,,,2,,,,4,4,3,4,4,4,5,5,3,4,3,7,2,3,5,1,20,4,3,3.5,4
기전공학,26,2,291,5,4,1,,2,,2,,2,8,2,2,2,2,,2,1,2006200,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,3,6,3,10,5,3,4.2,5
기전공학,25,,,,,,1,2,,2,,2,,2,2,2,2,,1,1,2021000,4158410,1014300,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,7,2,2,4,4,50,5,3,3.4,4
응용공학,26,2,200,4,5,1,,2,,2,,1,,2,2,1,2,,1,1,1014300,,,2,,,,5,5,5,5,5,5,5,5,2,3,3,6,2,4,7,2,40,2,3,4.4,5
응용공학,22,2,160,1,1,2,,2,,2,,7,,2,1,2,2,,2,1,3003900,2085100,,2,,,,4,5,5,5,5,5,5,5,1,1,1,5,2,4,2,3,50,2,3,4.2,2
응용공학,27,2,230,4,1,2,,2,,2,,2,8,2,2,1,2,,2,2,,,,2,,,,5,3,1,4,4,4,3,4,2,3,3,6,1,3,6,4,150,2,3,3,4
응용공학,22,2,220,3,1,2,,2,,2,,1,,2,2,1,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,8,2,1,4,2,100,2,3,3.8,5
응용공학,24,1,160,3,1,2,,2,,2,,2,4,2,2,2,2,,1,2,,,,2,,,,4,3,3,4,3,4,4,4,2,3,2,6,2,3,4,2,50,4,3,3,2
응용공학,26,2,320,4,5,1,,2,,2,,2,4,2,2,1,1,,1,1,2061200,,,1,1,2,1,4,4,4,4,5,5,5,5,4,3,4,6,2,3,6,2,50,4,3,4.2,4
응용공학,25,2,200,4,1,1,,2,,2,,2,6,2,2,2,2,,2,1,2043900,2001200,,2,,,,5,5,3,5,3,5,5,3,5,1,3,8,1,3,7,3,30,5,3,2.7,5
응용공학,24,1,170,3,1,2,,2,,2,,2,,2,2,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,4,5,3,2,3,5,1,3,4,3,80,5,1,3,3
응용공학,22,2,130,2,3,2,,2,,2,,2,,2,2,1,2,,1,1,2009800,,,1,2,2,1,5,4,3,4,4,4,4,3,4,4,4,6,1,3,6,2,20,5,3,4,4
농수산,28,2,190,5,5,2,,2,,2,,2,,2,2,2,2,,1,1,2116500,2084200,1013300,1,2,1,1,5,5,5,5,5,5,5,5,3,5,5,6,1,4,7,5,80,2,3,3.9,5
농수산,53,2,250,3,4,2,,2,,2,,3,,2,2,2,2,,2,1,2012200,,,2,,,,4,4,4,4,4,4,4,3,3,3,4,6,2,1,6,1,100,4,3,4.3,4
농수산,23,2,200,5,5,2,,1,비즈니스 계열,2,,1,,2,2,1,2,,2,1,2116600,,,2,,,,3,4,4,4,4,4,4,4,4,4,4,7,2,1,5,5,300,5,3,3.8,4
농수산,40,2,150,4,5,2,,2,,2,,1,2,2,2,2,2,,2,1,2043000,2016300,2023000,1,1,1,2,5,5,5,5,5,4,4,4,2,4,3,6,2,3,5,6,600,5,3,4.5,4
농수산,26,2,250,3,4,2,,2,,2,,2,,2,2,2,2,,1,2,,,,2,,,,5,5,4,5,5,4,4,3,3,4,4,6,1,1,7,4,250,5,3,3.2,4
농수산,32,2,200,2,4,2,,2,,2,,3,,2,2,2,2,,1,1,2081400,2016300,,2,,,,4,4,2,4,5,3,3,2,2,4,1,6,1,5,4,3,130,5,3,3.7,2
농수산,29,2,100,4,5,2,,2,,2,,2,,2,2,2,2,,2,2,,,,2,,,,4,4,3,4,4,4,4,4,4,4,4,7,1,5,6,4,1000,5,1,3,4
원예,23,2,200,4,3,2,,2,,2,,1,,2,2,1,2,,2,1,1014300,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,8,2,3,6,4,100,2,1,3.8,4
원예,23,,,,,,,2,,2,,1,,2,2,1,2,,2,1,2060500,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,8,2,3,5,5,30,2,1,4,4
원예,39,2,500,3,3,2,,2,,2,,2,,2,1,2,2,,2,1,2034300,2034000,2059200,2,,,,4,5,4,3,4,4,4,3,3,3,3,6,2,1,6,5,300,5,3,3.5,4
원예,38,,,,,,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,5,4,4,3,4,3,8,2,1,2,3,60,5,1,3.8,1
원예,71,2,120,4,4,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,5,3,4,4,4,4,3,3,3,4,8,2,1,6,7,100,5,3,4.5,4
원예,23,2,360,4,5,2,,2,,2,,7,,2,2,1,2,200,1,2,,,,2,,,,5,4,4,5,5,4,5,5,3,4,2,5,2,3,5,1,60,5,3,3.7,3
생물,24,2,185,1,5,2,,2,,2,,2,4,2,1,1,2,,2,2,,,,2,,,,5,4,4,4,4,5,4,4,2,2,3,5,2,3,6,2,50,2,3,2.3,4
생물,24,2,160,3,5,2,,2,,2,,1,,2,1,1,2,,1,2,,,,2,,,,4,3,3,3,4,4,4,4,3,5,3,4,2,2,4,2,50,2,3,4.4,2
생물,25,2,190,3,3,1,,2,,2,,2,6,2,2,2,2,,2,1,2040000,,,2,,,,5,4,3,4,4,5,4,4,4,5,3,6,1,4,6,4,30,3,3,3.8,4
생물,24,2,200,3,2,2,,2,,2,,1,,2,2,2,2,,2,1,4066701,,,2,,,,4,4,4,3,3,4,3,4,3,3,3,6,2,1,4,1,100,3,3,3.2,4
생물,24,,,,,,,2,,2,,2,4,2,1,2,2,,2,1,2026100,2054300,2027100,2,,,,5,5,4,4,5,5,4,4,4,4,3,7,2,4,7,4,250,3,3,3.3,5
생물,24,2,250,4,5,2,,2,,2,,2,4,2,2,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,4,7,1,80,4,1,3.6,5
생물,27,2,250,3,5,2,,2,,2,,2,,1,2,2,2,,1,1,1014300,2116600,,2,,,,5,5,5,5,5,5,5,5,4,5,4,7,2,5,5,2,100,5,3,4.3,3
생물,34,2,120,5,3,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,2,4,4,3,4,4,2,4,4,7,2,3,6,2,60,5,3,3.6,4
자원,24,2,170,4,2,2,,2,,2,,1,,2,2,2,2,,2,1,1000400,,,2,,,,4,5,4,5,5,5,4,5,4,5,4,7,2,3,4,3,100,4,3,4.1,4
자원,64,2,60,2,5,1,,2,,2,,1,,2,1,2,2,,1,1,4149500,4038604,4050403,2,,,,5,5,5,5,5,3,3,3,4,5,5,8,2,1,7,5,100,4,3,3.8,5
환경,21,2,260,4,4,1,,2,,2,,1,,2,2,2,2,,1,1,2057500,,,2,,,,4,5,5,4,4,4,4,4,2,5,3,7,2,4,6,1,70,2,3,3.3,4
환경,32,2,330,3,4,2,,2,,2,,3,,2,2,2,2,505,1,1,2059700,2084200,,2,,,,4,4,4,4,4,3,3,3,4,4,4,6,2,4,4,3,150,4,3,4,4
환경,28,,,,,,,2,,2,,2,,2,2,1,2,,1,1,2084200,,,1,2,2,2,5,4,3,4,4,5,4,4,3,3,3,7,1,2,4,6,20,4,3,3.5,4
환경,25,2,230,2,3,1,,2,,2,,2,6,2,2,1,2,,2,1,2059700,2057500,,1,2,2,1,4,4,4,4,4,5,5,5,4,3,3,7,1,4,5,4,70,5,3,3.1,4
환경,24,,,,,,,2,,2,,2,4,2,2,2,2,,2,1,2039700,2039500,,1,2,2,1,4,4,3,4,4,5,4,5,3,4,3,7,1,4,5,3,50,5,3,3.8,4
환경,27,2,300,3,3,1,,2,,2,,2,,2,2,1,2,860,2,1,2077300,,,1,2,2,1,5,3,3,4,5,5,3,5,5,5,4,6,2,3,6,5,80,5,3,4.1,5
환경,27,2,450,4,4,2,,2,,2,,2,,2,2,1,2,,1,1,2084200,2019500,2000700,1,2,2,1,5,3,4,4,4,5,5,5,4,3,4,7,2,4,5,6,250,5,3,3.8,4
가정관리,29,,,,,,,2,,2,,1,11,2,2,1,2,,2,1,1000400,4038602,,2,,,,5,5,3,4,3,5,5,5,2,5,4,7,2,1,6,5,200,2,3,4,4
가정관리,24,,,,,,2,2,,2,,1,,2,2,2,1,,1,1,1013600,,,2,,,,4,5,4,5,4,4,3,4,4,5,4,7,2,1,6,5,60,2,2,3.7,4
가정관리,23,1,180,3,4,1,,2,,2,,1,,2,2,1,2,,2,1,1013600,,,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,8,2,4,4,5,100,2,3,3.6,4
가정관리,22,1,65,5,3,2,,2,,2,,1,,2,2,2,2,,2,1,2040600,2041000,,1,2,2,2,5,5,5,4,5,5,4,5,3,3,3,8,2,1,7,1,60,3,3,3.7,5
식품/조리,22,1,200,5,1,2,,2,,2,,1,,2,1,2,2,,2,1,2027100,,,2,,,,5,5,3,4,4,5,5,4,3,4,4,8,2,4,5,6,42,1,3,3.7,4
식품/조리,23,2,175,2,4,2,,2,,2,,1,,2,1,1,2,,1,2,,,,2,,,,4,5,5,5,5,5,5,5,5,4,4,6,2,4,4,2,40,1,3,4.2,4
식품/조리,24,2,200,3,4,1,,2,,2,,7,,2,2,2,2,,2,1,2054300,,,2,,,,5,4,4,4,4,5,4,4,4,3,3,7,2,1,6,1,20,2,2,4.1,5
식품/조리,22,2,165,2,1,2,,2,,2,,1,,2,2,1,2,,2,1,2116500,3007600,3003900,1,2,2,2,5,5,1,3,4,5,4,4,4,5,4,9,2,3,7,1,300,2,3,4,3
식품/조리,25,,,,,,,2,,2,,2,4,2,2,1,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,8,2,1,5,4,60,2,3,2.9,4
식품/조리,24,,,,,,0,2,,2,,2,4,2,2,1,2,,1,1,2027100,2054300,2043800,1,2,2,2,4,5,5,4,5,4,4,4,3,5,3,7,2,5,7,5,100,2,3,3.8,5
식품/조리,22,2,230,4,4,2,,2,,2,,1,,2,2,2,2,,1,1,4111000,,,2,,,,5,5,4,5,4,5,5,5,2,3,3,5,2,3,7,4,150,2,1,2,4
식품/조리,23,2,170,3,2,2,,2,,2,,1,,2,2,1,2,,2,2,,,,2,,,,5,4,2,3,3,4,4,4,4,5,3,6,2,2,5,2,60,2,3,3.2,4
식품/조리,23,2,160,2,5,1,,2,,2,,1,,2,2,1,2,,2,1,1012600,,,1,2,2,2,4,4,4,4,3,5,5,4,3,5,2,6,2,4,5,3,100,2,1,3,4
식품/조리,21,2,185,2,2,2,,2,,2,,1,,2,2,1,2,,2,2,,,,2,,,,5,4,3,4,4,4,4,3,2,5,3,6,2,4,4,3,100,2,3,4.2,2
식품/조리,22,1,280,4,4,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,5,4,4,5,4,5,5,4,4,6,2,4,6,4,70,2,1,3.7,4
식품/조리,24,2,185,4,4,1,,2,,2,,2,4,2,2,1,2,,1,1,2054300,2027100,2057500,1,2,2,2,4,5,5,5,3,3,4,5,1,3,3,8,2,4,4,4,30,2,1,2.8,1
식품/조리,24,2,200,4,5,1,,2,,2,,1,,2,2,1,2,,1,1,1012600,1014303,,2,,,,5,5,5,4,4,5,5,5,4,4,4,7,2,3,5,3,70,2,3,4.3,4
식품/조리,25,,,,,,0,2,,2,,3,6,2,2,2,2,,1,1,2054300,2027100,2032900,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,5,1,2,4,3,50,3,3,3.4,5
식품/조리,22,,,,,,3,2,,2,,2,,2,2,1,2,,1,1,2027100,2054300,2043800,1,1,1,2,3,5,5,5,5,5,5,5,5,3,1,8,2,3,7,4,20,3,3,4.3,5
식품/조리,26,2,333,4,4,1,,2,,2,,2,,2,2,2,2,,2,1,2084200,,,2,,,,4,5,5,5,5,5,4,4,4,4,4,7,2,4,6,3,100,3,3,3.6,5
식품/조리,24,2,200,3,1,2,,2,,2,,2,4,2,2,2,2,,2,1,2054300,2043800,2032900,2,,,,5,4,4,4,4,4,4,4,4,4,4,6,1,3,4,4,150,4,1,4,4
식품/조리,27,,,,,,,2,,2,,7,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,5,4,4,3,4,7,2,3,5,2,35,4,1,3,4
식품/조리,23,2,184,4,3,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,5,5,5,5,4,5,5,5,4,4,8,2,3,7,1,50,4,3,4.2,4
식품/조리,22,2,150,3,4,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,4,4,6,100,4,3,4.3,3
식품/조리,25,2,230,4,3,1,,1,식품조리과,2,,2,6,2,2,1,2,,2,1,2054300,,,2,,,,4,4,4,4,4,4,4,4,4,3,4,9,1,3,7,4,80,4,3,4.3,5
식품/조리,25,1,150,3,1,2,,2,,2,,1,,2,2,2,2,,2,1,5008600,3003900,3007600,2,,,,5,5,5,5,5,5,5,5,4,4,3,6,2,3,4,1,80,4,3,3.2,4
식품/조리,24,,,,,,,2,,2,,2,5,2,2,2,2,,2,1,2040600,,,2,,,,4,5,2,5,5,5,5,3,2,2,1,10,2,3,6,5,50,4,1,3,3
식품/조리,61,2,200,2,3,2,,2,,2,,4,,2,2,2,2,,2,1,1018000,1006100,1011500,2,,,,5,5,4,4,5,5,5,5,5,4,4,5,2,3,5,7,150,4,3,4.2,4
식품/조리,26,2,250,3,5,1,,2,,2,,2,,2,2,2,2,,2,2,,,,2,,,,5,5,5,5,4,5,5,5,3,4,3,7,2,3,7,1,50,4,3,4.2,5
식품/조리,57,2,100,4,4,1,,2,,2,,1,,2,2,2,2,,2,1,2027100,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,6,1,1,7,7,160,4,3,3.8,3
식품/조리,22,2,250,5,3,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,3,5,4,3,4,4,5,4,4,5,4,7,2,2,7,3,80,4,3,4,4
식품/조리,24,2,190,3,3,1,,2,,2,,1,4,2,2,1,1,,2,1,2027100,2054300,,1,2,2,1,5,4,4,4,4,4,4,5,4,4,4,6,2,3,4,4,100,4,1,3.8,2
식품/조리,22,,,,,,0,2,,2,,1,,2,2,1,2,,2,1,2041000,4111000,,1,2,2,2,5,4,3,4,5,5,4,4,3,4,4,7,2,2,5,4,30,4,3,3.9,4
의류/의상,22,,,,,,,2,,2,,1,,2,1,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,8,1,3,6,6,30,1,1,3.8,4
의류/의상,53,2,175,1,1,1,,1,사회복지학과,2,,1,,2,2,2,2,,1,1,1012700,1010901,2027200,2,,,,4,4,3,4,4,4,4,4,3,4,3,8,2,1,6,2,350,1,3,3.8,3
지적,24,2,200,2,1,2,,2,,2,,2,4,2,1,2,2,,2,2,,,,1,2,2,1,4,3,2,4,4,4,4,4,3,4,3,6,2,6,4,2,30,1,3,2.5,3
지적,24,1,130,3,1,2,,2,,2,,2,2,2,2,1,2,,1,2,,,,2,,,,3,4,2,4,4,5,5,5,4,2,4,7,2,3,5,5,20,1,3,2.7,4
지적,24,,,,,,,2,,2,,2,4,2,2,2,2,,1,1,2044600,,,1,2,2,2,4,5,5,2,2,4,4,3,1,2,3,5,2,2,5,4,470,1,3,4,4
지적,22,,,,,,,2,,2,,7,2,2,2,1,2,,2,2,,,,1,2,2,2,5,5,2,4,5,5,4,3,3,4,2,7,2,3,5,3,20,1,3,3.1,4
지적,23,1,60,4,2,2,,2,,2,,1,,2,2,1,2,,1,1,2044600,,,2,,,,5,5,3,5,5,5,5,5,5,3,5,7,2,4,7,5,70,1,3,4,4
지적,23,2,160,2,4,2,,2,,2,,1,2,2,2,2,2,,2,2,,,,2,,,,5,4,4,4,4,4,4,4,4,4,4,6,2,4,4,2,50,1,1,2.7,3
지적,30,2,220,2,4,1,,2,,2,,2,,2,2,2,2,815,2,1,2044600,2048700,2039800,2,,,,4,4,3,3,3,4,4,4,1,3,2,5,2,3,4,4,100,5,3,4.1,3
간호,28,2,416,4,5,1,,2,,2,,1,,2,2,2,2,,1,1,1000300,,,1,2,2,1,5,4,4,3,4,5,5,5,3,5,4,8,2,3,5,4,100,1,3,3.9,4
간호,24,2,300,4,5,1,,2,,2,,1,,2,2,1,2,890,1,1,5017200,1000300,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,3,7,6,150,1,3,3.8,2
간호,34,,,,,,,2,,2,,1,,2,2,2,2,,2,1,1000300,,,2,,,,4,4,5,5,3,4,5,5,2,4,3,5,2,1,7,4,150,2,3,4,3
간호,24,,,,,,1,2,,2,,1,,2,2,2,2,,1,1,1000300,5010502,4148800,1,2,2,2,4,4,5,4,4,4,4,4,4,4,4,6,2,2,5,3,100,2,3,3.9,4
간호,29,2,283,4,4,1,,2,,2,,1,,2,2,2,2,,2,1,1000300,,,2,,,,5,4,4,4,4,5,5,4,3,5,3,8,2,3,5,4,110,2,3,3.9,2
간호,40,2,300,3,4,1,,2,,2,,1,,2,2,2,2,,1,1,1000300,,,2,,,,4,4,4,5,5,4,5,3,4,5,4,7,2,3,6,2,120,2,3,3.8,4
간호,26,2,300,3,4,1,,2,,2,,1,,2,2,1,2,400,2,1,1000300,,,2,,,,4,4,4,4,4,4,4,4,4,4,3,4,2,5,4,2,50,2,3,3.5,2
간호,27,2,250,4,4,1,,2,,2,,1,,2,2,2,2,,1,1,1000300,,,2,,,,4,5,4,5,4,4,5,4,4,5,4,7,2,4,6,4,100,2,3,4,5
간호,42,2,300,5,4,1,,2,,2,,1,,2,2,2,2,,1,1,1000300,2078300,,1,2,1,1,5,5,5,4,4,4,4,4,5,5,4,6,2,1,6,5,100,2,3,4,4
간호,24,,,,,,,2,,2,,1,,2,2,2,2,,1,1,1000300,,,2,,,,4,5,5,5,5,5,5,5,5,3,5,5,2,3,6,3,200,2,3,3.7,3
간호,27,2,250,3,2,1,,2,,2,,2,6,2,2,1,2,,2,1,1000300,,,2,,,,5,4,4,4,3,4,5,5,4,5,4,8,2,4,4,1,100,3,3,3.5,3
간호,26,2,320,5,5,1,,2,,2,,2,2,2,2,1,2,,2,1,1000300,,,2,,,,5,2,1,1,4,5,5,5,3,2,1,5,1,5,4,2,60,3,3,3.2,5
간호,23,2,300,2,5,1,,2,,2,,1,,2,2,1,1,900,2,1,1000300,,,2,,,,5,3,4,5,5,5,5,5,5,5,5,6,2,3,7,1,150,4,3,3.5,2
간호,23,2,200,4,4,1,,2,,2,,1,,2,2,2,2,,1,1,1000300,,,2,,,,5,5,5,5,5,5,5,5,4,4,5,7,2,3,5,4,55,4,3,3.8,5
간호,24,2,270,4,5,1,,2,,2,,1,,2,2,1,2,,1,1,1000300,,,1,2,2,1,5,4,5,5,3,3,4,5,4,4,4,5,2,5,5,2,50,4,3,3.8,4
간호,24,2,240,4,3,1,,2,,2,,1,,2,2,2,2,700,2,1,1000300,,,2,,,,5,4,4,4,4,5,5,5,4,4,4,8,2,3,5,5,80,4,3,3.8,4
간호,36,2,250,4,3,1,,2,,2,,1,,2,2,2,2,,2,1,1000300,,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,3,6,2,1,4,2,200,4,3,3.6,4
간호,23,2,300,4,5,1,,2,,2,,1,,2,1,2,2,,1,1,1000300,,,2,,,,5,5,5,4,5,5,5,5,4,4,4,10,2,4,5,1,100,4,3,3,4
간호,24,2,230,3,4,1,,2,,2,,6,,2,2,1,2,,2,1,1000300,,,2,,,,4,4,5,3,4,3,3,4,3,3,3,5,1,4,5,4,150,5,3,3.4,4
간호,24,2,220,3,5,1,,2,,2,,1,,2,2,2,2,,1,1,1000300,4038604,,1,2,2,1,5,4,4,4,4,4,5,5,4,5,5,7,2,3,6,3,80,5,3,3.8,3
간호,28,2,216,1,5,1,,2,,2,,1,,2,2,1,2,,2,1,1000300,,,2,,,,5,5,5,5,5,5,5,5,4,5,5,6,2,2,4,1,80,5,3,3.8,2
보건,45,2,360,4,4,1,,2,,2,,1,,2,1,2,2,,1,1,1016400,,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,2,1,5,6,150,1,3,3.5,4
보건,23,1,140,3,2,2,,2,,2,,2,4,2,2,2,2,,2,1,2116600,,,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,7,1,4,4,2,50,2,3,3,4
보건,24,,,,,,,2,,2,,1,,2,2,1,2,,2,1,1016400,4003602,4038602,2,,,,5,3,4,4,2,2,5,5,3,5,3,8,2,1,4,3,120,2,3,4.3,3
보건,25,2,200,3,3,1,,2,,2,,2,4,2,2,2,2,,2,1,1013400,3007600,,2,,,,4,4,4,4,4,4,4,4,4,4,4,4,2,3,7,1,150,2,3,3,5
보건,23,2,190,3,4,1,,2,,2,,1,,2,1,2,2,800,2,1,1016400,,,2,,,,4,5,5,4,5,5,5,3,2,5,3,8,2,3,6,5,30,2,2,4,3
보건,24,1,12,4,4,2,,2,,2,,2,4,2,2,1,2,,2,1,1019400,,,2,,,,3,4,4,4,4,4,4,4,3,3,4,6,2,3,6,1,40,3,3,3.8,4
보건,23,2,190,4,4,1,,2,,2,,1,,2,2,2,2,,2,1,1016400,,,2,,,,5,4,3,3,4,5,5,5,3,3,3,7,2,3,5,4,40,3,3,3.5,3
보건,23,2,300,3,4,1,,2,,2,,1,,2,2,2,1,,2,1,1013400,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,2,1,4,1,100,3,3,3.8,3
보건,22,2,168,1,3,1,,2,,2,,1,,2,2,1,2,,2,1,1016400,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,1,4,3,5,60,4,3,3,3
보건,23,,,,,,,2,,2,,1,,2,2,1,2,460,2,1,4070500,4148800,1016400,1,2,1,1,4,3,3,5,5,5,2,4,4,3,2,6,2,4,5,3,80,4,3,3,4
보건,25,2,300,4,4,2,,2,,2,,2,,2,2,1,2,,1,1,2043900,2043000,,1,2,2,2,5,5,4,4,5,5,4,4,3,4,3,8,1,3,6,2,200,4,3,4.2,5
보건,23,1,270,4,3,1,,2,,2,,1,,2,2,1,2,,2,1,1013400,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,1,4,6,5,100,4,1,3,4
보건,24,,,,,,,2,,2,,1,,2,2,2,2,,1,1,4038604,4039503,5010502,2,,,,5,5,3,5,4,5,4,4,1,4,3,8,2,4,5,3,40,4,3,3,1
보건,24,2,350,4,5,1,,2,,2,,2,4,2,2,1,2,,1,1,2116700,1014300,,2,,,,5,5,3,5,5,5,5,5,1,5,4,7,2,5,7,3,100,4,3,4,5
보건,22,2,190,3,2,2,,2,,2,,9,,2,2,1,2,,1,2,,,,1,2,2,1,5,4,4,5,5,5,4,4,3,4,4,7,1,4,6,3,80,4,3,3.5,4
보건,26,2,250,5,5,1,,2,,2,,2,4,2,2,1,2,,2,1,1013400,,,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,6,1,5,7,1,100,4,3,3.8,5
보건,24,2,200,4,5,1,,2,,2,,1,,2,2,2,2,,2,1,1016400,,,2,,,,5,4,4,5,5,5,5,5,5,5,4,7,2,4,5,2,30,5,3,4,4
보건,27,2,220,3,4,1,,2,,2,,2,,2,2,1,2,,1,2,,,,1,2,2,1,3,5,5,5,5,5,5,5,3,3,5,7,1,3,7,5,60,5,3,4.3,5
보건,23,,,,,,,2,,2,,1,,2,2,2,2,,1,2,,,,2,,,,5,5,5,4,4,4,4,4,5,5,4,8,2,4,5,3,30,5,3,3,3
재활,23,2,230,3,4,1,,2,,2,,1,,2,2,1,2,,1,1,1009100,,,1,2,2,2,5,4,5,4,4,4,4,4,3,5,4,6,1,3,5,5,80,2,2,3,4
재활,24,1,211,3,5,1,,2,,2,,2,4,2,2,1,2,,2,1,1009100,,,2,,,,5,3,3,4,4,4,4,4,4,4,4,6,1,4,5,5,150,2,3,3,5
재활,26,,,,,,,2,,2,,2,4,2,1,2,2,,2,1,1014500,1010901,1012700,2,,,,5,4,3,5,5,5,5,5,5,5,5,8,2,4,5,5,100,2,3,4,3
재활,24,,,,,,,2,,2,,2,4,2,1,2,2,,1,1,2116500,4073300,,2,,,,3,4,5,5,3,5,4,5,2,4,3,6,1,2,6,2,25,2,3,3.7,4
재활,22,,,,,,,2,,2,,1,,2,1,2,2,,2,1,4179800,4014902,,2,,,,4,5,5,5,5,4,4,5,4,4,4,8,2,1,5,3,50,2,2,3.8,5
재활,31,,,,,,,2,,2,,1,2,2,2,1,2,,1,1,1009100,1010901,1010300,2,,,,5,5,5,5,5,4,5,5,3,5,5,7,2,3,6,2,100,2,3,3.5,4
재활,24,2,230,4,5,1,,2,,2,,1,,2,2,1,2,,1,1,1009100,,,2,,,,4,5,5,4,4,5,5,5,4,3,4,6,2,3,7,4,200,2,3,3,4
재활,25,1,130,4,1,2,,2,,2,,2,4,2,1,1,2,,2,1,1000400,4038604,1010901,2,,,,5,4,4,5,5,5,5,5,5,3,2,9,2,3,6,4,35,3,3,3.4,5
재활,23,2,230,5,4,1,,2,,2,,1,,2,2,2,2,,2,1,1009100,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,8,2,3,7,2,100,3,3,3,2
재활,23,1,80,2,2,2,,2,,2,,1,,2,2,1,2,,1,1,2116500,,,2,,,,4,4,4,4,4,4,4,4,3,2,3,8,2,3,4,2,30,4,3,3.6,4
재활,26,2,230,5,5,1,,2,,2,,2,4,2,2,2,2,,2,1,1009100,,,2,,,,4,4,4,4,5,5,4,4,5,3,4,8,1,5,6,1,120,4,3,3.3,5
재활,24,,,,,,,2,,2,,2,4,2,2,2,2,,1,1,4038604,1009100,,2,,,,3,4,5,3,5,5,4,4,2,2,4,7,2,3,5,3,60,4,3,3.2,5
재활,26,1,55,4,3,2,,2,,2,,2,6,2,1,2,2,,1,1,1014500,,,2,,,,4,5,5,5,5,2,4,4,4,4,5,6,2,3,6,2,50,4,3,4.2,5
재활,22,2,170,2,5,1,,2,,2,,1,,2,1,2,2,,2,1,1014500,,,2,,,,5,3,4,5,5,5,4,4,2,4,2,6,2,5,5,1,120,4,2,4.3,4
재활,23,2,200,3,5,1,,2,,2,,1,,2,2,2,2,,2,1,1009100,,,2,,,,3,4,4,4,4,4,4,4,3,3,4,6,2,4,6,3,70,5,3,3.5,4
재활,25,2,180,3,5,1,,2,,2,,1,,2,2,2,2,,1,1,1014500,1010300,,2,,,,5,4,4,4,4,4,4,4,4,4,4,8,2,1,7,4,20,5,3,4.3,5
재활,26,,,,,,,2,,2,,2,4,2,1,2,2,,2,2,,,,1,2,2,1,5,4,4,5,5,5,5,5,5,5,5,6,1,4,7,6,40,5,3,3.7,5
재활,33,2,180,5,1,1,,2,,1,유아교육과,1,,2,2,1,2,,1,1,2116500,2116600,2039700,2,,,,5,5,5,5,5,5,5,5,5,5,5,5,2,1,7,5,100,5,3,3.8,3
