전공,졸업당시나이,알바 여부,월 소득,직장_만족도,직장_전공일치정도,직장_요구자격증여부,합격경험,복수전공여부,복수전공명,부전공여부,부전공명,군복무경험,휴학학기수,졸업유예경험,대학원경험,재학중재직경험,어학연수경험,토익점수,취업목표유무,자격증여부,자격증_1,자격증_2,자격증_3,구직활동경험,공모전수상,대외활동,면접훈련,중요도_근로소득,중요도_흥미,중요도_전공관련성,중요도_개인발전가능성,중요도_직업자체전망,중요도_직장안정성,중요도_근무환경,중요도_복리후생,중요도_회사규모,중요도_출퇴근거리,중요도_사회적평판,하루평균수면시간,흡연여부,음주선호도,삶의 만족도,부모님자산규모,월평균생활비,학교소재,졸업 평점 유형,졸업 평점,현재 건강상태
영어,23,1,40,4,2,2,,2,,2,,1,4,2,1,1,2,810,2,1,3003900,,,1,2,2,2,4,4,3,5,5,5,5,4,4,4,4,9,2,4,6,5,40,4,3,2.9,3
유럽/기타어,27,,,,,,0,2,,2,,1,4,2,2,2,1,650,1,2,,,,2,,,,3,4,3,4,4,4,5,5,3,4,4,7,2,4,6,5,80,4,3,4.3,4
문예창작,24,2,200,4,1,1,,2,,2,,1,,2,1,2,1,,2,1,2116500,4149200,4012801,2,,,,5,3,3,3,3,5,5,5,3,5,2,7,2,4,4,4,80,1,3,4,4
문예창작,22,,,,,,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,5,4,4,4,5,4,4,4,4,4,7,2,4,5,4,20,1,3,4,3
문예창작,22,2,180,3,5,2,,2,,2,,1,,2,2,2,2,,1,2,,,,1,2,2,2,5,5,2,4,4,3,4,3,3,4,4,8,2,3,7,1,100,2,3,4.3,5
문예창작,23,,,,,,,2,,2,,1,1,2,2,1,2,,1,2,,,,2,,,,3,5,5,5,3,5,5,2,2,5,5,9,2,3,4,-1,50,2,2,3.1,3
문예창작,23,2,203,4,2,2,,2,,2,,1,2,2,2,1,2,,1,1,3003700,,,2,,,,5,3,2,2,2,4,4,4,2,2,3,6,1,2,5,3,70,2,3,3.3,2
문예창작,25,,,,,,,2,,2,,1,4,2,2,1,2,,2,1,4111000,,,1,2,2,2,4,4,4,5,4,4,4,3,3,3,3,6,1,4,5,4,60,2,3,3,4
문예창작,24,,,,,,2,2,,2,,1,2,2,2,1,2,,1,2,,,,1,1,2,1,5,5,4,4,4,4,5,5,2,5,3,7,2,2,5,3,30,2,1,3,3
문예창작,26,,,,,,,2,,2,,1,2,1,2,1,2,,1,2,,,,2,,,,5,5,5,5,5,5,5,5,4,5,5,7,2,3,4,5,15,2,2,3.5,3
교양어,24,1,160,4,3,2,,2,,2,,2,4,2,2,2,2,,1,1,1014300,,,2,,,,5,4,3,3,4,4,4,4,3,4,4,8,2,3,6,4,250,3,3,4,5
교양어,25,2,160,2,2,2,,2,,2,,2,4,2,2,1,2,,2,1,2092400,,,2,,,,5,5,5,5,5,5,5,5,4,4,5,6,2,2,6,3,50,3,3,4.3,4
교양어,22,1,180,3,3,2,,2,,2,,1,,2,2,2,1,700,1,1,5010502,5010501,,2,,,,4,3,3,4,4,4,5,4,3,4,5,3,2,1,6,3,30,3,1,3,4
문헌정보,21,1,150,4,2,2,,2,,2,,1,,2,1,1,2,,2,1,1010600,,,1,2,2,2,4,5,5,4,5,5,5,5,5,5,3,7,2,3,7,2,100,1,3,3.9,1
문헌정보,22,,,,,,0,2,,1,보육학과,1,,2,2,1,2,,1,1,1010600,4021404,,1,2,2,1,3,4,4,4,4,5,4,4,2,5,2,7,2,2,5,4,30,2,3,2.9,3
문헌정보,25,1,120,4,3,2,,2,,2,,2,6,2,2,2,2,,2,2,,,,2,,,,4,4,4,3,3,3,4,4,4,4,3,7,2,3,5,4,60,2,2,4.3,3
문헌정보,36,2,450,3,1,2,,2,,2,,1,,2,2,2,2,,2,1,1010600,2039900,,2,,,,4,4,3,3,3,4,4,4,3,3,3,8,2,3,5,5,300,2,3,3,2
문헌정보,22,1,116,3,4,2,,2,,2,,1,,2,1,1,2,,2,1,1010600,1010300,5010500,2,,,,4,4,4,4,4,5,4,3,4,3,3,4,2,4,3,3,40,2,3,4.3,1
문헌정보,23,,,,,,,2,,2,,1,,2,2,1,2,,2,1,2116600,,,2,,,,5,4,1,4,4,4,4,5,2,3,3,7,2,4,6,5,150,4,3,3,4
문화,22,,,,,,,2,,2,,1,,2,2,1,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,5,8,2,1,6,3,30,1,3,4,4
문화,27,2,200,4,4,2,,2,,2,,1,,2,2,1,2,,2,1,3007600,,,2,,,,4,4,4,3,4,5,5,5,4,5,3,7,2,4,5,5,150,2,3,4.2,4
문화,24,,,,,,,2,,2,,1,4,2,2,2,2,,1,1,1010901,,,1,2,2,1,3,5,4,4,3,4,5,4,4,4,3,9,2,1,5,5,20,3,1,4,3
문화,54,2,250,5,2,2,,1,문화재학과,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,3,3,3,4,6,2,1,6,3,50,4,3,4.3,4
인문일반,22,2,130,3,2,2,,2,,2,,1,,2,2,1,2,,2,1,4160702,,,1,2,2,1,4,5,2,4,4,3,4,4,3,4,3,6,2,3,5,3,20,5,3,3.8,4
인문일반,52,2,280,2,3,1,,2,,2,,2,,2,2,2,2,,2,2,,,,2,,,,4,4,4,5,5,5,5,4,4,5,5,7,2,3,5,7,200,5,1,3,3
인문일반,33,2,500,3,3,2,,2,,2,,2,,2,2,2,2,,1,1,2116500,3003700,4050200,2,,,,5,5,5,5,5,5,5,5,5,5,5,6,2,4,6,1,180,5,1,3.5,5
인문일반,23,2,185,3,4,1,,2,,2,,1,,2,2,1,2,,1,1,1000400,,,1,2,2,2,5,2,2,2,2,5,2,2,2,5,2,6,1,1,4,2,58,5,1,2,3
경영/경제,24,2,180,4,4,1,,2,,2,,1,,2,2,1,1,600,2,2,,,,1,2,2,1,5,5,5,5,5,5,5,5,2,4,5,8,2,4,5,3,50,1,3,3.2,3
경영/경제,23,2,210,4,4,1,,2,,2,,1,2,2,2,1,2,,1,1,3003700,,,2,,,,5,5,4,4,4,3,4,4,3,5,3,5,2,3,6,1,80,1,3,3.8,2
경영/경제,24,2,220,4,1,2,,2,,2,,1,1,2,1,1,2,,2,2,,,,2,,,,5,5,4,5,5,5,4,5,3,4,4,8,2,2,4,1,80,1,3,3.9,4
경영/경제,28,2,175,1,3,2,,2,,2,,1,2,2,2,2,2,,2,1,2114500,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,6,2,3,5,2,100,1,3,4.2,4
경영/경제,22,2,220,3,3,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,5,5,4,4,5,5,5,6,2,1,7,3,40,1,3,2.7,3
경영/경제,24,1,29,3,1,2,,2,,2,,1,,2,2,1,2,,2,1,4150600,2114500,4111804,1,2,2,2,5,5,3,5,5,5,5,5,4,5,4,7,2,4,5,1,110,2,3,4.1,4
경영/경제,26,2,220,2,3,2,,2,,2,,2,4,2,2,1,2,,2,1,1014300,,,2,,,,5,4,3,3,3,3,3,3,3,3,3,7,2,4,4,1,200,2,3,3.9,3
경영/경제,25,2,190,3,1,2,,2,,2,,1,,2,1,2,2,,1,2,,,,1,1,2,2,4,3,3,4,3,5,4,4,3,4,4,5,2,1,3,6,40,2,3,3.5,3
경영/경제,25,2,190,2,3,1,,2,,2,,2,6,2,2,1,1,,1,2,,,,1,2,2,2,4,4,4,4,4,4,4,4,3,3,3,6,1,3,5,2,30,2,3,3.3,4
경영/경제,23,2,160,3,3,2,,2,,2,,1,2,2,2,1,2,,2,2,,,,2,,,,5,5,2,4,5,5,5,5,5,3,5,6,2,4,4,3,40,2,1,3.7,3
경영/경제,28,2,280,4,3,2,,2,,2,,8,,2,2,2,2,,2,2,,,,2,,,,4,5,4,4,5,5,4,4,4,4,4,8,2,3,6,2,70,2,3,3,5
경영/경제,25,2,220,3,3,2,,2,,2,,2,4,2,2,1,2,,2,1,3003900,,,2,,,,4,4,4,4,4,4,4,4,2,2,4,6,1,4,4,3,100,2,3,3,4
경영/경제,25,2,170,4,3,2,,2,,2,,2,4,2,2,2,2,,2,2,,,,2,,,,4,5,3,4,4,4,5,5,4,4,5,7,2,3,4,3,100,2,3,3,5
경영/경제,25,2,200,2,4,2,,2,,2,,2,6,2,2,1,2,,2,2,,,,2,,,,4,4,4,4,5,4,4,3,3,3,4,6,2,3,5,3,25,2,-1,,5
경영/경제,24,,,,,,,2,,2,,1,2,2,2,2,2,,1,2,,,,1,2,1,1,5,5,4,4,4,4,4,4,4,3,4,5,2,3,5,3,40,2,3,3.4,4
경영/경제,25,,,,,,,2,,2,,2,6,2,1,1,1,780,1,1,4166900,,,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,50,2,3,3.8,5
경영/경제,28,2,240,4,3,2,,2,,2,,2,14,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,2,2,2,2,3,10,1,5,4,2,70,4,3,3.5,4
경영/경제,23,2,230,4,1,2,,2,,2,,1,,1,2,2,2,,2,2,,,,2,,,,5,4,3,4,4,4,3,3,3,3,4,7,2,3,5,4,50,4,1,3,4
경영/경제,45,2,280,5,4,1,,2,,2,,1,,2,2,1,2,,1,1,1010901,1000400,,2,,,,4,4,4,5,5,4,4,4,4,4,4,6,2,3,7,7,150,5,2,3,2
경영/경제,24,,,,,,1,2,,2,,1,2,2,2,1,2,,1,1,1010901,1012700,1010300,1,2,2,2,5,3,4,5,3,3,5,5,5,5,3,4,2,2,5,1,100,5,3,3.8,2
관광,24,2,225,4,3,2,,2,,2,,2,4,2,2,2,1,,2,1,5010502,,,1,2,2,2,5,4,3,4,4,4,4,3,4,4,3,7,2,4,4,1,50,1,3,3.3,2
관광,25,2,300,5,1,2,,2,,2,,2,4,2,2,1,1,,1,1,1014300,,,1,2,2,2,5,5,2,5,5,5,5,5,5,4,3,7,2,3,7,3,150,2,3,4,5
관광,23,2,208,2,3,1,,2,,2,,1,,2,2,1,1,,1,2,,,,1,2,2,1,4,4,3,4,4,4,4,4,2,4,4,7,2,3,4,2,75,2,3,3.7,3
관광,25,,,,,,,2,,2,,1,4,2,2,2,2,730,1,2,,,,2,,,,4,4,3,4,5,4,5,5,3,4,3,5,1,2,4,4,50,2,3,3.5,2
관광,24,1,50,5,1,2,,2,,2,,2,4,2,2,1,2,300,1,1,4111000,,,1,2,1,2,5,5,5,4,5,5,5,5,5,4,5,7,2,4,7,1,20,2,1,3,3
관광,22,,,,,,0,2,,2,,1,,2,2,2,2,,1,2,,,,2,,,,4,4,5,3,3,4,4,4,3,3,4,7,2,2,5,3,20,2,1,3.5,5
관광,23,2,220,3,3,2,,2,,2,,1,2,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,3,3,5,2,1,4,5,120,3,3,3.3,4
관광,25,2,180,3,1,1,,2,,2,,1,,2,2,2,2,,1,1,2115000,2116500,,2,,,,5,5,2,5,5,5,5,5,5,5,5,4,1,4,4,1,100,4,3,4,4
금융/회계/세무,22,,,,,,,2,,2,,1,,2,2,2,2,720,2,1,2114500,3003700,2116500,2,,,,5,4,3,3,4,5,5,5,5,5,5,7,2,3,4,4,50,1,3,3.4,3
금융/회계/세무,22,,,,,,3,2,,2,,1,,2,2,1,2,,2,1,4180500,,,1,2,2,2,5,5,5,5,5,5,5,5,5,5,3,8,2,1,7,5,30,1,2,3,4
금융/회계/세무,23,,,,,,,2,,2,,1,,2,1,2,2,,1,1,4180500,2116600,2116500,2,,,,4,4,4,5,5,5,4,3,3,5,3,8,2,3,4,6,40,1,3,3.8,2
금융/회계/세무,28,,,,,,0,2,,2,,2,,2,2,2,2,,1,2,,,,2,,,,4,5,2,4,4,5,4,3,2,4,3,6,2,2,4,5,30,2,3,3.9,2
금융/회계/세무,22,2,200,3,3,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,4,5,5,4,4,5,5,4,5,5,4,8,2,4,4,3,250,2,2,4.3,3
금융/회계/세무,25,,,,,,2,2,,2,,2,6,2,2,1,2,,2,2,,,,1,2,2,1,4,4,2,4,4,4,4,4,2,4,3,6,2,4,4,6,30,2,3,4.1,4
금융/회계/세무,22,2,200,2,3,1,,2,,2,,1,,2,2,1,2,,1,2,,,,1,1,1,1,5,4,2,4,4,4,4,5,3,4,4,6,2,1,4,3,80,2,2,3.6,3
금융/회계/세무,24,,,,,,1,2,,2,,2,4,2,2,2,2,,2,1,4148800,,,2,,,,5,5,4,5,5,5,5,5,4,4,5,6,1,4,6,5,70,2,3,3.8,5
금융/회계/세무,25,1,90,3,2,2,,2,,2,,2,4,2,2,2,2,,2,2,,,,2,,,,5,5,4,5,5,4,4,5,4,4,5,7,2,4,5,4,100,2,2,2.8,4
금융/회계/세무,25,,,,,,,2,,2,,2,4,2,1,2,2,,2,1,2116500,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,2,2,4,60,2,3,4.2,5
금융/회계/세무,24,,,,,,,2,,2,,2,,2,2,1,2,,2,1,5010502,4180500,-7,1,2,2,2,5,5,2,4,4,4,4,4,3,5,4,8,2,3,6,1,40,4,3,4,5
금융/회계/세무,22,2,-1,5,4,2,,2,,2,,1,,2,2,2,2,,2,1,3003700,,,1,2,1,1,4,3,3,4,5,5,5,5,5,4,4,5,2,4,5,1,50,4,3,4.2,3
무역/유통,23,1,100,4,4,2,,2,,2,,1,2,2,1,1,2,,2,2,,,,1,2,2,2,4,5,4,4,4,4,4,3,5,4,4,5,2,1,4,6,40,1,3,3,3
무역/유통,25,2,300,4,2,2,,2,,2,,2,6,2,2,1,2,,2,2,,,,2,,,,5,4,2,3,3,4,4,5,3,2,2,7,1,4,6,4,50,2,3,2.5,5
법,24,2,380,5,5,2,,2,,2,,2,6,2,2,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,1,2,7,1,200,1,3,3.5,4
법,24,2,230,3,2,1,,2,,2,,1,,2,2,1,2,,1,1,2085100,,,2,,,,4,4,3,3,3,4,4,4,3,3,3,7,2,2,6,4,50,1,1,3.5,4
법,24,2,193,3,1,2,,2,,2,,2,6,2,2,2,2,,2,2,,,,2,,,,5,1,1,1,3,4,5,5,1,5,3,6,2,4,6,2,30,2,3,3,4
법,24,2,300,5,2,2,,2,,2,,2,4,2,2,1,2,,2,1,1014300,,,2,,,,4,3,3,3,4,4,4,4,2,3,3,5,1,1,5,1,100,2,3,3.5,3
법,25,2,200,3,1,2,,2,,2,,2,6,2,2,1,2,,1,1,2043900,,,1,2,2,1,5,4,2,3,4,5,3,4,4,4,3,6,2,3,4,1,40,2,3,3.5,4
법,23,,,,,,,2,,2,,1,,1,1,2,2,,1,2,,,,2,,,,5,5,2,4,4,5,4,5,3,3,3,8,2,3,7,6,60,2,1,2.7,5
가족/사회/복지,21,1,37,3,2,2,,2,,2,,1,,2,1,1,2,,2,1,1016200,1016800,,2,,,,4,5,4,4,4,4,4,4,4,3,4,6,2,2,5,2,30,1,1,3.6,5
가족/사회/복지,54,,,,,,,2,,2,,1,,2,2,2,2,,1,1,1010901,,,2,,,,5,5,5,5,5,5,5,5,2,4,4,8,2,1,6,5,200,1,1,3.7,4
가족/사회/복지,24,2,220,3,5,1,,2,,2,,2,4,2,1,1,2,,1,1,1010901,,,1,2,1,1,5,5,3,5,5,5,5,5,2,4,4,5,1,3,7,6,50,1,3,3.5,5
가족/사회/복지,23,2,176,3,3,1,,2,,2,,1,,2,2,1,2,,2,1,1014804,,,1,2,2,2,4,4,4,4,4,4,5,4,4,4,4,7,2,1,5,1,70,1,3,3.8,5
가족/사회/복지,24,1,220,3,1,2,,2,,2,,1,2,2,2,1,2,,2,2,,,,1,2,2,2,4,4,4,5,5,5,5,5,3,5,4,8,1,3,5,2,35,2,3,3.9,3
가족/사회/복지,67,,,,,,1,2,,2,,6,,2,2,2,2,,1,1,1010901,1014801,,1,2,1,2,3,5,5,5,4,3,4,2,2,3,4,6,2,4,7,7,150,2,3,4.5,5
가족/사회/복지,24,2,170,2,4,1,,1,사회복지상담학과,2,,1,,2,2,1,2,,1,1,1010900,4046000,1016200,1,2,1,2,5,4,4,5,5,5,5,5,5,3,4,8,2,1,4,1,15,2,2,4.1,4
가족/사회/복지,24,2,205,3,5,1,,2,,2,,1,,2,2,1,2,,1,1,1010901,,,2,,,,4,5,5,5,5,5,5,5,2,1,4,4,2,3,5,3,50,2,3,4.2,3
가족/사회/복지,44,2,200,4,4,1,,2,,2,,1,,2,2,2,2,,1,1,1010300,1010901,,2,,,,4,4,4,4,4,3,4,4,3,3,3,7,2,3,5,4,180,2,2,3.8,4
가족/사회/복지,22,1,80,4,3,2,,2,,2,,1,,2,2,1,2,,2,2,,,,2,,,,4,4,3,3,4,4,4,4,3,4,3,9,2,4,5,6,100,2,3,3.5,5
가족/사회/복지,24,2,200,5,5,1,,2,,2,,1,,2,2,1,2,,2,1,1010901,,,2,,,,5,4,4,4,3,3,5,5,3,3,4,7,2,4,5,1,100,3,3,4.2,5
가족/사회/복지,22,2,177,3,4,1,,1,아동복지학과,2,,1,,2,2,2,2,,1,1,1016200,1010901,1010300,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,8,2,4,4,3,50,3,3,4.2,5
가족/사회/복지,66,2,190,1,3,1,,2,,2,,3,,2,1,2,2,,1,1,4046000,1010901,,2,,,,5,5,5,5,5,5,5,5,4,4,3,4,2,4,7,7,200,3,3,3.9,5
가족/사회/복지,54,2,200,3,5,1,,2,,2,,1,,2,2,2,2,,2,1,1010901,1012700,,2,,,,4,5,5,5,5,4,4,4,3,3,4,7,2,1,7,3,250,4,3,4.3,5
가족/사회/복지,56,2,100,3,4,1,,2,,2,,1,,2,2,2,2,,2,1,1010901,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,5,2,1,6,5,350,4,1,3.3,4
가족/사회/복지,54,,,,,,,2,,2,,2,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,8,2,1,5,7,100,4,3,3.5,2
가족/사회/복지,44,2,200,4,3,1,,2,,2,,1,,2,1,2,2,,2,1,1000400,1012700,,2,,,,4,4,4,4,4,4,4,4,4,4,3,7,2,3,5,4,350,4,3,4,4
가족/사회/복지,48,2,280,4,2,2,,2,,2,,1,,2,2,2,2,,2,1,1010901,,,2,,,,4,4,3,4,4,4,4,4,3,4,3,8,2,1,6,3,400,4,3,3.9,5
가족/사회/복지,57,2,150,3,4,1,,2,,2,,1,,2,2,2,2,,1,1,1010901,,,1,2,2,2,4,5,5,4,4,5,4,3,3,3,3,6,2,1,4,3,200,4,3,4.3,4
가족/사회/복지,21,2,110,4,1,2,,2,,2,,1,,2,2,1,2,,2,1,2114500,3007600,3003900,2,,,,4,5,5,4,4,4,4,3,3,3,3,7,2,2,6,4,40,4,3,4,5
가족/사회/복지,22,2,170,4,4,1,,2,,2,,1,,2,2,1,2,,1,1,1010300,2116500,1010901,1,2,2,1,5,5,5,5,5,5,5,4,4,4,4,6,2,3,7,1,80,4,3,3.8,4
가족/사회/복지,46,2,500,1,1,2,,2,,2,,1,,2,2,2,2,,1,1,1010901,,,2,,,,5,5,4,4,4,4,4,4,3,4,3,5,2,3,4,3,300,4,3,4,4
가족/사회/복지,26,1,220,4,1,2,,2,,2,,2,6,2,2,1,2,,2,1,1010300,4033904,,1,2,2,1,5,5,1,3,4,5,4,4,2,4,2,8,1,3,6,1,200,4,3,4,2
가족/사회/복지,22,,,,,,3,2,,2,,1,,2,2,2,2,,1,2,,,,2,,,,5,4,4,4,4,5,5,5,4,4,4,8,2,1,5,4,100,4,2,4.1,3
가족/사회/복지,24,1,80,4,4,2,,2,,2,,2,4,2,1,2,2,,1,1,1010901,1014302,1010300,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,2,3,6,1,50,5,3,3.8,4
가족/사회/복지,40,2,97,2,3,1,,2,,2,,1,,2,2,2,2,,2,1,1010300,1010901,,2,,,,4,4,4,4,4,4,4,4,4,4,4,8,2,1,6,7,200,5,3,4.3,4
가족/사회/복지,44,2,200,3,4,1,,2,,2,,1,,2,2,2,2,,2,1,1000400,1012700,,2,,,,4,5,4,4,5,5,4,4,4,3,4,7,2,1,5,3,250,5,3,3.2,5
가족/사회/복지,58,1,70,2,1,1,,2,,2,,1,,2,2,2,2,,2,1,1010901,1012700,,2,,,,4,4,4,4,4,4,4,4,4,4,4,5,2,2,5,-1,300,5,2,4.1,4
가족/사회/복지,56,2,200,4,1,1,,2,,2,,1,,2,2,2,2,,2,1,2054300,1010901,1010300,2,,,,5,5,5,5,5,5,5,5,5,5,5,6,2,1,7,2,100,5,3,4.3,2
가족/사회/복지,21,2,65,5,4,2,,2,,2,,6,,2,2,2,2,,2,1,1010901,1010300,,2,,,,5,4,4,5,4,5,4,4,3,4,4,8,1,2,6,1,20,5,3,2.1,5
가족/사회/복지,50,2,100,4,3,1,,2,,2,,1,,2,1,2,2,,1,1,1010901,,,2,,,,5,4,4,5,4,4,4,4,4,2,4,5,2,1,7,2,200,5,3,4.4,4
비서,22,2,210,3,4,2,,2,,2,,1,,2,1,2,2,,1,2,,,,1,2,1,1,5,3,3,3,3,4,4,4,3,4,3,8,2,3,5,2,50,1,3,3.7,3
비서,23,1,75,4,2,2,,2,,2,,1,2,2,2,1,1,,2,1,2116500,,,1,2,2,2,5,5,2,4,4,5,5,5,5,3,3,9,2,3,6,3,50,2,3,3.6,3
비서,23,1,50,2,2,2,,2,,2,,1,,2,2,1,2,760,1,2,,,,1,2,2,1,3,5,3,4,3,3,3,3,3,4,3,8,2,3,5,2,50,2,1,3.4,4
언론/방송,22,2,216,4,2,2,,2,,2,,1,,2,1,1,2,,1,1,2082900,3007600,4167501,1,2,2,1,4,5,3,5,5,4,4,4,3,3,4,7,2,3,6,3,50,1,3,4.4,4
언론/방송,23,,,,,,,2,,2,,1,,1,1,1,2,,2,2,,,,2,,,,4,4,4,5,5,5,4,4,3,4,4,7,2,3,5,3,50,1,3,4.1,5
언론/방송,26,2,190,3,4,2,,2,,2,,2,,2,2,1,2,,1,2,,,,1,2,2,1,4,5,3,5,3,4,4,4,2,3,2,7,2,2,5,3,40,2,3,3.6,3
언론/방송,26,,,,,,0,2,,2,,2,4,2,2,2,2,,2,2,,,,2,,,,5,5,5,4,4,4,4,4,4,4,4,7,2,3,6,4,450,2,1,3.7,5
언론/방송,24,2,175,3,2,2,,2,,2,,1,2,2,2,2,2,,1,2,,,,1,2,2,2,4,5,5,4,4,4,4,4,4,5,3,7,1,4,7,1,60,2,1,2.9,2
행정,22,2,180,4,2,2,,2,,2,,4,,2,2,2,2,,2,1,2035600,2039700,,2,,,,4,4,4,4,3,5,3,3,2,4,3,5,2,3,4,5,50,2,1,3.2,3
행정,58,,,,,,0,2,,2,,2,,2,2,2,2,,2,1,1014300,,,2,,,,4,4,3,4,4,4,3,3,4,4,4,7,2,3,4,4,250,2,2,3.5,4
행정,24,2,224,5,2,2,,2,,2,,2,4,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,1,1,6,5,70,2,3,3.2,4
행정,26,2,320,5,4,1,,2,,2,,1,,2,1,2,2,,1,1,1000400,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,6,2,3,7,3,100,2,3,4.4,4
행정,22,2,180,4,4,2,,2,,2,,8,,2,2,2,2,,1,2,,,,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,7,2,4,7,4,100,2,3,4,5
행정,23,2,180,3,4,1,,2,,2,,1,,2,2,1,2,,2,1,4038604,4070500,,2,,,,5,4,4,4,4,4,4,4,3,4,4,6,2,3,5,3,50,3,3,2.9,4
