전공,졸업당시나이,알바 여부,월 소득,직장_만족도,직장_전공일치정도,직장_요구자격증여부,합격경험,복수전공여부,복수전공명,부전공여부,부전공명,군복무경험,휴학학기수,졸업유예경험,대학원경험,재학중재직경험,어학연수경험,토익점수,취업목표유무,자격증여부,자격증_1,자격증_2,자격증_3,구직활동경험,공모전수상,대외활동,면접훈련,중요도_근로소득,중요도_흥미,중요도_전공관련성,중요도_개인발전가능성,중요도_직업자체전망,중요도_직장안정성,중요도_근무환경,중요도_복리후생,중요도_회사규모,중요도_출퇴근거리,중요도_사회적평판,하루평균수면시간,흡연여부,음주선호도,삶의 만족도,부모님자산규모,월평균생활비,학교소재,졸업 평점 유형,졸업 평점,현재 건강상태
인문일반,22,,,,,,,,,,,1,,2,1,2,1,,1,1,5007800,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,4,7,-1,80,4,3,4.47,4
인문일반,23,,,,,,,,,,,1,2,2,2,1,2,,1,1,3007600,4150602,5018800,2,,,,4,4,3,4,4,4,4,4,4,4,4,6,1,3,3,-1,100,5,-1,,4
인문일반,26,,,,,,0,,,,,1,,2,2,1,2,,2,1,4158400,,,2,,,,4,3,3,3,3,3,3,2,2,2,2,5,2,2,7,4,50,5,3,3.2,5
경영ㆍ경제,26,1,100,2,2,2,,,,,,2,6,2,2,2,2,,2,1,2116500,,,2,,,,5,5,5,5,5,5,2,2,2,4,5,7,2,2,3,5,100,1,3,3.1,4
경영ㆍ경제,21,2,250,4,3,2,,,,,,1,,2,2,2,2,,2,1,3003700,3009200,3006403,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,4,7,1,90,1,3,3.53,5
경영ㆍ경제,24,2,195,2,5,1,,,,,,1,2,2,2,1,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,2,7,1,60,1,3,3.6,4
경영ㆍ경제,23,,,,,,0,,,,,1,,2,2,2,2,,2,1,3003900,2116500,4196600,1,2,2,2,4,4,2,3,3,4,4,4,3,4,3,8,2,3,5,-1,40,1,3,3,4
경영ㆍ경제,21,,,,,,0,,,,,1,,2,2,1,2,,2,1,4111000,3008800,,1,2,2,1,4,5,3,4,4,5,5,5,2,4,2,5,2,3,4,-1,70,2,3,4.3,2
경영ㆍ경제,24,,,,,,,,,,,2,4,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,2,4,3,1,100,2,3,3,4
경영ㆍ경제,25,2,230,4,4,1,,,,,,2,6,2,1,1,2,,2,1,1002600,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,1,4,4,-1,100,2,3,3.5,3
경영ㆍ경제,24,2,200,3,3,2,,,,,,1,2,2,2,1,2,,2,1,3003700,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,2,3,4,-1,200,2,3,1.5,4
경영ㆍ경제,26,,,,,,,,,,,2,9,2,2,1,2,,2,2,,,,2,,,,5,4,5,5,5,5,4,4,4,4,4,7,2,3,5,4,100,2,2,3.5,5
경영ㆍ경제,23,,,,,,3,,,,,1,2,2,2,2,2,,2,1,2106000,4196600,3006402,2,,,,5,4,4,3,4,4,4,3,2,4,4,5,2,1,4,3,50,2,3,3.5,3
경영ㆍ경제,25,,,,,,,,,,,2,6,2,1,2,2,,2,1,1014300,1010901,,2,,,,3,3,3,3,3,3,3,3,3,3,3,8,1,1,7,3,100,2,3,3,5
경영ㆍ경제,26,,,,,,0,,,,,3,,2,1,1,2,,2,2,,,,2,,,,3,5,5,4,3,3,3,3,3,3,3,9,1,3,3,6,100,2,3,3.25,4
경영ㆍ경제,27,,,,,,0,,,,,2,10,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,9,1,3,6,5,30,2,3,3.3,3
경영ㆍ경제,26,,,,,,0,,,,,2,7,2,2,1,2,,2,1,-7,2049300,,2,,,,3,3,2,3,5,5,4,5,4,4,5,6,2,1,4,2,50,2,2,2.9,5
경영ㆍ경제,21,1,100,4,3,2,,,,,,7,,2,2,2,2,,2,2,,,,2,,,,4,4,2,4,4,4,4,4,2,2,3,4,1,4,4,-1,50,2,3,3.7,2
경영ㆍ경제,23,1,200,3,3,2,,,,,,2,4,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,6,1,4,5,1,50,3,1,3.5,4
경영ㆍ경제,26,2,200,4,1,2,,,,,,3,7,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,8,1,4,3,-1,60,3,1,4,4
경영ㆍ경제,25,2,250,4,4,1,,,,,,2,,2,2,2,2,,1,1,1014300,,,1,2,2,1,3,5,3,3,3,3,3,3,3,3,2,9,2,3,3,-1,50,4,3,4.26,3
경영ㆍ경제,26,,,,,,,,,,,2,1,2,2,2,2,,2,2,,,,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,7,1,1,4,-1,10,4,-1,,3
경영ㆍ경제,25,2,370,5,4,2,,,,,,2,6,2,2,2,2,,2,1,5010502,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,9,2,1,6,3,2000,4,3,4.3,4
경영ㆍ경제,70,2,40,3,3,1,,,,,,1,,2,2,1,2,,2,1,1010901,1012700,1016100,2,,,,4,4,4,4,5,5,5,5,4,4,4,6,2,1,6,,180,4,3,4.4,5
경영ㆍ경제,23,2,180,4,3,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,8,2,1,7,1,100,4,1,3.5,5
경영ㆍ경제,22,2,159,1,4,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,2,2,4,-1,30,4,3,3.6,3
경영ㆍ경제,25,2,150,3,3,1,,,,,,2,,2,2,2,2,,2,1,4188001,,,2,,,,4,4,5,5,4,5,4,5,3,3,5,8,2,3,6,4,50,5,3,3,4
관광,23,,,,,,,,,,,1,,2,2,1,1,,2,2,,,,1,2,2,1,5,4,1,5,4,4,4,4,3,3,3,7,2,1,5,3,100,1,3,4.2,4
관광,54,2,120,3,3,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,5,5,3,5,5,5,5,5,5,3,3,8,2,3,3,1,50,2,1,3.4,3
관광,22,,,,,,,,,,,1,,2,1,1,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,5,2,3,5,3,30,2,3,3.7,4
관광,22,2,170,3,1,2,,,,,,1,,2,2,1,2,,1,1,5008600,3008800,4148800,1,2,2,1,5,4,2,3,4,5,5,4,4,5,3,4,1,5,3,-1,30,2,-1,,4
관광,22,2,-1,5,4,2,,,,,,1,,2,2,2,2,,2,2,,,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,2,2,6,6,50,2,3,2.4,5
관광,24,,,,,,,,,,,2,4,2,1,2,2,,2,2,,,,2,,,,4,4,3,4,4,4,4,4,4,4,4,7,2,3,6,5,50,2,1,3.8,4
관광,22,2,220,4,3,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,2,5,-1,60,2,3,3.3,3
관광,22,1,70,5,1,2,,,,,,1,,2,2,2,2,,2,1,4148800,5010502,5008000,2,,,,5,5,5,5,5,5,5,5,5,5,5,8,1,5,6,-1,50,2,3,3,4
관광,22,1,-1,5,1,2,,,,,,1,,2,1,2,1,585,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,2,3,7,3,60,3,3,3.89,3
관광,22,2,200,1,4,2,,,,,,1,,2,2,1,2,,1,2,,,,1,2,2,1,5,4,4,5,4,5,4,4,4,4,4,8,1,4,4,-1,190,4,1,3.5,3
관광,21,2,210,4,1,2,,,,,,1,,2,2,1,2,,2,2,,,,2,,,,5,4,2,4,4,5,5,4,4,3,3,7,2,3,5,4,100,4,3,2.8,4
관광,22,,,,,,,,,,,1,,2,2,2,2,,2,1,4111000,3008800,,2,,,,5,5,3,4,4,3,5,4,3,4,4,8,2,4,4,-1,500,4,-1,,3
관광,23,1,160,5,4,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,4,7,4,50,4,2,2.8,3
관광,25,,,,,,,,,,,2,,2,2,2,2,,2,1,2035900,,,2,,,,4,2,2,2,2,2,2,2,2,2,2,7,1,3,5,4,50,5,3,3.1,4
관광,45,1,135,2,3,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,4,3,3,3,3,4,3,3,3,3,3,7,2,3,6,3,140,5,3,3.5,4
금융·회계·세무,26,2,190,3,4,2,,,,,,2,8,2,2,1,2,,2,1,3003600,3003700,4050200,2,,,,5,4,4,4,4,4,4,4,4,5,4,3,2,3,4,1,40,1,3,4,2
금융·회계·세무,27,2,200,3,4,1,,,,,,1,,2,2,2,2,,1,1,4196600,3003700,,2,,,,4,5,3,4,4,4,4,4,4,4,4,7,2,5,3,-1,100,1,-1,,4
금융·회계·세무,23,2,200,2,1,2,,,,,,1,,2,1,2,1,,2,1,4196600,,,1,2,2,2,5,4,2,3,3,4,5,5,4,4,3,4,2,2,4,-1,100,2,-1,,3
금융·회계·세무,23,2,240,4,4,2,,,,,,1,,2,2,1,2,835,2,2,,,,2,,,,5,5,3,2,2,5,4,4,4,4,4,7,2,3,7,4,100,2,3,4.4,3
금융·회계·세무,22,2,170,3,4,2,,,,,,1,,2,2,2,2,,2,1,3003700,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,2,3,5,3,30,2,3,3.1,5
금융·회계·세무,24,2,200,3,3,1,,,,,,2,6,2,2,2,1,,2,1,2116500,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,6,1,4,6,4,50,2,1,3.5,4
금융·회계·세무,28,1,45,3,3,2,,,,,,2,8,2,2,2,2,630,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,50,2,3,3,3
금융·회계·세무,23,2,175,1,4,1,,,,,,1,,2,2,1,2,,2,1,1000400,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,4,7,3,30,2,1,3.8,4
금융·회계·세무,24,2,216,2,3,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,5,5,3,3,3,3,5,5,3,5,3,7,2,3,4,1,100,2,3,4.3,4
금융·회계·세무,22,,,,,,0,,,,,7,,2,2,2,2,,2,2,,,,2,,,,5,3,4,4,4,3,4,3,4,4,3,8,1,4,5,2,50,3,1,3.4,4
금융·회계·세무,22,1,80,4,3,2,,,,,,1,,2,1,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,2,3,3,3,100,3,3,2.9,3
금융·회계·세무,22,2,171,3,4,2,,,,,,1,,2,2,1,2,,2,2,,,,1,2,2,2,5,4,4,5,4,5,5,4,4,5,3,7,2,4,4,2,80,4,3,3.5,3
금융·회계·세무,25,2,220,3,3,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,5,4,4,4,4,4,4,4,4,4,4,7,2,3,4,-1,120,4,3,3.9,3
금융·회계·세무,22,2,170,4,5,2,,,,,,1,,2,2,2,2,,2,1,3003700,5010502,4148800,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,1,4,-1,100,4,3,3.6,3
금융·회계·세무,24,2,190,4,4,1,,,,,,2,4,2,2,2,2,,2,1,2085600,,,2,,,,4,3,3,3,4,4,4,5,3,4,4,7,1,3,6,3,70,4,3,3.46,4
금융·회계·세무,47,2,230,4,4,2,,,,,,2,,2,2,2,2,,2,1,4163000,,,2,,,,5,4,4,3,4,3,3,3,3,3,2,8,2,4,7,3,250,5,3,3,5
무역·유통,25,,,,,,,,,,,2,6,2,1,2,2,,2,2,,,,2,,,,4,3,4,4,4,3,4,4,4,5,4,8,2,3,6,3,40,1,2,4,3
무역·유통,22,1,24,2,2,2,,,,,,1,,2,2,1,2,,1,2,,,,2,,,,4,5,3,5,5,5,5,5,5,5,5,7,2,1,7,5,50,2,3,3.5,5
무역·유통,22,2,200,3,1,2,,,,,,1,,2,2,2,1,,2,1,5010503,,,2,,,,3,4,4,5,4,4,4,4,3,3,3,7,1,3,4,2,80,2,3,3.7,4
무역·유통,23,1,50,3,1,1,,,,,,3,,2,2,1,2,,2,1,4066701,,,2,,,,4,3,4,4,4,3,4,4,3,4,4,8,1,3,6,3,40,3,3,3.2,5
법,22,,,,,,1,,,,,1,,2,2,1,2,,2,1,3004800,5014700,4149200,2,,,,3,3,3,3,3,3,3,3,3,3,3,5,2,3,5,,50,1,3,4,3
법,25,2,220,2,1,1,,,,,,2,6,2,2,1,2,,2,1,2116600,2116500,,2,,,,4,5,3,4,3,4,4,4,4,5,3,8,1,1,1,-1,30,2,3,2.9,3
법,22,1,37,4,1,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,5,1,3,5,3,60,2,3,3.9,3
법,22,1,120,5,5,2,,,,,,1,,2,2,2,2,,1,2,,,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,2,2,4,6,40,2,3,3.18,3
법,22,,,,,,0,,,,,1,,2,2,2,2,,2,1,1012700,1000400,4038604,2,,,,4,4,5,3,2,3,4,4,2,4,2,8,2,2,6,3,20,4,3,3.8,3
가족ㆍ사회ㆍ복지,22,,,,,,,,,,,1,,1,1,1,2,890,1,1,1010901,,,2,,,,4,5,4,4,5,5,4,3,4,4,5,6,2,3,5,3,50,1,3,3.2,4
가족ㆍ사회ㆍ복지,23,1,25,3,2,2,,,,,,1,,2,2,1,2,,2,1,1010901,1010300,,2,,,,4,4,2,4,4,4,4,4,4,4,3,6,2,2,4,4,30,1,2,3.7,3
가족ㆍ사회ㆍ복지,68,2,550,5,3,2,,,,,,2,,2,2,2,2,,2,2,,,,2,,,,3,4,2,4,4,4,4,3,4,4,3,5,1,6,6,,350,2,3,4,4
가족ㆍ사회ㆍ복지,25,2,190,3,5,1,,,,,,2,,2,2,1,2,,1,1,1010300,1010901,2116600,1,1,1,1,3,5,3,5,4,2,3,4,3,4,2,7,2,4,6,3,50,2,3,4.1,5
가족ㆍ사회ㆍ복지,23,2,195,3,3,1,,,,,,1,,2,2,1,2,,2,1,1000400,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,9,1,3,4,1,50,2,3,3.8,3
가족ㆍ사회ㆍ복지,56,2,250,4,4,1,,,,,,1,,2,2,1,2,,2,1,1010901,1010300,,2,,,,4,5,4,4,4,5,5,3,4,5,4,7,2,2,6,,220,2,2,4.1,4
가족ㆍ사회ㆍ복지,46,,,,,,,2,,2,,1,,2,2,1,2,,2,1,-7,1010300,-7,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,2,4,6,,200,2,3,4.3,5
가족ㆍ사회ㆍ복지,27,2,200,3,4,1,,,,,,3,,2,2,1,2,,2,1,1010900,,,2,,,,5,4,4,3,4,5,4,4,5,5,5,6,1,4,7,3,100,2,3,3,4
가족ㆍ사회ㆍ복지,24,,,,,,,,,,,1,2,2,2,1,2,,2,1,1010901,2115000,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,3,3,-1,30,2,3,4.3,4
가족ㆍ사회ㆍ복지,23,2,210,1,5,1,,1,보육과,2,,1,,2,2,1,2,,2,1,1010300,,,2,,,,4,4,4,5,4,4,5,4,4,5,5,6,2,3,7,1,100,2,3,3.02,1
가족ㆍ사회ㆍ복지,35,,,,,,,,,,,1,,2,2,1,2,,1,1,1010900,4196600,2116500,1,2,2,2,3,5,3,5,5,5,5,3,3,4,3,7,1,2,1,3,60,2,3,4.3,2
가족ㆍ사회ㆍ복지,24,,,,,,0,,,,,1,,2,2,2,2,,2,1,1010901,,,2,,,,4,4,4,3,3,4,4,4,4,4,3,7,2,5,6,3,100,3,3,3.8,5
가족ㆍ사회ㆍ복지,62,,,,,,,,,,,1,,1,1,2,2,,2,1,1010901,,,2,,,,3,4,3,4,3,3,3,3,3,3,3,8,2,1,7,6,200,4,1,3.5,4
가족ㆍ사회ㆍ복지,47,2,100,4,4,1,,,,,,1,,2,2,2,2,,2,1,1010901,1000400,1010300,2,,,,5,5,5,4,5,5,4,5,5,4,5,6,2,3,5,3,300,4,3,3.2,4
가족ㆍ사회ㆍ복지,24,,,,,,,,,,,3,4,2,2,2,2,,2,2,,,,2,,,,3,3,4,3,3,4,5,3,3,4,5,8,2,1,7,3,50,4,-1,,3
가족ㆍ사회ㆍ복지,51,,,,,,0,,,,,2,,2,1,2,2,,1,1,1010901,1012700,,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,4,300,4,3,4,3
가족ㆍ사회ㆍ복지,50,,,,,,1,,,,,2,,2,2,2,2,,2,1,1010900,1016200,1012700,2,,,,3,5,5,4,5,5,3,4,2,3,2,6,2,2,6,,400,4,3,3.45,4
가족ㆍ사회ㆍ복지,22,2,198,3,4,2,,,,,,6,,2,2,1,2,,2,1,1010900,,,2,,,,4,4,4,4,3,3,4,3,3,3,3,6,2,1,6,2,200,4,3,3.9,4
가족ㆍ사회ㆍ복지,21,1,140,2,1,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,5,4,2,3,4,4,4,4,2,4,2,5,2,3,5,-1,30,4,-1,,4
가족ㆍ사회ㆍ복지,61,2,100,4,5,2,,,,,,2,2,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,5,2,1,6,,100,5,3,3,4
가족ㆍ사회ㆍ복지,40,2,200,3,3,1,,,,,,1,,2,2,1,2,,2,1,1012700,4152104,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,2,4,5,7,200,5,1,3.8,4
가족ㆍ사회ㆍ복지,58,,,,,,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,3,2,2,2,1,1,1,1,1,1,1,7,2,3,4,,150,5,-1,,3
가족ㆍ사회ㆍ복지,46,2,180,3,4,2,,,,,,1,,2,2,2,2,,2,1,1010300,,,2,,,,4,3,4,4,5,4,3,3,3,4,3,7,2,3,6,4,350,5,3,3.8,4
가족ㆍ사회ㆍ복지,45,2,210,4,3,2,,,,,,1,,2,2,1,2,,1,1,1010300,,,2,,,,4,5,4,5,5,5,5,5,4,5,5,7,2,4,6,5,400,5,3,3.8,4
가족ㆍ사회ㆍ복지,65,2,210,3,4,1,,,,,,2,,2,2,2,2,,2,1,1010901,,,2,,,,3,3,3,2,2,3,3,3,3,3,3,6,2,1,6,,150,5,-1,,3
가족ㆍ사회ㆍ복지,22,,,,,,,,,,,1,,2,2,2,2,,2,1,1010901,,,2,,,,4,3,4,4,5,5,4,5,3,3,4,7,2,1,6,4,30,5,3,3.5,4
비서,24,,,,,,2,,,,,1,,2,2,1,2,,2,2,,,,1,2,2,1,4,4,3,3,4,5,5,4,3,5,3,9,2,3,5,-1,30,1,3,4.15,4
