전공,졸업당시나이,알바 여부,월 소득,직장_만족도,직장_전공일치정도,직장_요구자격증여부,합격경험,복수전공여부,복수전공명,부전공여부,부전공명,군복무경험,휴학학기수,졸업유예경험,대학원경험,재학중재직경험,어학연수경험,토익점수,취업목표유무,자격증여부,자격증_1,자격증_2,자격증_3,구직활동경험,공모전수상,대외활동,면접훈련,중요도_근로소득,중요도_흥미,중요도_전공관련성,중요도_개인발전가능성,중요도_직업자체전망,중요도_직장안정성,중요도_근무환경,중요도_복리후생,중요도_회사규모,중요도_출퇴근거리,중요도_사회적평판,하루평균수면시간,흡연여부,음주선호도,삶의 만족도,부모님자산규모,월평균생활비,학교소재,졸업 평점 유형,졸업 평점,현재 건강상태
경영학,26,2,325,4,5,2,,,,,,2,5,2,2,1,2,,2,1,5003200,4149200,2039700,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,7,1,4,6,-1,200,1,3,4.01,4
경영학,29,2,400,2,5,1,,,,,,3,9,2,2,2,2,780,2,1,1002700,,,2,,,,4,5,5,5,5,5,5,5,5,4,5,6,2,4,7,3,100,1,3,3.5,5
경영학,27,2,400,3,5,2,,,,,,3,4,2,2,2,2,920,2,1,3002400,,,2,,,,3,3,3,4,4,4,5,4,4,3,3,6,2,4,6,2,100,1,3,4.2,3
경영학,26,,,,,,,,,,,2,4,2,1,2,1,,1,1,5003100,,,1,1,2,2,4,4,4,5,5,5,5,4,3,4,4,7,2,4,4,5,40,1,3,4.07,3
경영학,25,2,280,4,3,2,,1,중국경제통상융합전공,2,,1,1,1,2,2,1,915,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,2,4,4,5,50,1,3,3.7,4
경영학,24,,,,,,,,,,,1,1,2,2,1,2,955,2,1,2116500,4149200,,1,2,2,2,5,4,3,3,4,5,4,4,2,4,3,8,2,3,4,3,100,1,3,3.86,4
경영학,24,2,280,4,4,2,,,,,,1,,1,2,2,2,780,1,1,4149200,,,2,,,,4,4,4,3,3,4,4,4,3,4,4,7,2,1,7,3,80,2,3,3.9,4
경영학,28,2,190,3,3,2,,,,,,2,,2,2,1,2,,2,1,3001300,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,6,1,4,7,3,50,2,3,4.2,4
경영학,23,2,200,2,3,2,,,,,,1,,2,2,2,2,,2,1,5006100,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,8,2,1,7,-1,70,2,3,4,5
경영학,23,2,200,2,2,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,4,5,4,4,5,4,4,5,5,5,4,8,2,1,4,1,100,2,3,3.9,4
경영학,25,2,209,3,4,1,,,,,,1,2,2,2,1,2,720,2,1,2116500,,,1,2,2,2,5,4,4,4,4,4,4,4,5,5,5,6,2,2,4,1,100,2,3,4.2,3
경영학,27,2,250,2,4,2,,,,,,2,4,2,2,1,2,935,1,1,3003900,,,1,1,1,1,4,5,4,5,5,3,4,4,4,3,4,5,1,3,6,3,100,2,2,4,1
경영학,26,,,,,,,,,,,2,,2,2,2,2,570,1,1,4196600,4149200,,1,1,2,2,3,4,3,3,3,5,4,4,2,4,4,7,2,3,4,-1,50,2,3,4.2,3
경영학,28,2,350,2,5,1,,,,,,2,,2,2,2,2,,1,1,4145502,,,1,2,2,2,5,5,5,5,5,3,3,2,4,3,4,7,2,3,7,5,100,2,3,3.9,4
경영학,25,,,,,,,2,,1,행정학과,1,2,2,2,2,2,,2,1,2116600,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,8,2,4,6,5,30,2,3,3.2,3
경영학,27,2,400,3,3,2,,,,,,2,6,2,2,1,2,800,1,1,1009000,1013300,3006100,2,,,,5,5,3,4,4,4,4,4,4,4,4,6,1,4,5,4,100,2,3,3.82,4
경영학,43,2,450,3,2,1,,,,,,8,,2,2,2,2,,2,1,2039500,2037900,,2,,,,5,4,4,4,5,5,5,4,1,3,3,6,2,1,2,3,350,2,3,4.1,2
경영학,27,1,60,2,4,2,,,,,,2,5,1,2,1,2,,2,1,4111000,,,2,,,,5,4,5,4,5,5,4,5,3,5,5,7,2,3,5,4,70,2,2,3.1,4
경영학,26,,,,,,,,,,,1,4,2,2,1,2,,1,1,3006100,3006100,3003600,2,,,,5,4,4,5,5,4,5,4,5,5,4,7,2,3,6,6,60,2,3,3.8,5
경영학,29,2,180,3,3,2,,2,,1,부동산학전공,2,12,2,2,1,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,5,2,3,5,-1,30,2,3,3.78,3
경영학,27,,,,,,,,,,,2,,2,2,1,2,840,1,1,1011300,,,1,2,2,2,4,4,4,5,4,4,4,4,2,4,5,7,2,4,5,3,120,2,3,4.2,3
경영학,21,2,240,2,3,2,,,,,,1,2,1,2,1,1,,2,1,4001802,,,1,1,2,2,5,5,3,5,4,4,4,3,4,4,4,8,2,3,4,3,100,2,3,3.5,3
경영학,30,,,,,,,,,,,1,,2,2,2,2,,1,2,,,,2,,,,3,2,3,3,2,3,3,4,3,2,3,9,2,1,5,4,25,2,3,3.6,1
경영학,24,2,190,4,3,2,,,,,,8,,2,2,2,2,315,2,2,,,,2,,,,5,5,3,5,5,5,5,5,5,5,5,7,1,4,7,5,20,2,3,3.1,5
경영학,28,2,200,2,1,1,,1,언론정보학과,2,,2,4,1,2,2,2,780,2,2,,,,2,,,,4,3,3,3,3,5,4,4,2,4,3,8,2,2,4,1,100,2,3,3.7,4
경영학,26,2,280,3,4,1,,,,,,2,4,2,2,2,1,850,1,1,4014001,,,2,,,,4,3,4,3,4,3,3,4,4,4,4,7,2,3,4,3,150,3,3,4.1,5
경영학,27,2,300,4,2,1,,,,,,1,,2,2,2,2,,2,1,4145101,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,3,6,4,200,3,3,3,4
경영학,24,2,190,1,4,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,5,5,4,4,4,4,4,4,4,4,4,7,2,4,6,-1,50,3,3,4.2,5
경영학,23,2,200,4,3,1,,,,,,1,1,2,2,1,2,,2,1,4048407,,,1,2,2,2,4,5,4,2,3,4,3,5,4,3,5,7,2,3,7,5,230,3,3,4.1,4
경영학,23,2,185,2,4,2,,2,,1,글로벌비즈니스트랙(ERP),1,1,2,2,1,1,,2,1,2040600,2041000,2027100,2,,,,5,5,5,5,4,4,5,5,5,5,5,3,2,4,5,3,50,3,3,3.8,2
경영학,26,,,,,,2,,,,,2,5,2,2,1,2,,1,1,2116500,,,2,,,,3,5,3,4,3,4,4,5,2,3,2,8,2,1,6,2,10,3,3,4,4
경영학,23,,,,,,5,,,,,1,,2,2,1,2,,2,1,2116500,,,1,2,2,2,4,4,4,5,5,5,4,4,3,3,4,6,2,4,7,3,50,3,3,3.9,4
경영학,28,2,270,3,4,1,,,,,,2,8,1,2,1,2,735,1,1,3009200,3003700,,1,2,2,2,5,3,3,3,3,4,4,4,3,4,4,5,2,2,3,3,40,3,3,3.5,3
경영학,25,2,200,3,3,1,,,,,,1,4,2,2,2,2,,2,1,4152104,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,5,1,1,4,4,30,3,3,3.3,3
경영학,24,2,210,3,4,1,,,,,,1,,2,2,1,2,,1,1,2054300,,,2,,,,4,4,5,3,3,4,5,4,3,3,4,6,2,3,6,4,120,3,3,3.2,4
경영학,26,2,240,4,1,1,,2,,1,영어과,2,4,2,2,1,1,,2,1,2116600,2116500,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,4,4,-1,70,3,-1,,5
경영학,40,2,450,5,3,2,,,,,,2,,2,2,2,2,,2,1,2034300,2034000,,2,,,,4,4,4,3,3,4,4,4,3,3,3,6,2,4,5,3,150,3,3,4.1,4
경영학,26,,,,,,,,,,,2,4,2,1,1,2,,2,1,3003900,4007508,,2,,,,5,5,5,5,5,5,5,5,3,5,4,7,2,3,6,-1,35,3,3,4.16,4
경영학,27,1,266,4,3,2,,,,,,2,4,2,2,1,2,,2,2,,,,2,,,,2,3,3,4,3,3,3,3,3,3,3,8,2,2,4,1,30,3,3,3,3
경영학,26,2,330,4,2,2,,,,,,2,6,2,2,1,2,770,2,2,,,,1,2,2,1,4,4,4,4,4,5,4,3,4,5,4,6,2,3,6,6,100,3,3,3.6,5
경영학,25,,,,,,2,,,,,1,,1,2,2,2,890,2,2,,,,2,,,,3,1,3,4,4,4,3,3,3,3,3,7,2,4,6,3,120,3,3,3.52,2
경영학,24,2,187,2,3,2,,,,,,1,,2,2,1,1,,1,2,,,,2,,,,4,5,4,4,4,2,2,4,4,5,5,6,2,3,5,5,160,3,3,4.2,4
경영학,24,,,,,,,,,,,1,,1,2,1,2,785,2,1,2039800,,,1,2,2,2,3,4,3,4,3,3,4,4,4,4,3,7,2,3,5,-1,150,4,3,4.19,3
경영학,27,2,260,4,3,2,,,,,,1,,2,2,1,2,,2,1,-7,2116600,-1,2,,,,5,3,3,4,3,5,4,4,3,4,4,6,2,3,4,-1,60,4,3,4.16,3
경영학,25,2,179,3,3,2,,,,,,1,2,2,2,1,2,500,1,1,5010500,,,1,2,1,1,4,4,3,4,4,4,5,5,3,5,3,7,2,2,5,-1,50,4,3,3.5,4
경영학,27,1,35,3,1,2,,,,,,2,8,2,2,1,2,865,2,1,4149200,,,2,,,,4,3,4,4,4,4,3,3,3,3,3,7,2,3,6,4,40,4,3,3.7,5
경영학,29,2,230,2,3,2,,,,,,2,,1,2,1,2,600,1,2,,,,2,,,,4,4,3,4,5,5,4,4,4,3,3,6,2,4,4,1,1500,4,3,3,4
경영학,27,2,200,3,1,2,,,,,,1,4,2,2,1,2,,2,2,,,,2,,,,5,5,2,4,4,5,5,4,3,4,3,8,2,3,5,3,150,4,-1,,4
경영학,27,,,,,,,,,,,2,6,2,2,1,2,,2,2,,,,2,,,,5,4,3,3,4,4,4,4,4,4,3,7,2,1,6,-1,50,4,3,3.1,4
경영학,24,,,,,,0,,,,,1,,1,2,1,1,815,1,2,,,,2,,,,5,4,2,4,5,5,5,4,1,3,4,7,2,3,6,1,80,4,3,3.1,5
경영학,26,,,,,,,,,,,2,5,2,2,1,2,740,2,1,4149200,,,2,,,,5,3,5,4,4,3,5,4,3,4,4,5,2,3,3,3,30,4,3,3.6,4
경영학,27,1,80,4,5,2,,,,,,2,8,2,1,1,2,,2,1,2039700,,,2,,,,4,5,4,4,4,5,4,5,4,4,4,5,2,1,5,2,400,4,3,2.2,4
경영학,28,2,120,3,5,2,,,,,,1,,1,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,8,2,2,6,5,30,4,3,2.9,4
경영학,27,,,,,,,,,,,2,7,2,2,2,2,,2,1,2116500,,,2,,,,5,5,4,4,4,5,4,4,4,4,4,7,2,3,5,4,40,4,3,3.9,5
경영학,26,2,230,2,3,2,,,,,,1,1,1,2,2,2,,2,1,4149200,2116600,,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,8,2,3,5,4,30,4,2,3.3,3
경영학,25,2,220,5,1,2,,2,,1,컴퓨터공학과,1,2,2,2,1,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,8,2,4,7,2,100,4,3,3,5
경영학,27,2,300,2,2,2,,,,,,2,6,2,2,1,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,2,3,3,7,2,3,4,2,100,4,3,3.6,4
경영학,25,,,,,,,,,,,1,2,2,2,1,1,,1,1,1014301,2116500,,1,2,2,2,5,2,1,4,4,4,4,4,4,5,4,8,2,2,6,-1,40,4,-1,,4
경영학,29,2,230,2,3,2,,,,,,3,,2,2,2,1,,1,2,,,,2,,,,5,4,2,4,3,4,4,4,4,3,3,9,2,3,4,6,150,4,3,3.6,3
경영학,24,,,,,,0,1,영어과,2,,1,,2,2,1,1,875,1,2,,,,2,,,,5,5,3,5,5,4,5,5,3,4,3,7,2,3,7,4,50,4,3,4.1,5
경영학,24,,,,,,0,,,,,1,1,2,2,1,2,,2,1,2039800,,,2,,,,4,5,3,5,5,5,4,4,3,4,4,6,2,1,6,3,60,4,3,3.8,3
경영학,27,,,,,,,,,,,2,6,1,2,1,2,840,2,1,2017600,2116600,,2,,,,4,3,4,4,3,3,4,3,4,3,4,6,2,1,6,6,30,4,3,3.29,4
경영학,24,1,100,3,2,2,,,,,,1,2,2,2,1,2,790,1,2,,,,2,,,,4,4,3,3,4,5,4,4,4,4,4,5,2,1,3,4,60,4,3,3.3,2
경영학,29,2,300,4,4,2,,,,,,2,10,2,2,1,2,,2,1,2116600,,,2,,,,5,5,5,4,4,4,5,5,3,3,3,6,2,4,5,4,30,4,3,3.37,4
경영학,28,2,200,3,3,2,,,,,,2,6,1,2,1,2,,2,2,,,,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,2,4,7,1,50,4,3,3,5
경영학,25,,,,,,,,,,,1,2,2,2,2,1,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,4,7,1,150,4,3,4.3,5
경영학,26,,,,,,5,2,,1,행정학전공,2,4,2,2,2,2,615,1,1,-7,-7,-7,1,1,1,1,3,3,3,3,3,3,2,2,3,2,3,5,2,1,4,1,50,4,3,4.25,5
경영학,27,2,200,2,4,2,,,,,,2,6,2,2,2,2,,2,2,,,,2,,,,3,3,5,3,4,3,3,3,4,4,4,8,2,3,4,2,70,4,3,3.5,4
경영학,28,,,,,,,,,,,2,8,2,2,1,2,860,1,2,,,,1,2,2,2,3,4,4,4,4,4,3,4,1,3,2,8,2,1,1,1,10,4,3,4.19,3
경영학,25,2,310,4,4,1,,1,경영공학과,2,,1,1,2,2,1,1,,2,2,,,,2,,,,5,4,5,4,4,4,4,4,4,4,4,8,2,4,4,1,250,4,2,3.7,3
경영학,28,2,400,5,4,2,,,,,,2,8,2,2,2,1,900,2,2,,,,2,,,,4,4,4,4,5,5,4,4,4,4,4,7,1,3,6,5,65,5,3,4.3,4
경영학,26,1,189,1,2,2,,,,,,2,4,2,2,1,2,,1,2,,,,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,2,2,1,6,1,100,5,3,3.3,5
경영학,26,2,230,3,4,2,,,,,,2,4,2,2,2,2,,2,2,,,,2,,,,4,5,4,4,5,5,4,4,3,3,4,7,1,4,5,3,80,5,3,3.5,4
경영학,26,2,185,3,4,2,,,,,,1,3,1,2,1,1,620,2,2,,,,2,,,,4,4,4,3,4,5,4,4,3,5,4,9,1,4,4,-1,60,5,3,3.4,4
경영학,25,,,,,,,,,,,1,,2,2,2,2,500,2,2,,,,2,,,,4,5,5,4,4,4,5,5,4,4,4,7,2,3,6,,80,5,3,3.3,4
경영학,24,2,200,3,5,2,,,,,,1,,2,2,1,2,,2,2,,,,2,,,,3,4,4,3,4,4,3,3,3,4,3,7,2,3,6,4,80,5,3,3.6,4
경영학,31,2,250,2,1,2,,,,,,2,,1,2,2,1,,1,2,,,,2,,,,5,5,3,5,4,5,5,5,5,4,4,5,2,2,3,-1,100,5,3,4,3
경영학,27,2,180,3,3,2,,,,,,1,5,2,2,1,2,,2,2,,,,2,,,,4,5,3,3,4,4,4,4,4,4,3,8,2,3,6,3,75,5,3,3.8,4
경영학,50,2,200,4,2,1,,,,,,1,,2,2,2,2,,2,1,1000400,1010901,,2,,,,4,4,4,3,3,3,3,3,3,3,2,7,2,4,6,2,350,5,3,3.6,4
경영학,28,1,70,3,2,2,,,,,,2,8,2,2,2,1,775,1,1,4111804,,,1,2,1,1,5,4,2,5,5,2,4,4,1,4,2,6,2,3,4,2,70,5,3,3.46,5
경영학,27,2,266,3,4,2,,,,,,1,6,1,2,2,1,900,1,1,4061317,4024902,4145303,2,,,,4,4,5,3,4,5,4,3,3,4,3,8,2,3,6,5,200,5,3,3.2,4
경제학,27,2,400,5,3,2,,,,,,2,4,2,2,1,2,,2,1,1014300,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,3,7,-1,150,1,2,3.73,5
경제학,29,2,400,4,3,2,,,,,,1,3,2,2,2,2,,2,2,,,,1,2,2,1,5,4,4,4,2,5,5,4,2,2,5,6,2,3,6,-1,80,1,2,4,5
경제학,29,2,220,3,3,2,,,,,,3,6,2,2,2,2,840,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,2,3,3,1,40,1,2,3.5,3
경제학,27,,,,,,,,,,,2,4,2,2,2,2,930,2,1,1014301,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,6,2,1,6,4,40,1,3,2.6,3
경제학,25,,,,,,,,,,,1,1,1,2,1,1,,1,2,,,,1,2,2,1,5,3,1,4,5,5,5,5,5,5,4,9,2,3,7,6,60,1,3,3.28,4
경제학,28,,,,,,0,,,,,2,6,2,2,1,2,,1,1,5003100,,,1,2,2,1,4,3,2,4,4,2,3,2,2,2,1,7,1,2,5,2,30,1,2,3.29,3
경제학,28,2,380,4,3,1,,1,노어노문학과,2,,2,8,2,2,1,2,840,1,1,4011102,3001300,1013300,1,1,1,2,5,4,2,4,4,4,4,5,4,2,5,6,1,4,5,3,100,1,3,3.8,4
경제학,26,2,270,3,4,2,,,,,,2,4,2,2,2,2,900,2,1,4149200,,,1,2,2,1,5,4,4,4,4,4,4,4,4,4,4,7,2,4,5,3,300,1,3,3.9,4
경제학,25,2,230,2,3,2,,1,경영학과,2,,1,,1,2,2,2,,1,2,,,,1,2,1,1,5,5,2,4,5,5,5,5,5,5,5,5,2,4,4,3,130,1,3,3.66,4
경제학,28,2,300,3,1,2,,,,,,2,7,1,2,1,2,,2,1,4167400,,,1,2,2,2,4,4,4,4,4,3,3,3,3,3,3,6,2,1,5,-1,75,1,3,3.8,4
경제학,29,,,,,,0,,,,,6,3,2,2,1,1,960,1,2,,,,1,2,2,2,5,4,2,2,5,5,5,5,4,5,4,8,2,3,6,5,40,1,2,3.55,2
경제학,26,2,500,5,3,1,,1,소비자학과,2,,1,2,1,2,1,2,915,1,1,4145105,4145101,,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,7,2,3,6,5,120,1,3,3.37,3
경제학,30,2,300,4,2,2,,2,,1,국제경영학과,2,9,1,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,6,2,1,6,6,50,1,3,3.6,4
경제학,27,2,350,4,3,1,,1,경영학부,2,,1,5,2,2,2,2,,2,2,,,,1,2,2,1,4,5,5,5,5,5,3,5,3,5,3,7,2,2,4,3,100,1,3,3.2,4
경제학,26,2,360,4,5,1,,,,,,2,4,2,2,1,2,895,1,1,3003600,2116500,4149200,2,,,,5,4,3,5,5,5,4,3,5,5,3,7,2,4,7,4,80,1,3,3.43,3
경제학,28,,,,,,,,,,,2,4,2,2,1,2,,2,1,2116500,3003700,3009200,1,2,2,2,3,5,3,5,4,5,4,3,3,5,3,5,2,1,4,2,50,2,3,3.8,2
경제학,27,1,220,3,3,2,,,,,,2,6,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,3,4,4,4,4,8,1,3,4,5,60,2,1,3.6,4
경제학,25,,,,,,0,,,,,1,5,2,2,2,2,,1,1,2102300,2116500,,2,,,,5,5,2,3,4,5,5,5,2,4,4,8,2,3,4,3,80,2,3,3.38,4
경제학,26,2,200,2,2,1,,1,중국전공,2,,1,2,1,2,1,1,515,1,1,5007800,2116500,,1,2,2,2,4,4,4,4,4,4,4,4,4,4,2,7,2,2,3,-1,50,2,3,3.51,3
경제학,30,,,,,,1,,,,,2,10,1,2,1,2,740,1,1,4196600,3006300,,1,2,2,2,5,5,5,5,4,4,4,3,3,4,3,6,2,3,4,5,70,2,3,3.29,2
경제학,23,,,,,,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,3,4,3,6,2,3,6,3,50,3,3,3.5,4
경제학,28,1,120,1,3,2,,,,,,2,8,1,1,2,1,,1,2,,,,2,,,,4,4,4,5,4,4,4,3,3,5,3,6,2,3,5,-1,100,3,3,3.5,3
경제학,23,1,170,2,1,2,,,,,,1,,2,2,1,1,920,1,1,2116500,4196600,,1,2,2,1,5,3,3,5,5,5,5,5,5,4,5,8,2,3,5,2,60,3,3,3.93,4
경제학,27,2,150,3,3,2,,,,,,2,4,2,2,2,2,,2,2,,,,2,,,,4,3,4,3,4,5,4,4,3,3,4,8,1,4,6,4,60,3,1,3.7,4
경제학,24,,,,,,,,,,,1,,2,2,2,1,795,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,5,2,5,7,-1,100,3,3,3.78,5
경제학,27,2,208,3,3,2,,,,,,2,9,2,2,1,2,,2,2,,,,2,,,,4,5,4,5,5,5,5,5,1,2,4,8,2,4,7,4,30,3,3,3.2,5
경제학,26,2,333,5,5,2,,,,,,2,,2,2,2,2,,1,2,,,,1,1,1,1,5,5,5,5,5,5,4,4,4,4,4,7,2,4,7,3,150,4,3,3.8,5
경제학,24,,,,,,,,,,,1,,2,2,1,2,675,2,1,2116500,,,1,2,1,2,5,3,2,3,4,4,5,4,3,4,3,8,2,4,5,-1,25,4,3,3.32,3
경제학,28,,,,,,,,,,,2,8,2,2,2,1,,2,1,1009000,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,8,1,4,5,3,60,4,3,3,4
경제학,27,2,195,4,4,2,,1,광고홍보전공,2,,2,6,2,2,1,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,2,4,4,1,100,4,3,3.4,4
경제학,27,2,340,4,2,2,,2,,1,무역학과,2,4,2,2,2,2,,1,2,,,,2,,,,4,4,3,3,5,5,4,4,4,5,2,7,2,4,3,3,100,4,3,3.8,4
경제학,25,,,,,,,2,,1,중어중문과,1,2,2,1,1,2,880,1,1,2116500,,,2,,,,5,4,3,4,5,5,4,4,3,3,4,7,2,2,4,-1,50,4,-1,,3
경제학,26,2,170,2,4,2,,,,,,2,5,1,2,2,2,720,2,2,,,,1,2,2,2,4,3,3,4,4,3,4,3,3,3,4,6,2,3,6,4,70,4,3,3,4
경제학,26,2,580,5,3,2,,2,,1,정치외교학과,2,4,2,2,1,2,,1,1,2116500,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,2,3,6,7,200,5,3,4.23,5
경제학,26,,,,,,3,1,농업경제학과,2,,2,6,2,2,1,2,840,1,1,4149200,2116500,,1,2,2,1,5,4,2,3,3,4,4,5,4,4,4,7,2,2,5,-1,50,5,3,3.59,2
경제학,25,,,,,,,,,,,1,2,1,1,2,2,,1,1,2116500,2116600,1014804,2,,,,4,4,4,3,4,4,4,5,4,5,3,7,2,1,5,-1,50,5,3,3.5,3
관광학,24,2,200,3,1,2,,,,,,1,,2,2,2,2,840,2,1,3003600,,,2,,,,5,5,1,4,3,3,5,4,4,3,2,6,2,3,4,2,100,1,3,4,2
관광학,25,,,,,,,,,,,1,3,2,2,2,1,,2,2,,,,1,2,1,2,3,5,1,5,5,5,5,5,3,4,3,8,1,3,4,1,50,1,3,3.1,3
관광학,27,2,330,3,1,2,,1,의류학과,2,,2,4,2,2,1,2,920,1,1,1014303,,,1,1,1,1,5,5,4,5,4,4,4,4,4,5,4,7,2,4,6,5,150,1,3,3.9,4
관광학,25,,,,,,0,,,,,1,2,2,2,1,2,920,2,2,,,,1,2,2,2,5,5,2,4,3,5,4,4,4,1,5,6,2,3,4,-1,100,3,3,2.9,5
관광학,24,,,,,,,,,,,1,,2,2,1,2,700,1,2,,,,2,,,,4,4,3,3,4,4,4,4,4,4,4,7,2,3,5,-1,50,3,3,3.6,3
관광학,24,1,100,4,4,2,,,,,,1,,2,2,1,2,555,2,2,,,,2,,,,4,3,1,3,3,5,4,4,4,3,4,7,2,3,5,-1,20,4,3,3.5,4
관광학,25,1,170,3,3,2,,,,,,1,,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,2,1,1,-1,100,4,3,3.7,4
관광학,26,1,100,1,3,2,,,,,,1,4,2,2,1,2,850,1,2,,,,1,2,2,1,5,4,2,5,5,3,4,3,2,4,3,6,2,2,2,1,45,4,3,3.6,3
관광학,25,,,,,,,,,,,1,2,1,2,1,2,,2,1,5008600,2116500,,2,,,,4,5,2,4,4,4,4,4,4,4,4,8,2,3,4,3,100,4,3,3.6,4
관광학,25,2,210,3,1,2,,,,,,1,2,2,2,2,1,800,2,1,3003700,,,2,,,,4,4,4,3,3,3,3,3,4,4,4,7,2,4,6,3,50,4,3,3.5,3
관광학,28,2,600,4,3,2,,,,,,2,6,2,2,1,2,,2,2,,,,2,,,,3,4,2,5,5,5,4,4,2,2,2,7,1,3,7,5,250,4,3,3.2,4
관광학,24,2,360,4,5,2,,,,,,1,,2,2,1,2,765,1,2,,,,2,,,,5,4,3,4,5,5,5,5,5,4,5,7,2,4,3,3,150,5,3,3.8,2
관광학,24,,,,,,0,,,,,1,,2,2,1,2,680,2,1,4149200,,,2,,,,4,4,5,5,4,4,5,5,5,4,4,7,2,1,5,4,30,5,3,3.4,4
관광학,25,1,210,3,1,2,,,,,,1,2,2,2,2,2,,1,2,,,,2,,,,5,4,3,5,5,5,5,5,5,5,4,7,2,3,5,1,40,5,3,3.75,4
광고·홍보학,27,,,,,,,1,경영학과,2,,1,4,2,2,2,2,,2,2,,,,2,,,,3,3,3,3,3,3,3,3,3,3,3,7,2,1,4,-1,300,1,3,3.5,4
광고·홍보학,25,2,210,2,4,2,,,,,,1,1,1,2,1,2,850,2,2,,,,1,1,1,2,5,5,3,5,5,5,5,5,5,3,5,6,2,3,4,3,100,1,3,3.3,2
광고·홍보학,30,2,580,4,1,1,,,,,,2,12,1,2,1,2,,2,1,1002700,,,2,,,,5,5,1,1,1,5,5,5,4,3,4,7,1,3,4,2,300,1,3,3.5,5
광고·홍보학,24,2,170,2,1,2,,2,,2,,1,,2,2,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,5,7,2,4,5,1,80,2,3,3.83,4
광고·홍보학,24,,,,,,,,,,,1,,2,2,1,2,,2,1,3007600,3006401,3006403,1,1,1,2,5,5,5,4,4,5,5,5,4,4,4,8,2,4,7,-1,60,2,3,4.18,4
광고·홍보학,24,,,,,,1,,,,,1,,2,2,1,1,,2,1,4150600,,,2,,,,3,3,3,3,3,3,3,3,3,3,2,8,2,1,5,-1,37,3,3,3.6,5
광고·홍보학,29,,,,,,3,,,,,2,,1,2,2,2,,1,1,3004800,4148800,5010502,1,1,1,2,2,5,5,5,3,4,3,2,1,4,2,8,2,3,5,3,20,3,3,3.46,5
광고·홍보학,26,2,210,2,4,2,,1,광고홍보과,1,커뮤니케이션디자인과,1,,1,2,2,2,,2,2,,,,2,,,,5,5,5,5,5,5,5,5,5,5,4,8,2,3,4,5,60,3,-1,,2
광고·홍보학,27,2,230,2,3,2,,,,,,2,6,2,2,2,2,,2,2,,,,2,,,,4,4,4,4,4,4,4,4,4,4,4,7,1,4,6,2,100,3,3,3.3,3
광고·홍보학,24,2,190,2,4,2,,,,,,1,,2,2,2,2,,2,1,2049500,4150600,,2,,,,3,3,3,3,3,3,3,3,3,3,3,6,2,4,5,3,70,3,3,3.3,3
광고·홍보학,26,,,,,,0,,,,,2,4,2,1,1,2,,2,1,2060900,,,1,1,2,1,5,5,5,5,5,5,5,4,4,4,4,7,2,3,5,4,50,4,3,3.7,3
광고·홍보학,25,2,160,3,3,2,,,,,,1,2,2,2,1,2,,2,1,1014301,4194300,4150600,2,,,,4,5,2,5,3,3,4,4,2,2,2,4,2,3,5,1,50,4,3,2.5,4
광고·홍보학,26,2,350,5,4,1,,,,,,2,2,2,2,1,1,805,1,1,4193700,,,1,1,1,1,4,4,3,3,4,3,4,4,4,4,4,7,1,3,6,5,90,4,3,3.6,4
광고·홍보학,27,,,,,,0,,,,,2,6,1,2,1,2,,2,2,,,,1,2,2,1,5,5,2,5,5,5,5,5,4,5,5,5,2,4,2,-1,50,4,3,4.06,3
